pOSymbols,slide_number,audio,btwncondition,goodPOChoice,pTwrongAnswer,pTChoice,Answer.time_in_minutes,primeType,pOwrongAnswer,responseSymbols,workerid,pTSentence,goodPTChoice,Answer.condition,trial_type,pOSentence,correctPChoices,response,image,primeStrength,responseSentence,correctPOChoice,correctPTChoice,slide_type,response_rt,primeOShuffle,pTSymbols,primeTShuffle,responseChoice,pOChoice,block_rt
"[4, 8, 0]",,,exh-only,1,"[0, 0, 0]",1,7.810616666666666,1,"[0, 0, 0]","[8, 7, 3]",0,There are four hearts.,1,undefined,filler,There are four hearts.,True,,,0,There are four notes.,True,True,,968,"[0, 1]","[4, 2, 7]","[0, 1]",1,1,3160
"[4, 4, 0]",,,exh-only,1,"[8, 0, 0]",1,7.810616666666666,2,"[1, 0, 0]","[0, 5, 4]",0,2 + 8 = ?,1,undefined,filler,4 + 0 = ?,False,,,3,There is a diamond.,False,True,,1287,"[0, 1]","[10, 2, 8]","[0, 1]",1,0,4096
"[6, 3, 3]",,,exh-only,1,"[10, 0, 0]",0,7.810616666666666,1,"[0, 0, 0]","[3, 5, 7]",0,8 + 1 = ?,1,undefined,response,3 + 3 = ?,False,,,3,There are four spades.,True,False,,831,"[0, 1]","[9, 8, 1]","[0, 1]",1,1,3376
"[3, 6, 5]",,,exh-only,0,"[0, 0, 0]",0,7.810616666666666,0,"[0, 0, 0]","[7, 2, 6]",0,Some of the symbols are hearts.,0,undefined,response,Some of the symbols are spades.,True,,,0,Some of the symbols are circles.,True,True,,744,"[1, 0]","[4, 7, 0]","[1, 0]",1,0,5161
"[6, 3, 2]",,,exh-only,0,"[0, 0, 0]",1,7.810616666666666,2,"[0, 0, 0]","[0, 1, 6]",0,There is only a spade.,1,undefined,filler,There is only a star.,True,,,2,There is a diamond.,True,True,,991,"[1, 0]","[3, 2, 0]","[0, 1]",1,0,2712
,1,,,,,,12.441716666666666,,,,1,,,undefined,,,,"[0, 'Linda']",Linda,,,,,bot_check,,,,,,,
"[2, 7, 6]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[1, 9, 0]",1,Some of the symbols are notes.,1,undefined,filler,Some of the symbols are ticks.,True,,,0,Some of the symbols are clubs.,True,True,,3272,"[0, 1]","[8, 2, 5]","[0, 1]",1,1,9364
"[8, 6, 3]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[5, 9, 4]",1,There is a tick.,1,undefined,filler,There is a note.,True,,,1,There is a square.,True,True,,2716,"[0, 1]","[2, 4, 0]","[0, 1]",1,1,13169
"[1, 2, 9]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[4, 7, 6]",1,Some of the symbols are hearts.,0,undefined,response,Some of the symbols are clubs.,True,,,0,Some of the symbols are hearts.,True,True,,2898,"[0, 1]","[4, 2, 0]","[1, 0]",0,1,7830
"[7, 0, 1]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[6, 7, 9]",1,There is a note.,1,undefined,response,There is a circle.,True,,,1,There is a star.,True,True,,2620,"[1, 0]","[8, 5, 3]","[0, 1]",0,0,8229
"[6, 5, 1]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[1, 4, 3]",1,Some of the symbols are squares.,1,undefined,response,Some of the symbols are stars.,True,,,1,Some of the symbols are clubs.,True,True,,2009,"[0, 1]","[5, 9, 6]","[0, 1]",0,1,6132
"[6, 8, 0]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[8, 0, 4]",1,There are four squares.,0,undefined,filler,There are four stars.,True,,,0,There are four notes.,True,True,,1715,"[1, 0]","[5, 9, 8]","[1, 0]",1,0,5430
"[5, 2, 3]",,,exh-only,1,"[9, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[0, 9, 1]",1,0 + 8 = ?,0,undefined,response,2 + 3 = ?,False,,,3,Some of the symbols are diamonds.,False,False,,1724,"[0, 1]","[8, 0, 8]","[1, 0]",0,0,4850
"[9, 6, 7]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[3, 2, 1]",1,Only some of the symbols are squares.,0,undefined,response,Only some of the symbols are triangles.,True,,,2,Some of the symbols are spades.,True,True,,6751,"[1, 0]","[5, 9, 6]","[1, 0]",1,0,12187
"[9, 2, 1]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[2, 0, 7]",1,There are only four triangles.,1,undefined,filler,There are only four triangles.,True,,,2,There are four ticks.,True,True,,3235,"[0, 1]","[9, 3, 6]","[0, 1]",1,1,7514
"[4, 7, 5]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[6, 5, 8]",1,Only some of the symbols are diamonds.,1,undefined,response,Only some of the symbols are hearts.,True,,,2,Some of the symbols are stars.,True,True,,2957,"[0, 1]","[0, 1, 3]","[0, 1]",1,1,7551
"[0, 0, 0]",,,exh-only,0,"[3, 0, 0]",0,12.441716666666666,2,"[3, 0, 0]","[3, 6, 9]",1,3 + 3 = ?,1,undefined,filler,0 + 0 = ?,False,,,3,There is a spade.,False,False,,2020,"[1, 0]","[6, 3, 3]","[0, 1]",1,1,5093
"[0, 5, 9]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[9, 3, 7]",1,There are only four circles.,1,undefined,response,There are only four diamonds.,True,,,2,There are four triangles.,True,True,,2435,"[1, 0]","[7, 9, 2]","[0, 1]",0,0,6301
"[5, 6, 9]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[8, 5, 3]",1,Some of the symbols are diamonds.,1,undefined,filler,Some of the symbols are squares.,True,,,0,Some of the symbols are notes.,True,True,,1896,"[0, 1]","[0, 9, 1]","[0, 1]",1,1,8153
"[13, 6, 7]",,,exh-only,1,"[4, 0, 0]",1,12.441716666666666,2,"[7, 0, 0]","[1, 9, 5]",1,3 + 0 = ?,0,undefined,response,6 + 7 = ?,False,,,3,There is a club.,False,False,,2321,"[0, 1]","[3, 3, 0]","[1, 0]",0,0,6519
"[8, 7, 1]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,1,"[3, 0, 0]","[1, 6, 9]",1,1 + 5 = ?,1,undefined,filler,7 + 1 = ?,False,,,3,There are four clubs.,False,False,,1702,"[1, 0]","[6, 1, 5]","[0, 1]",1,1,4303
"[10, 2, 8]",,,exh-only,1,"[2, 0, 0]",1,12.441716666666666,1,"[3, 0, 0]","[4, 6, 8]",1,9 + 4 = ?,1,undefined,response,2 + 8 = ?,False,,,3,There are four hearts.,False,True,,1475,"[0, 1]","[13, 9, 4]","[0, 1]",1,0,3961
"[8, 2, 4]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[7, 3, 6]",1,Some of the symbols are notes.,1,undefined,filler,Some of the symbols are notes.,True,,,1,Some of the symbols are circles.,True,True,,2142,"[0, 1]","[8, 9, 6]","[0, 1]",1,1,6157
"[10, 8, 2]",,,exh-only,1,"[8, 0, 0]",1,12.441716666666666,2,"[8, 0, 0]","[4, 8, 6]",1,6 + 4 = ?,0,undefined,response,8 + 2 = ?,False,,,3,There is a heart.,False,False,,1385,"[0, 1]","[10, 6, 4]","[1, 0]",0,0,3719
"[7, 0, 7]",,,exh-only,0,"[7, 0, 0]",0,12.441716666666666,1,"[6, 0, 0]","[7, 5, 8]",1,4 + 1 = ?,0,undefined,filler,0 + 7 = ?,False,,,3,There are four circles.,False,True,,1265,"[1, 0]","[5, 4, 1]","[1, 0]",1,1,3565
"[18, 9, 9]",,,exh-only,0,"[4, 0, 0]",1,12.441716666666666,0,"[3, 0, 0]","[4, 9, 1]",1,8 + 6 = ?,0,undefined,response,9 + 9 = ?,False,,,3,Some of the symbols are hearts.,True,False,,6123,"[1, 0]","[14, 8, 6]","[1, 0]",0,0,9072
"[8, 6, 2]",,,exh-only,0,"[2, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[3, 7, 4]",1,2 + 0 = ?,1,undefined,filler,6 + 2 = ?,True,,,3,Some of the symbols are spades.,True,True,,2267,"[1, 0]","[2, 2, 0]","[0, 1]",1,0,8158
"[9, 1, 5]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[0, 8, 6]",1,There are four notes.,0,undefined,response,There are four triangles.,True,,,0,There are four diamonds.,True,True,,2400,"[1, 0]","[8, 9, 3]","[1, 0]",0,0,5376
"[8, 6, 4]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[8, 2, 3]",1,Some of the symbols are notes.,0,undefined,response,Some of the symbols are notes.,True,,,0,Some of the symbols are notes.,True,True,,1995,"[1, 0]","[8, 9, 7]","[1, 0]",0,0,6399
"[4, 3, 7]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[6, 4, 5]",1,There are four spades.,1,undefined,response,There are four hearts.,True,,,0,There are four stars.,True,True,,1201,"[0, 1]","[3, 1, 7]","[0, 1]",0,1,4488
"[8, 1, 7]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[1, 6, 2]",1,There are four triangles.,0,undefined,filler,There are four notes.,True,,,1,There are four clubs.,True,True,,1622,"[0, 1]","[9, 0, 2]","[1, 0]",1,1,4444
"[5, 0, 3]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[3, 0, 4]",1,There are only four spades.,0,undefined,response,There are only four squares.,True,,,2,There are four spades.,True,True,,1892,"[0, 1]","[3, 9, 8]","[1, 0]",0,1,6469
"[7, 1, 0]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[0, 6, 8]",1,Only some of the symbols are stars.,1,undefined,response,Only some of the symbols are circles.,True,,,2,Some of the symbols are diamonds.,True,True,,5286,"[1, 0]","[6, 2, 0]","[0, 1]",0,0,9617
"[1, 8, 4]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[4, 2, 8]",1,Only some of the symbols are diamonds.,0,undefined,response,Only some of the symbols are clubs.,True,,,2,Some of the symbols are hearts.,True,True,,2520,"[1, 0]","[0, 6, 5]","[1, 0]",0,0,7163
"[9, 0, 4]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[8, 4, 5]",1,Some of the symbols are circles.,0,undefined,response,Some of the symbols are triangles.,True,,,0,Some of the symbols are notes.,True,True,,3020,"[1, 0]","[7, 9, 2]","[1, 0]",0,0,7988
"[4, 2, 5]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[7, 2, 5]",1,There are four spades.,0,undefined,filler,There are four hearts.,True,,,0,There are four circles.,True,True,,1475,"[1, 0]","[3, 9, 0]","[1, 0]",1,0,6590
"[2, 5, 0]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[9, 7, 8]",1,There is a circle.,1,undefined,filler,There is a tick.,True,,,0,There is a triangle.,True,True,,1320,"[1, 0]","[7, 4, 2]","[0, 1]",1,0,4971
"[1, 4, 2]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[6, 4, 5]",1,Some of the symbols are notes.,1,undefined,filler,Some of the symbols are clubs.,True,,,1,Some of the symbols are stars.,True,True,,2003,"[1, 0]","[8, 6, 1]","[0, 1]",1,0,8419
"[4, 3, 6]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[6, 3, 5]",1,Some of the symbols are triangles.,0,undefined,filler,Some of the symbols are hearts.,True,,,1,Some of the symbols are stars.,True,True,,3000,"[0, 1]","[9, 0, 5]","[1, 0]",1,1,8260
"[3, 4, 8]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[0, 1, 2]",1,There is a tick.,1,undefined,filler,There is a spade.,True,,,1,There is a diamond.,True,True,,1539,"[1, 0]","[2, 8, 3]","[0, 1]",1,0,7229
"[8, 5, 3]",,,exh-only,1,"[7, 0, 0]",1,12.441716666666666,2,"[2, 0, 0]","[8, 6, 4]",1,0 + 1 = ?,1,undefined,filler,5 + 3 = ?,False,,,3,There is a note.,False,True,,2019,"[0, 1]","[1, 0, 1]","[0, 1]",1,0,5872
"[1, 2, 0]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[2, 0, 6]",1,There is a spade.,0,undefined,filler,There is a club.,True,,,0,There is a tick.,True,True,,1665,"[1, 0]","[3, 8, 7]","[1, 0]",1,0,4976
"[7, 4, 2]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[2, 6, 9]",1,There is a triangle.,1,undefined,response,There is a circle.,True,,,0,There is a tick.,True,True,,1199,"[0, 1]","[9, 6, 1]","[0, 1]",0,1,4326
"[9, 5, 4]",,,exh-only,0,"[4, 0, 0]",1,12.441716666666666,0,"[1, 0, 0]","[5, 6, 8]",1,3 + 1 = ?,1,undefined,filler,5 + 4 = ?,True,,,3,Some of the symbols are squares.,True,True,,3565,"[1, 0]","[4, 3, 1]","[0, 1]",1,0,6800
"[1, 8, 6]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[7, 2, 0]",1,There is only a diamond.,0,undefined,response,There is only a club.,True,,,2,There is a circle.,True,True,,1988,"[0, 1]","[0, 5, 4]","[1, 0]",0,1,6230
"[14, 8, 6]",,,exh-only,0,"[9, 0, 0]",1,12.441716666666666,2,"[4, 0, 0]","[3, 5, 9]",1,2 + 2 = ?,1,undefined,response,8 + 6 = ?,True,,,3,There is a spade.,True,True,,1655,"[1, 0]","[4, 2, 2]","[0, 1]",0,0,4581
"[0, 3, 4]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[7, 5, 4]",1,Some of the symbols are clubs.,0,undefined,response,Some of the symbols are diamonds.,True,,,1,Some of the symbols are circles.,True,True,,3578,"[1, 0]","[1, 0, 6]","[1, 0]",0,0,8809
"[14, 7, 7]",,,exh-only,1,"[3, 0, 0]",0,12.441716666666666,2,"[7, 0, 0]","[7, 6, 3]",1,5 + 7 = ?,1,undefined,filler,7 + 7 = ?,False,,,3,There is a circle.,True,False,,2751,"[0, 1]","[12, 5, 7]","[0, 1]",1,1,5280
"[0, 8, 5]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[8, 9, 5]",1,There is a circle.,1,undefined,response,There is a diamond.,True,,,1,There is a note.,True,True,,1331,"[1, 0]","[7, 0, 1]","[0, 1]",0,0,4964
"[9, 2, 0]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[9, 2, 7]",1,Some of the symbols are ticks.,1,undefined,response,Some of the symbols are triangles.,True,,,1,Some of the symbols are triangles.,True,True,,5492,"[0, 1]","[2, 1, 9]","[0, 1]",0,1,11136
"[1, 7, 9]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[6, 3, 1]",1,Some of the symbols are triangles.,0,undefined,filler,Some of the symbols are clubs.,True,,,1,Some of the symbols are stars.,True,True,,4303,"[1, 0]","[9, 5, 3]","[1, 0]",1,0,11563
"[0, 2, 9]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[2, 9, 6]",1,There are only four spades.,0,undefined,filler,There are only four diamonds.,True,,,2,There are four ticks.,True,True,,1784,"[0, 1]","[3, 9, 7]","[1, 0]",1,1,5302
"[4, 2, 1]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[3, 4, 1]",1,There is a triangle.,0,undefined,response,There is a heart.,True,,,1,There is a spade.,True,True,,2347,"[0, 1]","[9, 6, 3]","[1, 0]",0,1,7043
"[8, 2, 7]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[1, 6, 3]",1,There is a tick.,0,undefined,filler,There is a note.,True,,,1,There is a club.,True,True,,2374,"[0, 1]","[2, 1, 3]","[1, 0]",1,1,5699
"[9, 7, 6]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[8, 4, 3]",1,There are four circles.,1,undefined,filler,There are four triangles.,True,,,0,There are four notes.,True,True,,1265,"[1, 0]","[7, 8, 2]","[0, 1]",1,0,3605
"[13, 8, 5]",,,exh-only,0,"[6, 0, 0]",1,12.441716666666666,1,"[6, 0, 0]","[0, 7, 4]",1,1 + 0 = ?,1,undefined,response,8 + 5 = ?,True,,,3,There are four diamonds.,True,True,,1198,"[1, 0]","[1, 1, 0]","[0, 1]",0,0,3783
"[2, 5, 7]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[8, 4, 6]",1,There are four squares.,1,undefined,response,There are four ticks.,True,,,0,There are four notes.,True,True,,984,"[1, 0]","[5, 0, 8]","[0, 1]",0,0,3216
"[13, 5, 8]",,,exh-only,0,"[6, 0, 0]",0,12.441716666666666,1,"[3, 0, 0]","[9, 7, 4]",1,3 + 1 = ?,0,undefined,response,5 + 8 = ?,False,,,3,There are four triangles.,False,True,,1061,"[1, 0]","[4, 3, 1]","[1, 0]",0,1,4067
"[12, 6, 6]",,,exh-only,1,"[4, 0, 0]",1,12.441716666666666,0,"[5, 0, 0]","[6, 2, 8]",1,2 + 5 = ?,0,undefined,response,6 + 6 = ?,False,,,3,Some of the symbols are stars.,False,False,,2177,"[0, 1]","[7, 2, 5]","[1, 0]",1,0,5002
"[7, 8, 4]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[9, 1, 5]",1,Only some of the symbols are clubs.,0,undefined,filler,Only some of the symbols are circles.,True,,,2,Some of the symbols are triangles.,True,True,,3040,"[0, 1]","[1, 4, 6]","[1, 0]",1,1,8773
"[8, 3, 5]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[1, 6, 9]",1,There is a diamond.,0,undefined,filler,There is a note.,True,,,0,There is a club.,True,True,,1615,"[1, 0]","[0, 5, 4]","[1, 0]",1,0,7577
"[8, 6, 9]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[5, 9, 7]",1,Only some of the symbols are spades.,0,undefined,filler,Only some of the symbols are notes.,True,,,2,Some of the symbols are squares.,True,True,,2412,"[0, 1]","[3, 8, 4]","[1, 0]",1,1,9598
"[17, 8, 9]",,,exh-only,0,"[5, 0, 0]",0,12.441716666666666,1,"[5, 0, 0]","[0, 2, 8]",1,0 + 2 = ?,1,undefined,response,8 + 9 = ?,False,,,3,There are four diamonds.,False,False,,2315,"[1, 0]","[2, 0, 2]","[0, 1]",0,1,5941
"[7, 8, 2]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[7, 0, 5]",1,There is a star.,0,undefined,response,There is a circle.,True,,,0,There is a circle.,True,True,,1089,"[0, 1]","[6, 5, 8]","[1, 0]",0,1,4588
"[5, 2, 3]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,0,"[9, 0, 0]","[7, 6, 0]",1,4 + 2 = ?,1,undefined,filler,2 + 3 = ?,False,,,3,Some of the symbols are circles.,True,False,,1600,"[0, 1]","[6, 4, 2]","[0, 1]",1,1,4571
"[3, 7, 5]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[0, 3, 7]",1,There are only four spades.,1,undefined,response,There are only four spades.,True,,,2,There are four diamonds.,True,True,,1501,"[0, 1]","[3, 6, 1]","[0, 1]",0,1,6270
"[0, 8, 9]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[4, 8, 0]",1,There are four spades.,1,undefined,response,There are four diamonds.,True,,,0,There are four hearts.,True,True,,1342,"[0, 1]","[3, 2, 4]","[0, 1]",0,1,4224
"[4, 7, 8]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[2, 6, 3]",1,There is only a star.,1,undefined,filler,There is only a heart.,True,,,2,There is a tick.,True,True,,1622,"[1, 0]","[6, 7, 8]","[0, 1]",1,0,4508
"[7, 6, 9]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[3, 6, 0]",1,There are four hearts.,0,undefined,filler,There are four circles.,True,,,1,There are four spades.,True,True,,1235,"[0, 1]","[4, 6, 7]","[1, 0]",1,1,4872
"[3, 6, 7]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[0, 6, 5]",1,There are four stars.,1,undefined,response,There are four spades.,True,,,1,There are four diamonds.,True,True,,1601,"[1, 0]","[6, 3, 1]","[0, 1]",0,0,4084
"[9, 4, 7]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[9, 4, 2]",1,There is a square.,1,undefined,response,There is a triangle.,True,,,0,There is a triangle.,True,True,,1243,"[0, 1]","[5, 7, 1]","[0, 1]",0,1,6586
"[3, 3, 0]",,,exh-only,0,"[6, 0, 0]",1,12.441716666666666,0,"[6, 0, 0]","[3, 8, 6]",1,7 + 3 = ?,1,undefined,filler,3 + 0 = ?,True,,,3,Some of the symbols are spades.,True,True,,2405,"[1, 0]","[10, 7, 3]","[0, 1]",1,0,5046
"[3, 1, 9]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,0,"[0, 0, 0]","[9, 4, 7]",1,Some of the symbols are squares.,1,undefined,filler,Some of the symbols are spades.,True,,,0,Some of the symbols are triangles.,True,True,,1867,"[0, 1]","[5, 1, 4]","[0, 1]",1,1,5544
"[8, 4, 2]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[9, 7, 3]",1,There is only a triangle.,0,undefined,response,There is only a note.,True,,,2,There is a triangle.,True,True,,1812,"[0, 1]","[9, 7, 2]","[1, 0]",0,1,4224
"[13, 8, 5]",,,exh-only,1,"[2, 0, 0]",1,12.441716666666666,2,"[4, 0, 0]","[1, 9, 6]",1,3 + 8 = ?,1,undefined,response,8 + 5 = ?,False,,,3,There is a club.,False,True,,1346,"[0, 1]","[11, 3, 8]","[0, 1]",0,0,4903
"[9, 8, 1]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[3, 4, 2]",1,There is a star.,0,undefined,filler,There is a triangle.,True,,,1,There is a spade.,True,True,,1794,"[1, 0]","[6, 9, 1]","[1, 0]",1,0,5028
"[0, 1, 7]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[8, 2, 1]",1,There is only a star.,0,undefined,response,There is only a diamond.,False,,,2,There is a note.,False,True,,2478,"[1, 0]","[6, 3, 7]","[1, 0]",0,1,6012
"[5, 1, 4]",,,exh-only,1,"[3, 0, 0]",1,12.441716666666666,0,"[9, 0, 0]","[1, 7, 2]",1,5 + 5 = ?,1,undefined,response,1 + 4 = ?,False,,,3,Some of the symbols are clubs.,False,True,,2383,"[0, 1]","[10, 5, 5]","[0, 1]",0,0,4957
"[4, 2, 6]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[8, 4, 1]",1,Only some of the symbols are clubs.,0,undefined,filler,Only some of the symbols are hearts.,True,,,2,Some of the symbols are notes.,True,True,,2072,"[0, 1]","[1, 4, 5]","[1, 0]",1,1,7327
"[1, 4, 9]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[7, 2, 8]",1,There are four triangles.,1,undefined,response,There are four clubs.,True,,,1,There are four circles.,True,True,,1950,"[1, 0]","[9, 3, 5]","[0, 1]",0,0,4580
"[0, 2, 8]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[0, 8, 2]",1,There is a note.,0,undefined,response,There is a diamond.,True,,,1,There is a diamond.,True,True,,1734,"[1, 0]","[8, 0, 6]","[1, 0]",0,0,6059
"[9, 5, 4]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[4, 9, 7]",1,There are only four notes.,1,undefined,response,There are only four triangles.,True,,,2,There are four hearts.,True,True,,1910,"[1, 0]","[8, 5, 3]","[0, 1]",0,0,5660
"[15, 6, 9]",,,exh-only,1,"[4, 0, 0]",1,12.441716666666666,2,"[1, 0, 0]","[6, 2, 4]",1,0 + 3 = ?,1,undefined,filler,6 + 9 = ?,False,,,3,There is a star.,False,True,,3811,"[0, 1]","[3, 0, 3]","[0, 1]",1,0,8752
"[6, 0, 7]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[0, 6, 2]",1,There are four stars.,0,undefined,response,There are four stars.,True,,,1,There are four diamonds.,True,True,,1790,"[0, 1]","[6, 9, 3]","[1, 0]",0,1,8044
"[0, 2, 6]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,1,"[0, 0, 0]","[3, 9, 0]",1,There are four ticks.,0,undefined,filler,There are four diamonds.,True,,,1,There are four spades.,True,True,,1293,"[1, 0]","[2, 9, 3]","[1, 0]",1,0,3689
"[1, 8, 9]",,,exh-only,0,"[0, 0, 0]",0,12.441716666666666,0,"[0, 0, 0]","[5, 1, 7]",1,Some of the symbols are diamonds.,0,undefined,response,Some of the symbols are clubs.,True,,,0,Some of the symbols are squares.,True,True,,1475,"[1, 0]","[0, 4, 5]","[1, 0]",0,0,6319
"[11, 6, 5]",,,exh-only,0,"[1, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[0, 9, 2]",1,5 + 5 = ?,0,undefined,filler,6 + 5 = ?,False,,,3,There are four diamonds.,True,False,,2076,"[1, 0]","[10, 5, 5]","[1, 0]",1,0,4768
"[0, 4, 1]",,,exh-only,0,"[0, 0, 0]",1,12.441716666666666,2,"[0, 0, 0]","[7, 1, 6]",1,There is a square.,1,undefined,response,There is a diamond.,True,,,0,There is a circle.,True,True,,1400,"[1, 0]","[5, 4, 6]","[0, 1]",0,0,4823
"[8, 9, 2]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[0, 3, 6]",1,There is only a square.,0,undefined,filler,There is only a note.,True,,,2,There is a diamond.,True,True,,2387,"[0, 1]","[5, 3, 2]","[1, 0]",1,1,5689
"[8, 1, 0]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[9, 5, 2]",1,There are four stars.,1,undefined,filler,There are four notes.,True,,,0,There are four triangles.,True,True,,2181,"[0, 1]","[6, 7, 0]","[0, 1]",1,1,4572
"[6, 2, 1]",,,exh-only,1,"[0, 0, 0]",1,12.441716666666666,1,"[0, 0, 0]","[7, 8, 2]",1,There are four circles.,1,undefined,response,There are four stars.,True,,,1,There are four circles.,True,True,,1363,"[0, 1]","[7, 4, 1]","[0, 1]",0,1,3784
"[0, 5, 6]",,,exh-only,1,"[0, 0, 0]",0,12.441716666666666,2,"[0, 0, 0]","[5, 8, 7]",1,There is a circle.,0,undefined,filler,There is a diamond.,True,,,0,There is a square.,True,True,,2709,"[0, 1]","[7, 8, 5]","[1, 0]",1,1,5999
"[7, 6, 1]",,,exh-only,0,"[5, 0, 0]",1,12.441716666666666,1,"[5, 0, 0]","[9, 1, 4]",1,2 + 3 = ?,1,undefined,filler,6 + 1 = ?,True,,,3,There are four triangles.,True,True,,2863,"[1, 0]","[5, 2, 3]","[0, 1]",1,0,5700
