btwncondition,correctPChoices,responseSentence,correctPTChoice,pOSentence,primeType,response,block_rt,slide_number,image,primeTShuffle,pTwrongAnswer,response_rt,pOChoice,responseSymbols,pOwrongAnswer,pTSymbols,audio,Answer.time_in_minutes,pOSymbols,primeStrength,primeOShuffle,pTChoice,goodPTChoice,Answer.condition,goodPOChoice,slide_type,pTSentence,responseChoice,trial_type,workerid,correctPOChoice
exh-only,True,Some of the symbols are ticks.,True,Only some of the symbols are hearts.,0,,3888,,,"[1, 0]","[0, 0, 0]",1335,0,"[2, 9, 7]","[0, 0, 0]","[3, 7, 0]",,11.069633333333334,"[4, 9, 2]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are spades.,1,response,0,True
exh-only,True,There is a diamond.,True,There is only a note.,2,,3671,,,"[0, 1]","[0, 0, 0]",1390,1,"[0, 5, 2]","[0, 0, 0]","[8, 0, 3]",,11.069633333333334,"[8, 9, 7]",2,"[0, 1]",1,1,undefined,1,,There is only a note.,1,filler,0,True
exh-only,True,There is a star.,True,There is a square.,2,,3648,,,"[0, 1]","[0, 0, 0]",1511,0,"[6, 8, 9]","[0, 0, 0]","[7, 2, 5]",,11.069633333333334,"[5, 2, 8]",0,"[1, 0]",1,1,undefined,0,,There is a circle.,1,response,0,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are triangles.,0,,6063,,,"[1, 0]","[0, 0, 0]",2197,1,"[4, 0, 2]","[0, 0, 0]","[1, 0, 4]",,11.069633333333334,"[9, 2, 3]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are clubs.,1,response,0,True
exh-only,True,There are four spades.,True,There are four squares.,1,,3713,,,"[1, 0]","[0, 0, 0]",1551,1,"[3, 5, 6]","[0, 0, 0]","[0, 2, 5]",,11.069633333333334,"[5, 0, 1]",1,"[0, 1]",0,0,undefined,1,,There are four diamonds.,1,response,0,True
,,,,,,"[0, 'Jennifer']",,1,Jennifer,,,,,,,,,9.880066666666666,,,,,,undefined,,bot_check,,,,1,
exh-only,True,There are four clubs.,True,There are four circles.,1,,9769,,,"[1, 0]","[0, 0, 0]",2554,0,"[1, 3, 9]","[0, 0, 0]","[2, 4, 7]",,9.880066666666666,"[7, 4, 1]",0,"[1, 0]",0,0,undefined,0,,There are four ticks.,1,response,1,True
exh-only,False,There are four squares.,False,1 + 3 = ?,1,,5340,,,"[0, 1]","[4, 0, 0]",1589,1,"[5, 2, 8]","[6, 0, 0]","[6, 1, 5]",,9.880066666666666,"[4, 1, 3]",3,"[1, 0]",0,1,undefined,0,,1 + 5 = ?,1,filler,1,False
exh-only,True,Some of the symbols are triangles.,True,Only some of the symbols are squares.,0,,6120,,,"[1, 0]","[0, 0, 0]",1892,0,"[9, 7, 1]","[0, 0, 0]","[8, 9, 4]",,9.880066666666666,"[5, 0, 8]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are notes.,1,filler,1,True
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are spades.,0,,6434,,,"[1, 0]","[0, 0, 0]",1736,0,"[7, 2, 4]","[0, 0, 0]","[2, 6, 7]",,9.880066666666666,"[3, 0, 1]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are ticks.,1,response,1,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are triangles.,0,,4770,,,"[0, 1]","[0, 0, 0]",1381,1,"[0, 7, 9]","[0, 0, 0]","[4, 3, 6]",,9.880066666666666,"[9, 6, 8]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are hearts.,1,filler,1,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are spades.,0,,5628,,,"[0, 1]","[0, 0, 0]",1908,1,"[7, 1, 2]","[0, 0, 0]","[0, 5, 3]",,9.880066666666666,"[3, 0, 6]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are diamonds.,1,response,1,True
exh-only,True,There is a spade.,True,5 + 9 = ?,2,,5173,,,"[1, 0]","[2, 0, 0]",1583,1,"[3, 4, 6]","[3, 0, 0]","[8, 4, 4]",,9.880066666666666,"[14, 5, 9]",3,"[0, 1]",0,0,undefined,1,,4 + 4 = ?,1,filler,1,True
exh-only,True,There are four stars.,True,There are four ticks.,1,,4108,,,"[0, 1]","[0, 0, 0]",1195,0,"[6, 4, 7]","[0, 0, 0]","[2, 9, 3]",,9.880066666666666,"[2, 0, 7]",1,"[1, 0]",1,1,undefined,0,,There are four ticks.,1,response,1,True
exh-only,True,There are four notes.,True,There are four notes.,1,,4647,,,"[1, 0]","[0, 0, 0]",1485,1,"[8, 5, 3]","[0, 0, 0]","[1, 9, 0]",,9.880066666666666,"[8, 5, 9]",0,"[0, 1]",0,0,undefined,1,,There are four clubs.,0,response,1,True
exh-only,True,There are four ticks.,True,There are only four ticks.,1,,6298,,,"[0, 1]","[0, 0, 0]",1307,1,"[2, 8, 1]","[0, 0, 0]","[2, 3, 8]",,9.880066666666666,"[2, 0, 8]",2,"[0, 1]",1,1,undefined,1,,There are only four ticks.,1,filler,1,True
exh-only,True,There is a square.,True,There is only a spade.,2,,4664,,,"[0, 1]","[0, 0, 0]",1344,0,"[5, 7, 8]","[0, 0, 0]","[3, 0, 6]",,9.880066666666666,"[3, 2, 5]",2,"[1, 0]",1,1,undefined,0,,There is only a spade.,1,filler,1,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are circles.,0,,4827,,,"[1, 0]","[0, 0, 0]",1259,1,"[4, 8, 9]","[0, 0, 0]","[8, 9, 5]",,9.880066666666666,"[7, 2, 5]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are notes.,1,filler,1,True
exh-only,True,There are four notes.,True,There are four squares.,1,,5289,,,"[0, 1]","[0, 0, 0]",1980,1,"[8, 3, 5]","[0, 0, 0]","[1, 7, 6]",,9.880066666666666,"[5, 7, 4]",0,"[0, 1]",1,1,undefined,1,,There are four clubs.,1,response,1,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are hearts.,0,,7884,,,"[0, 1]","[0, 0, 0]",3946,0,"[2, 1, 7]","[0, 0, 0]","[3, 5, 4]",,9.880066666666666,"[4, 9, 6]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are spades.,1,response,1,True
exh-only,True,There is a circle.,True,There is a note.,2,,4928,,,"[1, 0]","[0, 0, 0]",2111,1,"[7, 3, 5]","[0, 0, 0]","[2, 5, 1]",,9.880066666666666,"[8, 7, 0]",1,"[0, 1]",0,0,undefined,1,,There is a tick.,0,response,1,True
exh-only,True,There are four squares.,True,There are four diamonds.,1,,4245,,,"[0, 1]","[0, 0, 0]",1237,0,"[5, 6, 8]","[0, 0, 0]","[6, 4, 2]",,9.880066666666666,"[0, 6, 3]",0,"[1, 0]",1,1,undefined,0,,There are four stars.,1,filler,1,True
exh-only,True,There is a circle.,True,There is a circle.,2,,3843,,,"[0, 1]","[0, 0, 0]",1267,0,"[7, 4, 3]","[0, 0, 0]","[8, 1, 9]",,9.880066666666666,"[7, 9, 8]",0,"[1, 0]",1,1,undefined,0,,There is a note.,0,response,1,True
exh-only,False,There is a diamond.,False,5 + 9 = ?,2,,5355,,,"[1, 0]","[8, 0, 0]",1088,0,"[0, 5, 8]","[0, 0, 0]","[16, 7, 9]",,9.880066666666666,"[14, 5, 9]",3,"[0, 1]",1,0,undefined,1,,7 + 9 = ?,0,response,1,False
exh-only,True,There are four ticks.,True,There are four diamonds.,1,,3203,,,"[0, 1]","[0, 0, 0]",1161,1,"[2, 9, 3]","[0, 0, 0]","[3, 8, 7]",,9.880066666666666,"[0, 6, 7]",1,"[0, 1]",1,1,undefined,1,,There are four spades.,1,response,1,True
exh-only,True,There are four spades.,True,There are only four squares.,1,,4321,,,"[0, 1]","[0, 0, 0]",1386,1,"[3, 5, 9]","[0, 0, 0]","[0, 3, 8]",,9.880066666666666,"[5, 0, 4]",2,"[0, 1]",1,1,undefined,1,,There are only four diamonds.,1,filler,1,True
exh-only,False,Some of the symbols are diamonds.,False,9 + 0 = ?,0,,4796,,,"[0, 1]","[1, 0, 0]",1921,1,"[0, 7, 1]","[4, 0, 0]","[9, 7, 2]",,9.880066666666666,"[9, 9, 0]",3,"[0, 1]",0,1,undefined,1,,7 + 2 = ?,1,response,1,True
exh-only,True,There are four squares.,True,There are four notes.,1,,3505,,,"[1, 0]","[0, 0, 0]",1173,0,"[5, 7, 1]","[0, 0, 0]","[7, 3, 1]",,9.880066666666666,"[8, 0, 9]",1,"[1, 0]",0,0,undefined,0,,There are four circles.,1,filler,1,True
exh-only,True,Some of the symbols are stars.,True,Only some of the symbols are notes.,0,,6978,,,"[1, 0]","[0, 0, 0]",2077,1,"[6, 0, 3]","[0, 0, 0]","[9, 7, 8]",,9.880066666666666,"[8, 7, 2]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are triangles.,1,filler,1,True
exh-only,True,There is a star.,True,0 + 3 = ?,2,,4150,,,"[1, 0]","[4, 0, 0]",1276,1,"[6, 2, 0]","[1, 0, 0]","[15, 8, 7]",,9.880066666666666,"[3, 0, 3]",3,"[0, 1]",0,0,undefined,1,,8 + 7 = ?,1,filler,1,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are squares.,0,,4562,,,"[0, 1]","[0, 0, 0]",1687,1,"[2, 0, 3]","[0, 0, 0]","[4, 8, 2]",,9.880066666666666,"[5, 3, 6]",0,"[0, 1]",1,1,undefined,1,,Some of the symbols are hearts.,1,filler,1,True
exh-only,True,There is a square.,True,There is a heart.,2,,3504,,,"[1, 0]","[0, 0, 0]",1254,0,"[5, 6, 0]","[0, 0, 0]","[5, 2, 1]",,9.880066666666666,"[4, 2, 0]",0,"[1, 0]",0,0,undefined,0,,There is a square.,1,filler,1,True
exh-only,False,Some of the symbols are squares.,True,1 + 2 = ?,0,,4852,,,"[1, 0]","[0, 0, 0]",2567,1,"[5, 3, 7]","[1, 0, 0]","[9, 4, 5]",,9.880066666666666,"[3, 1, 2]",3,"[1, 0]",0,0,undefined,0,,4 + 5 = ?,1,response,1,False
exh-only,False,Some of the symbols are circles.,False,4 + 6 = ?,0,,12670,,,"[0, 1]","[0, 0, 0]",3572,1,"[7, 3, 2]","[5, 0, 0]","[11, 9, 2]",,9.880066666666666,"[10, 4, 6]",3,"[0, 1]",0,1,undefined,1,,9 + 2 = ?,1,filler,1,True
exh-only,False,There are four triangles.,True,0 + 5 = ?,1,,4162,,,"[0, 1]","[3, 0, 0]",911,0,"[9, 0, 1]","[1, 0, 0]","[10, 2, 8]",,9.880066666666666,"[5, 0, 5]",3,"[0, 1]",1,1,undefined,1,,2 + 8 = ?,1,filler,1,False
exh-only,False,Some of the symbols are spades.,True,6 + 3 = ?,0,,7109,,,"[0, 1]","[2, 0, 0]",1550,1,"[3, 1, 6]","[9, 0, 0]","[15, 7, 8]",,9.880066666666666,"[9, 6, 3]",3,"[1, 0]",1,1,undefined,0,,7 + 8 = ?,1,filler,1,False
exh-only,True,There are four ticks.,True,There are only four hearts.,1,,3371,,,"[0, 1]","[0, 0, 0]",1130,0,"[2, 9, 7]","[0, 0, 0]","[6, 9, 5]",,9.880066666666666,"[4, 3, 9]",2,"[1, 0]",1,1,undefined,0,,There are only four stars.,1,response,1,True
exh-only,False,Some of the symbols are triangles.,False,8 + 5 = ?,0,,5938,,,"[0, 1]","[2, 0, 0]",1472,1,"[9, 5, 4]","[9, 0, 0]","[7, 4, 3]",,9.880066666666666,"[13, 8, 5]",3,"[1, 0]",0,1,undefined,0,,4 + 3 = ?,1,filler,1,False
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are clubs.,0,,5007,,,"[1, 0]","[0, 0, 0]",1829,1,"[7, 4, 9]","[0, 0, 0]","[6, 0, 8]",,9.880066666666666,"[1, 0, 3]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are stars.,1,response,1,True
exh-only,True,There are four spades.,True,There are four ticks.,1,,4726,,,"[0, 1]","[0, 0, 0]",1332,0,"[3, 7, 1]","[0, 0, 0]","[3, 5, 9]",,9.880066666666666,"[2, 5, 7]",0,"[1, 0]",1,1,undefined,0,,There are four spades.,1,filler,1,True
exh-only,True,There are four squares.,True,There are four diamonds.,1,,3448,,,"[0, 1]","[0, 0, 0]",1291,1,"[5, 6, 3]","[0, 0, 0]","[9, 5, 6]",,9.880066666666666,"[0, 6, 4]",1,"[0, 1]",1,1,undefined,1,,There are four triangles.,1,response,1,True
exh-only,True,There is a square.,True,There is a star.,2,,6823,,,"[1, 0]","[0, 0, 0]",2140,1,"[5, 4, 8]","[0, 0, 0]","[5, 0, 6]",,9.880066666666666,"[6, 3, 4]",1,"[0, 1]",0,0,undefined,1,,There is a square.,0,response,1,True
exh-only,True,There is a note.,True,There is only a star.,2,,4894,,,"[1, 0]","[0, 0, 0]",1269,1,"[8, 0, 3]","[0, 0, 0]","[9, 6, 7]",,9.880066666666666,"[6, 0, 7]",2,"[0, 1]",0,0,undefined,1,,There is only a triangle.,0,response,1,True
exh-only,True,There is a circle.,True,There is a square.,2,,4541,,,"[1, 0]","[0, 0, 0]",1260,1,"[7, 4, 5]","[0, 0, 0]","[8, 5, 6]",,9.880066666666666,"[5, 1, 2]",0,"[0, 1]",0,0,undefined,1,,There is a note.,1,filler,1,True
exh-only,True,There is a circle.,True,There is a square.,2,,4635,,,"[1, 0]","[0, 0, 0]",1422,1,"[7, 4, 8]","[0, 0, 0]","[7, 8, 3]",,9.880066666666666,"[5, 9, 7]",0,"[0, 1]",0,0,undefined,1,,There is a circle.,1,filler,1,True
exh-only,True,There are four triangles.,True,There are four notes.,1,,3735,,,"[0, 1]","[0, 0, 0]",1342,1,"[9, 2, 0]","[0, 0, 0]","[1, 3, 0]",,9.880066666666666,"[8, 4, 1]",0,"[0, 1]",1,1,undefined,1,,There are four clubs.,1,response,1,True
exh-only,True,There is a star.,True,There is a tick.,2,,4952,,,"[0, 1]","[0, 0, 0]",1334,0,"[6, 4, 9]","[0, 0, 0]","[5, 6, 2]",,9.880066666666666,"[2, 9, 4]",1,"[1, 0]",1,1,undefined,0,,There is a square.,1,filler,1,True
exh-only,False,There are four squares.,False,4 + 5 = ?,1,,4928,,,"[1, 0]","[5, 0, 0]",1199,0,"[5, 9, 4]","[7, 0, 0]","[12, 3, 9]",,9.880066666666666,"[9, 4, 5]",3,"[1, 0]",1,0,undefined,0,,3 + 9 = ?,1,response,1,True
exh-only,True,There are four squares.,True,There are four triangles.,1,,3482,,,"[1, 0]","[0, 0, 0]",1225,1,"[5, 6, 0]","[0, 0, 0]","[0, 9, 2]",,9.880066666666666,"[9, 6, 0]",1,"[0, 1]",0,0,undefined,1,,There are four diamonds.,1,filler,1,True
exh-only,True,There are four circles.,True,There are only four hearts.,1,,3445,,,"[1, 0]","[0, 0, 0]",1124,0,"[7, 8, 0]","[0, 0, 0]","[5, 1, 7]",,9.880066666666666,"[4, 5, 2]",2,"[1, 0]",0,0,undefined,0,,There are only four squares.,1,response,1,True
exh-only,True,There are four squares.,True,There are four circles.,1,,4086,,,"[0, 1]","[0, 0, 0]",1275,1,"[5, 1, 4]","[0, 0, 0]","[5, 7, 4]",,9.880066666666666,"[7, 5, 1]",0,"[0, 1]",1,1,undefined,1,,There are four squares.,1,filler,1,True
exh-only,True,There are four spades.,True,7 + 7 = ?,1,,5653,,,"[0, 1]","[7, 0, 0]",2569,0,"[3, 7, 2]","[0, 0, 0]","[5, 1, 4]",,9.880066666666666,"[14, 7, 7]",3,"[1, 0]",1,1,undefined,0,,1 + 4 = ?,1,response,1,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are spades.,0,,5187,,,"[1, 0]","[0, 0, 0]",2148,0,"[1, 4, 5]","[0, 0, 0]","[1, 0, 3]",,9.880066666666666,"[3, 5, 1]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are clubs.,1,response,1,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are stars.,0,,6010,,,"[0, 1]","[0, 0, 0]",1324,0,"[8, 5, 2]","[0, 0, 0]","[5, 7, 9]",,9.880066666666666,"[6, 9, 4]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are squares.,1,filler,1,True
exh-only,True,There is a club.,True,There is a star.,2,,4803,,,"[0, 1]","[0, 0, 0]",2338,0,"[1, 9, 6]","[0, 0, 0]","[2, 7, 0]",,9.880066666666666,"[6, 2, 9]",0,"[1, 0]",1,1,undefined,0,,There is a tick.,0,response,1,True
exh-only,True,There are four clubs.,True,There are only four ticks.,1,,5028,,,"[0, 1]","[0, 0, 0]",1245,0,"[1, 3, 0]","[0, 0, 0]","[5, 8, 1]",,9.880066666666666,"[2, 3, 1]",2,"[1, 0]",1,1,undefined,0,,There are only four squares.,1,filler,1,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are notes.,0,,7100,,,"[1, 0]","[0, 0, 0]",2412,0,"[7, 4, 8]","[0, 0, 0]","[5, 8, 1]",,9.880066666666666,"[8, 9, 0]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are squares.,1,response,1,True
exh-only,True,There is a square.,True,There is a circle.,2,,3657,,,"[1, 0]","[0, 0, 0]",1318,1,"[5, 8, 6]","[0, 0, 0]","[9, 8, 7]",,9.880066666666666,"[7, 5, 0]",0,"[0, 1]",0,0,undefined,1,,There is a triangle.,1,filler,1,True
exh-only,True,Some of the symbols are squares.,True,Only some of the symbols are clubs.,0,,4489,,,"[0, 1]","[0, 0, 0]",1505,1,"[5, 2, 8]","[0, 0, 0]","[5, 8, 1]",,9.880066666666666,"[1, 7, 9]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are squares.,1,filler,1,True
exh-only,True,Some of the symbols are stars.,True,Some of the symbols are triangles.,0,,4825,,,"[0, 1]","[0, 0, 0]",1590,1,"[6, 2, 5]","[0, 0, 0]","[9, 3, 8]",,9.880066666666666,"[9, 5, 4]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are triangles.,1,filler,1,True
exh-only,False,There are four spades.,True,6 + 8 = ?,1,,4153,,,"[0, 1]","[8, 0, 0]",1311,0,"[3, 6, 8]","[5, 0, 0]","[9, 1, 8]",,9.880066666666666,"[14, 6, 8]",3,"[0, 1]",1,1,undefined,1,,1 + 8 = ?,1,response,1,False
exh-only,True,There is a diamond.,True,There is only a heart.,2,,3612,,,"[1, 0]","[0, 0, 0]",1221,1,"[0, 9, 8]","[0, 0, 0]","[7, 9, 1]",,9.880066666666666,"[4, 6, 2]",2,"[0, 1]",0,0,undefined,1,,There is only a circle.,1,response,1,True
exh-only,True,There is a note.,True,There is a diamond.,2,,5521,,,"[1, 0]","[0, 0, 0]",1168,0,"[8, 1, 7]","[0, 0, 0]","[0, 8, 6]",,9.880066666666666,"[0, 6, 3]",1,"[1, 0]",0,0,undefined,0,,There is a diamond.,1,filler,1,True
exh-only,True,There is a triangle.,True,There is only a note.,2,,6599,,,"[0, 1]","[0, 0, 0]",3805,1,"[9, 1, 7]","[0, 0, 0]","[0, 6, 9]",,9.880066666666666,"[8, 6, 1]",2,"[0, 1]",1,1,undefined,1,,There is only a diamond.,1,filler,1,True
exh-only,True,There are four squares.,True,There are four notes.,1,,4443,,,"[1, 0]","[0, 0, 0]",1812,0,"[5, 8, 2]","[0, 0, 0]","[1, 2, 7]",,9.880066666666666,"[8, 2, 5]",1,"[1, 0]",0,0,undefined,0,,There are four clubs.,1,filler,1,True
exh-only,True,There is a triangle.,True,There is a spade.,2,,13664,,,"[1, 0]","[0, 0, 0]",2163,1,"[9, 2, 8]","[0, 0, 0]","[9, 0, 1]",,9.880066666666666,"[3, 2, 9]",0,"[0, 1]",0,0,undefined,1,,There is a triangle.,0,response,1,True
exh-only,True,Some of the symbols are spades.,True,Some of the symbols are clubs.,0,,5078,,,"[1, 0]","[0, 0, 0]",1481,1,"[3, 9, 5]","[0, 0, 0]","[5, 7, 4]",,9.880066666666666,"[1, 7, 2]",0,"[0, 1]",0,0,undefined,1,,Some of the symbols are squares.,1,filler,1,True
exh-only,False,There are four spades.,True,4 + 2 = ?,1,,3579,,,"[0, 1]","[1, 0, 0]",1359,0,"[3, 8, 5]","[2, 0, 0]","[7, 4, 3]",,9.880066666666666,"[6, 4, 2]",3,"[0, 1]",1,1,undefined,1,,4 + 3 = ?,1,filler,1,False
exh-only,True,There is a heart.,True,There is only a note.,2,,4019,,,"[1, 0]","[0, 0, 0]",2027,1,"[4, 0, 1]","[0, 0, 0]","[9, 6, 8]",,9.880066666666666,"[8, 6, 9]",2,"[0, 1]",0,0,undefined,1,,There is only a triangle.,0,response,1,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are ticks.,0,,8482,,,"[1, 0]","[0, 0, 0]",1228,0,"[4, 1, 3]","[0, 0, 0]","[9, 6, 8]",,9.880066666666666,"[2, 1, 6]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are triangles.,1,filler,1,True
exh-only,True,There are four triangles.,True,There are four ticks.,1,,2780,,,"[1, 0]","[0, 0, 0]",970,0,"[9, 1, 0]","[0, 0, 0]","[8, 2, 6]",,9.880066666666666,"[2, 6, 0]",1,"[1, 0]",0,0,undefined,0,,There are four notes.,1,filler,1,True
exh-only,True,Some of the symbols are hearts.,True,0 + 1 = ?,0,,10251,,,"[1, 0]","[4, 0, 0]",4520,0,"[4, 2, 8]","[9, 0, 0]","[0, 0, 0]",,9.880066666666666,"[1, 0, 1]",3,"[1, 0]",0,0,undefined,0,,0 + 0 = ?,1,response,1,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are diamonds.,0,,11636,,,"[1, 0]","[0, 0, 0]",5504,0,"[4, 7, 8]","[0, 0, 0]","[0, 9, 8]",,9.880066666666666,"[0, 4, 9]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are diamonds.,1,response,1,True
exh-only,True,Some of the symbols are triangles.,True,9 + 4 = ?,0,,7578,,,"[0, 1]","[3, 0, 0]",3893,0,"[9, 4, 7]","[7, 0, 0]","[15, 6, 9]",,9.880066666666666,"[13, 9, 4]",3,"[1, 0]",1,1,undefined,0,,6 + 9 = ?,1,response,1,True
exh-only,True,There is a spade.,True,4 + 6 = ?,2,,4242,,,"[0, 1]","[8, 0, 0]",1415,0,"[3, 2, 8]","[2, 0, 0]","[7, 1, 6]",,9.880066666666666,"[10, 4, 6]",3,"[1, 0]",1,1,undefined,0,,1 + 6 = ?,1,filler,1,True
exh-only,True,There are four hearts.,True,There are only four ticks.,1,,3600,,,"[0, 1]","[0, 0, 0]",987,0,"[4, 1, 9]","[0, 0, 0]","[0, 9, 7]",,9.880066666666666,"[2, 9, 1]",2,"[1, 0]",1,1,undefined,0,,There are only four diamonds.,1,filler,1,True
exh-only,False,There is a spade.,False,5 + 2 = ?,2,,3441,,,"[1, 0]","[7, 0, 0]",1070,0,"[3, 8, 9]","[4, 0, 0]","[12, 6, 6]",,9.880066666666666,"[7, 5, 2]",3,"[1, 0]",1,0,undefined,0,,6 + 6 = ?,1,filler,1,True
exh-only,True,There are four ticks.,True,There are only four triangles.,1,,3273,,,"[0, 1]","[0, 0, 0]",1487,0,"[2, 3, 4]","[0, 0, 0]","[4, 2, 5]",,9.880066666666666,"[9, 3, 5]",2,"[1, 0]",1,1,undefined,0,,There are only four hearts.,1,response,1,True
exh-only,True,There is a spade.,True,There is only a note.,2,,3685,,,"[0, 1]","[0, 0, 0]",1072,0,"[3, 6, 2]","[0, 0, 0]","[7, 0, 4]",,9.880066666666666,"[8, 2, 5]",2,"[1, 0]",1,1,undefined,0,,There is only a circle.,1,filler,1,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are stars.,0,,5887,,,"[0, 1]","[0, 0, 0]",3249,0,"[1, 3, 4]","[0, 0, 0]","[0, 2, 7]",,9.880066666666666,"[6, 0, 2]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are diamonds.,1,response,1,True
exh-only,False,There are four stars.,False,3 + 3 = ?,1,,3403,,,"[0, 1]","[10, 0, 0]",997,1,"[6, 3, 2]","[4, 0, 0]","[9, 1, 8]",,9.880066666666666,"[6, 3, 3]",3,"[0, 1]",0,1,undefined,1,,1 + 8 = ?,1,response,1,True
exh-only,False,Some of the symbols are stars.,False,2 + 8 = ?,0,,5410,,,"[1, 0]","[2, 0, 0]",3219,0,"[6, 1, 5]","[8, 0, 0]","[13, 8, 5]",,9.880066666666666,"[10, 2, 8]",3,"[1, 0]",1,0,undefined,0,,8 + 5 = ?,1,filler,1,True
exh-only,True,There are four circles.,True,There are only four squares.,1,,4037,,,"[0, 1]","[0, 0, 0]",1911,0,"[7, 6, 2]","[0, 0, 0]","[1, 7, 0]",,9.880066666666666,"[5, 3, 1]",2,"[1, 0]",1,1,undefined,0,,There are only four clubs.,1,response,1,True
exh-only,True,There is a heart.,True,There is only a diamond.,2,,5014,,,"[1, 0]","[0, 0, 0]",2958,1,"[4, 9, 5]","[0, 0, 0]","[6, 9, 4]",,9.880066666666666,"[0, 8, 3]",2,"[0, 1]",0,0,undefined,1,,There is only a star.,0,response,1,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are notes.,0,,8871,,,"[0, 1]","[0, 0, 0]",1976,0,"[7, 2, 6]","[0, 0, 0]","[6, 1, 9]",,9.880066666666666,"[8, 2, 1]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are stars.,1,response,1,True
exh-only,False,There is a heart.,False,5 + 8 = ?,2,,4772,,,"[0, 1]","[3, 0, 0]",2262,1,"[4, 3, 9]","[8, 0, 0]","[5, 0, 5]",,9.880066666666666,"[13, 5, 8]",3,"[1, 0]",0,1,undefined,0,,0 + 5 = ?,0,response,1,False
exh-only,True,There is a spade.,True,There is a triangle.,2,,5343,,,"[0, 1]","[0, 0, 0]",1310,1,"[3, 8, 2]","[0, 0, 0]","[7, 0, 9]",,9.880066666666666,"[9, 0, 2]",1,"[0, 1]",1,1,undefined,1,,There is a circle.,0,response,1,True
exh-only,True,There is a diamond.,True,There is only a note.,2,,4239,,,"[0, 1]","[0, 0, 0]",1830,1,"[0, 5, 6]","[0, 0, 0]","[1, 7, 6]",,9.880066666666666,"[8, 0, 4]",2,"[0, 1]",1,1,undefined,1,,There is only a club.,1,filler,1,True
exh-only,True,There is a tick.,True,There is a square.,2,,4176,,,"[0, 1]","[0, 0, 0]",1182,1,"[2, 6, 9]","[0, 0, 0]","[0, 1, 5]",,9.880066666666666,"[5, 2, 0]",1,"[0, 1]",1,1,undefined,1,,There is a diamond.,0,response,1,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are clubs.,0,,6322,,,"[1, 0]","[0, 0, 0]",2367,0,"[2, 5, 9]","[0, 0, 0]","[0, 1, 7]",,9.880066666666666,"[1, 5, 3]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are diamonds.,1,filler,1,True
exh-only,True,There are four circles.,True,There are four circles.,1,,3839,,,"[1, 0]","[0, 0, 0]",1660,0,"[7, 4, 0]","[0, 0, 0]","[6, 7, 5]",,9.880066666666666,"[7, 8, 5]",1,"[1, 0]",0,0,undefined,0,,There are four stars.,1,response,1,True
exh-only,True,There are four diamonds.,True,There are four ticks.,1,,4134,,,"[1, 0]","[0, 0, 0]",1511,1,"[0, 3, 8]","[0, 0, 0]","[1, 7, 0]",,9.880066666666666,"[2, 4, 8]",0,"[0, 1]",0,0,undefined,1,,There are four clubs.,1,filler,1,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are hearts.,0,,5182,,,"[1, 0]","[0, 0, 0]",1659,1,"[4, 6, 9]","[0, 0, 0]","[0, 2, 3]",,9.880066666666666,"[4, 7, 8]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are diamonds.,1,filler,1,True
