image,primeOShuffle,btwncondition,audio,goodPTChoice,pOwrongAnswer,responseChoice,correctPTChoice,primeTShuffle,pTChoice,correctPChoices,Answer.condition,response_rt,pOChoice,Answer.time_in_minutes,pTSymbols,goodPOChoice,pOSentence,responseSentence,primeStrength,pTwrongAnswer,slide_number,correctPOChoice,trial_type,slide_type,response,primeType,pOSymbols,workerid,responseSymbols,block_rt,pTSentence
,"[0, 1]",exh-only,,1,"[3, 0, 0]",1,True,"[0, 1]",1,False,undefined,1105,0,5.9799,"[13, 9, 4]",1,5 + 7 = ?,Some of the symbols are clubs.,3,"[7, 0, 0]",,False,filler,,,0,"[12, 5, 7]",0,"[1, 7, 2]",3758,9 + 4 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1485,1,5.9799,"[7, 1, 2]",1,There are four hearts.,There are four clubs.,0,"[0, 0, 0]",,True,response,,,1,"[4, 9, 7]",0,"[1, 4, 6]",3630,There are four circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1453,1,5.9799,"[0, 6, 3]",1,There is a star.,There is a diamond.,1,"[0, 0, 0]",,True,filler,,,2,"[6, 0, 1]",0,"[0, 6, 4]",3822,There is a diamond.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,969,1,5.9799,"[3, 5, 1]",0,There is a note.,There is a triangle.,1,"[0, 0, 0]",,False,filler,,,2,"[8, 7, 4]",0,"[9, 5, 2]",2928,There is a spade.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,984,0,5.9799,"[0, 1, 3]",0,There are only four circles.,There are four notes.,2,"[0, 0, 0]",,True,filler,,,1,"[7, 6, 2]",0,"[8, 5, 2]",2686,There are only four diamonds.
Jessica,,,,,,,,,,,undefined,,,14.940916666666666,,,,,,,1,,,bot_check,"[0, 'Jessica']",,,1,,,
,"[1, 0]",exh-only,,0,"[1, 0, 0]",1,True,"[1, 0]",0,False,undefined,3582,1,14.940916666666666,"[13, 9, 4]",0,2 + 1 = ?,Some of the symbols are diamonds.,3,"[0, 0, 0]",,False,filler,,,0,"[3, 2, 1]",1,"[0, 2, 4]",10559,9 + 4 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,3302,1,14.940916666666666,"[2, 1, 7]",1,There are four spades.,There are four stars.,0,"[0, 0, 0]",,True,response,,,1,"[3, 2, 9]",1,"[6, 0, 8]",10087,There are four ticks.
,"[1, 0]",exh-only,,0,"[5, 0, 0]",0,False,"[1, 0]",1,False,undefined,3035,0,14.940916666666666,"[9, 8, 1]",0,3 + 0 = ?,There is a heart.,3,"[7, 0, 0]",,True,filler,,,2,"[3, 3, 0]",1,"[4, 3, 1]",7548,8 + 1 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2367,0,14.940916666666666,"[3, 0, 9]",0,There are four stars.,There are four notes.,1,"[0, 0, 0]",,True,filler,,,1,"[6, 5, 3]",1,"[8, 2, 5]",9476,There are four spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3119,0,14.940916666666666,"[7, 9, 5]",0,Some of the symbols are clubs.,Some of the symbols are stars.,1,"[0, 0, 0]",,True,filler,,,0,"[1, 7, 0]",1,"[6, 8, 1]",10959,Some of the symbols are circles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2623,0,14.940916666666666,"[7, 9, 4]",0,There is a heart.,There is a circle.,1,"[0, 0, 0]",,True,response,,,2,"[4, 5, 8]",1,"[7, 6, 1]",8064,There is a circle.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2498,0,14.940916666666666,"[7, 4, 3]",0,There are four squares.,There are four stars.,1,"[0, 0, 0]",,True,filler,,,1,"[5, 6, 0]",1,"[6, 9, 8]",7897,There are four circles.
,"[1, 0]",exh-only,,1,"[1, 0, 0]",1,False,"[0, 1]",0,False,undefined,3511,1,14.940916666666666,"[13, 6, 7]",0,5 + 4 = ?,Some of the symbols are ticks.,3,"[9, 0, 0]",,False,response,,,0,"[9, 5, 4]",1,"[2, 1, 4]",8543,6 + 7 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2550,0,14.940916666666666,"[2, 8, 1]",0,Some of the symbols are stars.,Some of the symbols are diamonds.,1,"[0, 0, 0]",,True,filler,,,0,"[6, 1, 0]",1,"[0, 1, 9]",7424,Some of the symbols are ticks.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2375,0,14.940916666666666,"[1, 5, 2]",0,There are four notes.,There are four circles.,1,"[0, 0, 0]",,True,response,,,1,"[8, 4, 1]",1,"[7, 9, 3]",7376,There are four clubs.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2336,0,14.940916666666666,"[7, 8, 5]",0,There is only a spade.,There is a circle.,2,"[0, 0, 0]",,True,filler,,,2,"[3, 2, 5]",1,"[7, 3, 6]",7169,There is only a circle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2256,0,14.940916666666666,"[8, 9, 4]",0,There is only a circle.,There is a note.,2,"[0, 0, 0]",,True,response,,,2,"[7, 3, 2]",1,"[8, 9, 4]",6704,There is only a note.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2671,0,14.940916666666666,"[1, 6, 5]",0,Some of the symbols are triangles.,Some of the symbols are circles.,0,"[0, 0, 0]",,True,filler,,,0,"[9, 6, 5]",1,"[7, 4, 1]",10969,Some of the symbols are clubs.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2333,1,14.940916666666666,"[0, 2, 6]",1,Some of the symbols are squares.,Some of the symbols are triangles.,1,"[0, 0, 0]",,True,response,,,0,"[5, 0, 4]",1,"[9, 8, 0]",7797,Some of the symbols are diamonds.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,2463,1,14.940916666666666,"[8, 6, 2]",0,9 + 1 = ?,There are four clubs.,3,"[5, 0, 0]",,False,filler,,,1,"[10, 9, 1]",1,"[1, 6, 0]",7048,6 + 2 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2143,1,14.940916666666666,"[4, 5, 0]",1,Some of the symbols are diamonds.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,response,,,0,"[0, 2, 3]",1,"[2, 6, 0]",8976,Some of the symbols are hearts.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3295,1,14.940916666666666,"[8, 2, 3]",1,There is a spade.,There is a spade.,0,"[0, 0, 0]",,True,response,,,2,"[3, 7, 4]",1,"[3, 9, 2]",32144,There is a note.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,2214,0,14.940916666666666,"[11, 7, 4]",0,9 + 4 = ?,There is a note.,3,"[9, 0, 0]",,True,filler,,,2,"[13, 9, 4]",1,"[8, 1, 0]",7135,7 + 4 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2559,0,14.940916666666666,"[7, 9, 8]",0,There is a spade.,There is a heart.,1,"[0, 0, 0]",,True,response,,,2,"[3, 2, 8]",1,"[4, 7, 0]",6761,There is a circle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2984,0,14.940916666666666,"[5, 3, 8]",0,There is only a star.,There is a heart.,2,"[0, 0, 0]",,True,response,,,2,"[6, 2, 5]",1,"[4, 5, 2]",6816,There is only a square.
,"[0, 1]",exh-only,,0,"[8, 0, 0]",1,True,"[1, 0]",0,True,undefined,3318,1,14.940916666666666,"[9, 9, 0]",1,9 + 1 = ?,There is a club.,3,"[4, 0, 0]",,True,response,,,2,"[10, 9, 1]",1,"[1, 8, 6]",7360,9 + 0 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,6087,1,14.940916666666666,"[1, 8, 9]",1,Some of the symbols are ticks.,Some of the symbols are diamonds.,0,"[0, 0, 0]",,True,filler,,,0,"[2, 6, 9]",1,"[0, 4, 1]",12199,Some of the symbols are clubs.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3575,1,14.940916666666666,"[2, 1, 9]",1,Some of the symbols are notes.,Some of the symbols are diamonds.,1,"[0, 0, 0]",,True,response,,,0,"[8, 4, 9]",1,"[0, 7, 6]",9103,Some of the symbols are ticks.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2189,0,14.940916666666666,"[2, 4, 0]",0,There is only a heart.,There is a spade.,2,"[0, 0, 0]",,True,filler,,,2,"[4, 7, 3]",1,"[3, 5, 1]",7823,There is only a tick.
,"[1, 0]",exh-only,,0,"[8, 0, 0]",1,False,"[1, 0]",1,False,undefined,3256,0,14.940916666666666,"[12, 6, 6]",0,5 + 5 = ?,Some of the symbols are diamonds.,3,"[7, 0, 0]",,True,filler,,,0,"[10, 5, 5]",1,"[0, 5, 3]",7088,6 + 6 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2271,1,14.940916666666666,"[3, 8, 7]",1,There are only four spades.,There are four triangles.,2,"[0, 0, 0]",,True,response,,,1,"[3, 8, 9]",1,"[9, 3, 4]",16360,There are only four spades.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2439,0,14.940916666666666,"[0, 8, 4]",0,Some of the symbols are circles.,Some of the symbols are spades.,0,"[0, 0, 0]",,True,response,,,0,"[7, 3, 9]",1,"[3, 5, 8]",8416,Some of the symbols are diamonds.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2296,0,14.940916666666666,"[0, 4, 5]",0,There are only four hearts.,There are four spades.,2,"[0, 0, 0]",,True,filler,,,1,"[4, 0, 8]",1,"[3, 2, 8]",32273,There are only four diamonds.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1702,1,14.940916666666666,"[4, 3, 5]",1,There is a note.,There is a club.,0,"[0, 0, 0]",,True,filler,,,2,"[8, 1, 6]",1,"[1, 2, 6]",7663,There is a heart.
,"[1, 0]",exh-only,,0,"[3, 0, 0]",1,False,"[1, 0]",1,False,undefined,2575,0,14.940916666666666,"[8, 3, 5]",0,4 + 6 = ?,Some of the symbols are notes.,3,"[5, 0, 0]",,True,filler,,,0,"[10, 4, 6]",1,"[8, 0, 3]",6816,3 + 5 = ?
,"[0, 1]",exh-only,,1,"[7, 0, 0]",1,False,"[0, 1]",0,False,undefined,2383,1,14.940916666666666,"[9, 1, 8]",1,4 + 9 = ?,There are four circles.,3,"[8, 0, 0]",,True,filler,,,1,"[13, 4, 9]",1,"[7, 1, 3]",6248,1 + 8 = ?
,"[1, 0]",exh-only,,1,"[2, 0, 0]",1,False,"[0, 1]",0,False,undefined,2126,1,14.940916666666666,"[4, 3, 1]",0,2 + 9 = ?,Some of the symbols are notes.,3,"[8, 0, 0]",,False,response,,,0,"[11, 2, 9]",1,"[8, 5, 0]",6360,3 + 1 = ?
,"[0, 1]",exh-only,,1,"[9, 0, 0]",1,False,"[0, 1]",0,False,undefined,3263,1,14.940916666666666,"[5, 2, 3]",1,2 + 4 = ?,Some of the symbols are squares.,3,"[2, 0, 0]",,True,response,,,0,"[6, 2, 4]",1,"[5, 6, 8]",7488,2 + 3 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2295,1,14.940916666666666,"[4, 7, 5]",1,There is a heart.,There is a triangle.,0,"[0, 0, 0]",,True,filler,,,2,"[4, 6, 0]",1,"[9, 2, 7]",6920,There is a heart.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2311,1,14.940916666666666,"[0, 1, 4]",1,There are four notes.,There are four hearts.,0,"[0, 0, 0]",,True,response,,,1,"[8, 2, 5]",1,"[4, 6, 9]",6608,There are four diamonds.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2143,0,14.940916666666666,"[5, 1, 6]",0,There are four notes.,There are four circles.,1,"[0, 0, 0]",,True,filler,,,1,"[8, 9, 3]",1,"[7, 6, 9]",6063,There are four squares.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2271,0,14.940916666666666,"[3, 4, 1]",0,There are four ticks.,There are four diamonds.,0,"[0, 0, 0]",,True,filler,,,1,"[2, 7, 4]",1,"[0, 4, 1]",6616,There are four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1478,1,14.940916666666666,"[5, 9, 4]",1,There are four squares.,There are four notes.,0,"[0, 0, 0]",,True,filler,,,1,"[5, 7, 2]",1,"[8, 3, 4]",5728,There are four squares.
,"[0, 1]",exh-only,,1,"[6, 0, 0]",0,False,"[0, 1]",0,False,undefined,3742,1,14.940916666666666,"[12, 6, 6]",1,8 + 6 = ?,Some of the symbols are stars.,3,"[5, 0, 0]",,True,response,,,0,"[14, 8, 6]",1,"[6, 3, 7]",9928,6 + 6 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4815,0,14.940916666666666,"[5, 5, 0]",0,8 + 9 = ?,There are four ticks.,3,"[6, 0, 0]",,True,response,,,1,"[17, 8, 9]",1,"[2, 8, 3]",10000,5 + 0 = ?
,"[0, 1]",exh-only,,1,"[6, 0, 0]",1,False,"[0, 1]",0,False,undefined,2659,1,14.940916666666666,"[11, 9, 2]",1,5 + 4 = ?,There are four notes.,3,"[5, 0, 0]",,True,response,,,1,"[9, 5, 4]",1,"[8, 6, 9]",6472,9 + 2 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,8647,0,14.940916666666666,"[3, 4, 6]",0,There are four triangles.,There are four ticks.,0,"[0, 0, 0]",,True,response,,,1,"[9, 0, 3]",1,"[2, 8, 1]",15768,There are four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2143,1,14.940916666666666,"[2, 3, 4]",1,Some of the symbols are diamonds.,Some of the symbols are ticks.,0,"[0, 0, 0]",,True,response,,,0,"[0, 5, 8]",1,"[2, 4, 7]",10617,Some of the symbols are ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1863,1,14.940916666666666,"[9, 6, 0]",1,Some of the symbols are squares.,Some of the symbols are circles.,1,"[0, 0, 0]",,True,filler,,,0,"[5, 4, 1]",1,"[7, 9, 2]",6776,Some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1791,0,14.940916666666666,"[4, 1, 2]",0,There are four spades.,There are four clubs.,0,"[0, 0, 0]",,True,filler,,,1,"[3, 0, 7]",1,"[1, 9, 5]",5352,There are four hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,False,undefined,2686,1,14.940916666666666,"[0, 3, 4]",0,There is a spade.,There is a spade.,0,"[0, 0, 0]",,False,response,,,2,"[3, 1, 0]",1,"[3, 7, 0]",9264,There is a diamond.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2951,0,14.940916666666666,"[0, 9, 5]",0,Only some of the symbols are squares.,Some of the symbols are circles.,2,"[0, 0, 0]",,True,filler,,,0,"[5, 7, 2]",1,"[7, 8, 3]",9864,Only some of the symbols are diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3607,1,14.940916666666666,"[1, 2, 7]",1,Some of the symbols are circles.,Some of the symbols are squares.,0,"[0, 0, 0]",,True,response,,,0,"[7, 6, 8]",1,"[5, 4, 6]",9448,Some of the symbols are clubs.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3142,1,14.940916666666666,"[1, 4, 2]",1,There are four notes.,There are four diamonds.,1,"[0, 0, 0]",,True,response,,,1,"[8, 9, 5]",1,"[0, 8, 1]",15367,There are four clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3159,0,14.940916666666666,"[8, 9, 3]",0,Some of the symbols are hearts.,Some of the symbols are notes.,1,"[0, 0, 0]",,True,filler,,,0,"[4, 5, 9]",1,"[8, 7, 2]",9127,Some of the symbols are notes.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2975,0,14.940916666666666,"[2, 8, 1]",0,Only some of the symbols are circles.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,response,,,0,"[7, 2, 3]",1,"[6, 3, 1]",8576,Only some of the symbols are ticks.
,"[0, 1]",exh-only,,1,"[1, 0, 0]",1,True,"[0, 1]",1,False,undefined,2487,0,14.940916666666666,"[10, 3, 7]",1,7 + 4 = ?,There are four clubs.,3,"[3, 0, 0]",,False,filler,,,1,"[11, 7, 4]",1,"[1, 9, 2]",5776,3 + 7 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2751,1,14.940916666666666,"[5, 2, 7]",1,There is only a note.,There is a circle.,2,"[0, 0, 0]",,True,response,,,2,"[8, 4, 6]",1,"[7, 6, 5]",8408,There is only a square.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2223,1,14.940916666666666,"[0, 1, 9]",1,There is a note.,There is a spade.,0,"[0, 0, 0]",,True,filler,,,2,"[8, 3, 0]",1,"[3, 2, 4]",8568,There is a diamond.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2390,0,14.940916666666666,"[8, 1, 3]",0,There are only four ticks.,There are four stars.,2,"[0, 0, 0]",,True,response,,,1,"[2, 0, 9]",1,"[6, 0, 8]",6783,There are only four notes.
,"[1, 0]",exh-only,,0,"[4, 0, 0]",1,True,"[1, 0]",0,False,undefined,1807,1,14.940916666666666,"[9, 5, 4]",0,1 + 0 = ?,There are four spades.,3,"[4, 0, 0]",,False,filler,,,1,"[1, 1, 0]",1,"[3, 1, 6]",5152,5 + 4 = ?
,"[0, 1]",exh-only,,0,"[7, 0, 0]",0,True,"[1, 0]",0,True,undefined,3087,1,14.940916666666666,"[7, 6, 1]",1,5 + 9 = ?,There are four circles.,3,"[6, 0, 0]",,True,response,,,1,"[14, 5, 9]",1,"[7, 0, 4]",6624,6 + 1 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2103,1,14.940916666666666,"[3, 4, 1]",1,There are only four spades.,There are four stars.,2,"[0, 0, 0]",,True,filler,,,1,"[3, 5, 9]",1,"[6, 5, 8]",8184,There are only four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3007,1,14.940916666666666,"[6, 3, 9]",1,Only some of the symbols are stars.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,filler,,,0,"[6, 3, 9]",1,"[2, 4, 0]",15984,Only some of the symbols are stars.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2911,1,14.940916666666666,"[6, 7, 8]",1,There is only a star.,There is a note.,2,"[0, 0, 0]",,True,response,,,2,"[6, 2, 5]",1,"[8, 4, 9]",9008,There is only a star.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2357,0,14.940916666666666,"[8, 0, 2]",0,There are four squares.,There are four circles.,1,"[0, 0, 0]",,True,response,,,1,"[5, 8, 0]",1,"[7, 2, 0]",6688,There are four notes.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,False,"[0, 1]",0,False,undefined,5872,1,14.940916666666666,"[7, 3, 4]",0,There is a circle.,There is a club.,1,"[0, 0, 0]",,False,response,,,2,"[7, 6, 0]",1,"[1, 8, 3]",11464,There is a circle.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2992,1,14.940916666666666,"[4, 5, 7]",1,Only some of the symbols are triangles.,Some of the symbols are circles.,2,"[0, 0, 0]",,True,filler,,,0,"[9, 5, 6]",1,"[7, 9, 5]",8752,Only some of the symbols are hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3167,0,14.940916666666666,"[3, 4, 7]",0,There are four spades.,There are four circles.,0,"[0, 0, 0]",,True,response,,,1,"[3, 9, 4]",1,"[7, 6, 3]",14264,There are four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4588,1,14.940916666666666,"[5, 8, 7]",1,There is only a club.,There is a spade.,2,"[0, 0, 0]",,True,filler,,,2,"[1, 8, 4]",1,"[3, 7, 4]",9552,There is only a square.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2662,0,14.940916666666666,"[2, 7, 0]",0,There are four circles.,There are four clubs.,0,"[0, 0, 0]",,True,filler,,,1,"[7, 0, 4]",1,"[1, 8, 9]",7601,There are four ticks.
,"[1, 0]",exh-only,,0,"[4, 0, 0]",1,True,"[1, 0]",0,False,undefined,2911,1,14.940916666666666,"[11, 9, 2]",0,2 + 1 = ?,Some of the symbols are spades.,3,"[6, 0, 0]",,False,filler,,,0,"[3, 2, 1]",1,"[3, 2, 1]",9238,9 + 2 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,False,"[0, 1]",0,False,undefined,3079,0,14.940916666666666,"[3, 5, 1]",1,There is a circle.,There is a spade.,1,"[0, 0, 0]",,False,response,,,2,"[7, 9, 6]",1,"[3, 6, 8]",7168,There is a spade.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2503,0,14.940916666666666,"[3, 4, 9]",0,There are four ticks.,There are four spades.,1,"[0, 0, 0]",,True,response,,,1,"[2, 1, 3]",1,"[3, 0, 9]",6136,There are four spades.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1800,0,14.940916666666666,"[8, 3, 1]",0,There are only four notes.,There are four clubs.,2,"[0, 0, 0]",,True,response,,,1,"[8, 4, 6]",1,"[1, 8, 4]",5825,There are only four notes.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2519,1,14.940916666666666,"[3, 9, 1]",1,There is a circle.,There is a spade.,0,"[0, 0, 0]",,True,filler,,,2,"[7, 4, 1]",1,"[3, 8, 5]",7344,There is a spade.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2695,1,14.940916666666666,"[9, 4, 5]",1,Only some of the symbols are triangles.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,filler,,,0,"[9, 5, 0]",1,"[6, 1, 8]",9231,Only some of the symbols are triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2119,1,14.940916666666666,"[2, 3, 1]",1,Some of the symbols are circles.,Some of the symbols are clubs.,0,"[0, 0, 0]",,True,response,,,0,"[7, 0, 3]",1,"[1, 8, 3]",8241,Some of the symbols are ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,3302,0,14.940916666666666,"[6, 1, 2]",1,There is a triangle.,There is a heart.,1,"[0, 0, 0]",,False,filler,,,2,"[9, 7, 3]",1,"[4, 0, 3]",7223,There is a star.
,"[0, 1]",exh-only,,0,"[9, 0, 0]",0,False,"[1, 0]",1,False,undefined,2637,0,14.940916666666666,"[5, 0, 5]",1,8 + 8 = ?,There is a diamond.,3,"[6, 0, 0]",,False,response,,,2,"[16, 8, 8]",1,"[0, 5, 8]",7328,0 + 5 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2095,1,14.940916666666666,"[1, 2, 5]",1,There are only four triangles.,There are four circles.,2,"[0, 0, 0]",,True,filler,,,1,"[9, 2, 1]",1,"[7, 3, 2]",5936,There are only four clubs.
,"[1, 0]",exh-only,,0,"[7, 0, 0]",0,True,"[1, 0]",0,False,undefined,2751,1,14.940916666666666,"[8, 4, 4]",0,9 + 0 = ?,There are four triangles.,3,"[0, 0, 0]",,False,response,,,1,"[9, 9, 0]",1,"[9, 7, 5]",7464,4 + 4 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2327,1,14.940916666666666,"[9, 4, 8]",1,There is a triangle.,There is a tick.,0,"[0, 0, 0]",,True,response,,,2,"[9, 4, 0]",1,"[2, 8, 1]",6792,There is a triangle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2215,0,14.940916666666666,"[4, 0, 5]",0,Only some of the symbols are stars.,Some of the symbols are circles.,2,"[0, 0, 0]",,True,response,,,0,"[6, 2, 3]",1,"[7, 3, 8]",7512,Only some of the symbols are hearts.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2183,0,14.940916666666666,"[4, 7, 3]",0,Only some of the symbols are circles.,Some of the symbols are circles.,2,"[0, 0, 0]",,True,response,,,0,"[7, 1, 4]",1,"[7, 6, 9]",7088,Only some of the symbols are hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2471,0,14.940916666666666,"[1, 8, 4]",0,There is only a circle.,There is a note.,2,"[0, 0, 0]",,True,filler,,,2,"[7, 8, 9]",1,"[8, 7, 1]",6360,There is only a club.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2703,0,14.940916666666666,"[9, 0, 1]",0,There are only four stars.,There are four diamonds.,2,"[0, 0, 0]",,True,response,,,1,"[6, 7, 4]",1,"[0, 7, 9]",7416,There are only four triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,1775,0,14.940916666666666,"[4, 3, 7]",1,There is a heart.,There is a tick.,1,"[0, 0, 0]",,False,filler,,,2,"[4, 3, 2]",1,"[2, 1, 0]",6509,There is a heart.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1599,1,14.940916666666666,"[2, 8, 5]",1,There are only four clubs.,There are four squares.,2,"[0, 0, 0]",,True,filler,,,1,"[1, 2, 6]",1,"[5, 8, 4]",5907,There are only four ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,2480,0,14.940916666666666,"[6, 8, 0]",1,There is a note.,There is a triangle.,1,"[0, 0, 0]",,False,filler,,,2,"[8, 5, 7]",1,"[9, 4, 1]",7705,There is a star.
