block_rt,workerid,pOSentence,pTwrongAnswer,primeType,primeTShuffle,Answer.condition,slide_type,pTChoice,correctPOChoice,btwncondition,correctPTChoice,trial_type,Answer.time_in_minutes,pTSentence,pOSymbols,audio,pOChoice,slide_number,correctPChoices,responseSymbols,response_rt,goodPOChoice,response,primeOShuffle,image,responseSentence,primeStrength,goodPTChoice,pOwrongAnswer,pTSymbols,responseChoice
9608,0,Some but not all of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,14.6255,Some but not all of the symbols are diamonds.,"[1, 8, 2]",,1,,False,"[4, 2, 0]",2767,0,,"[1, 0]",,Some of the symbols are hearts.,2,0,"[0, 0, 0]","[0, 4, 3]",0
5375,0,There are four clubs.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,14.6255,There are four diamonds.,"[1, 4, 3]",,0,,True,"[8, 3, 1]",1849,0,,"[1, 0]",,There are four notes.,1,0,"[0, 0, 0]","[0, 7, 1]",0
4616,0,There are four ticks.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,14.6255,There are four notes.,"[2, 4, 8]",,1,,True,"[9, 6, 3]",1901,1,,"[0, 1]",,There are four triangles.,0,0,"[0, 0, 0]","[8, 6, 4]",1
5592,0,Some but not all of the symbols are circles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,14.6255,Some but not all of the symbols are triangles.,"[7, 3, 9]",,1,,True,"[9, 4, 1]",1911,1,,"[0, 1]",,Some of the symbols are triangles.,2,1,"[0, 0, 0]","[9, 5, 8]",0
4200,0,There are four stars.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,14.6255,There are four spades.,"[6, 1, 7]",,0,,True,"[2, 8, 7]",1055,0,,"[1, 0]",,There are four ticks.,0,0,"[0, 0, 0]","[3, 7, 6]",0
9009,0,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,14.6255,Some of the symbols are triangles.,"[2, 9, 4]",,0,,False,"[6, 4, 2]",2071,1,,"[0, 1]",,Some of the symbols are stars.,1,1,"[0, 0, 0]","[9, 3, 5]",1
6640,0,There is a spade.,"[0, 0, 0]",2,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,14.6255,There is a club.,"[3, 1, 9]",,1,,False,"[4, 2, 6]",1623,1,,"[0, 1]",,There is a heart.,1,0,"[0, 0, 0]","[1, 3, 8]",1
,1,,,,,undefined,bot_check,,,,,,18.56325,,,,,1,,,,,"[0, 'Jennifer']",,Jennifer,,,,,,
52953,1,Some of the symbols are spades.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,Some of the symbols are stars.,"[3, 4, 2]",,0,,True,"[3, 7, 2]",2740,0,,"[1, 0]",,Some of the symbols are spades.,1,1,"[0, 0, 0]","[6, 1, 2]",1
7120,1,There is a note.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,There is a heart.,"[8, 0, 6]",,1,,True,"[9, 4, 3]",2212,1,,"[0, 1]",,There is a triangle.,0,0,"[0, 0, 0]","[4, 7, 6]",1
18071,1,Some but not all of the symbols are diamonds.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,Some but not all of the symbols are squares.,"[0, 9, 7]",,0,,True,"[5, 4, 8]",2062,0,,"[1, 0]",,Some of the symbols are squares.,2,0,"[0, 0, 0]","[5, 9, 4]",1
6600,1,There is a square.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There is a square.,"[5, 4, 9]",,0,,True,"[7, 9, 5]",1940,0,,"[1, 0]",,There is a circle.,0,1,"[0, 0, 0]","[5, 2, 8]",1
12598,1,There are four but no more than four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,There are four but no more than four circles.,"[8, 3, 7]",,1,,True,"[9, 0, 3]",4971,1,,"[0, 1]",,There are four triangles.,2,0,"[0, 0, 0]","[7, 5, 0]",0
7835,1,0 + 8 = ?,"[9, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,18.56325,6 + 6 = ?,"[8, 0, 8]",,0,,False,"[4, 5, 7]",2542,0,,"[1, 0]",,Some of the symbols are hearts.,3,0,"[5, 0, 0]","[12, 6, 6]",1
8087,1,0 + 0 = ?,"[4, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,18.56325,1 + 1 = ?,"[0, 0, 0]",,1,,False,"[5, 4, 6]",3380,1,,"[0, 1]",,Some of the symbols are squares.,3,1,"[7, 0, 0]","[2, 1, 1]",0
7319,1,There are four circles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,There are four stars.,"[7, 6, 9]",,1,,True,"[0, 1, 4]",2100,1,,"[0, 1]",,There are four diamonds.,0,0,"[0, 0, 0]","[6, 9, 3]",1
5472,1,There is a tick.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,There is a circle.,"[2, 8, 4]",,1,,True,"[6, 9, 7]",1733,1,,"[0, 1]",,There is a star.,0,0,"[0, 0, 0]","[7, 8, 1]",0
10600,1,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,Some of the symbols are diamonds.,"[0, 4, 3]",,0,,True,"[4, 7, 9]",2428,0,,"[1, 0]",,Some of the symbols are hearts.,0,0,"[0, 0, 0]","[0, 1, 5]",1
11279,1,2 + 8 = ?,"[4, 0, 0]",1,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,18.56325,2 + 4 = ?,"[10, 2, 8]",,1,,False,"[6, 1, 3]",2204,0,,"[1, 0]",,There are four stars.,3,0,"[9, 0, 0]","[6, 2, 4]",1
30476,1,Some of the symbols are ticks.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,Some of the symbols are clubs.,"[2, 9, 8]",,1,,True,"[8, 9, 0]",24599,1,,"[0, 1]",,Some of the symbols are notes.,1,0,"[0, 0, 0]","[1, 6, 3]",0
7725,1,There are four but no more than four circles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There are four but no more than four stars.,"[7, 6, 5]",,1,,True,"[0, 7, 2]",2260,1,,"[0, 1]",,There are four diamonds.,2,1,"[0, 0, 0]","[6, 2, 0]",0
8489,1,There are four squares.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,There are four squares.,"[5, 7, 9]",,0,,True,"[1, 5, 0]",3197,0,,"[1, 0]",,There are four clubs.,0,0,"[0, 0, 0]","[5, 2, 9]",0
13447,1,Some but not all of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,Some but not all of the symbols are diamonds.,"[1, 2, 7]",,0,,True,"[0, 3, 5]",2542,0,,"[1, 0]",,Some of the symbols are diamonds.,2,0,"[0, 0, 0]","[0, 6, 4]",0
5271,1,There are four ticks.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,There are four spades.,"[2, 6, 0]",,1,,True,"[3, 2, 7]",2053,1,,"[0, 1]",,There are four spades.,0,0,"[0, 0, 0]","[3, 8, 7]",1
5063,1,7 + 7 = ?,"[3, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,0 + 7 = ?,"[14, 7, 7]",,0,,True,"[5, 4, 1]",1829,0,,"[1, 0]",,There are four squares.,3,1,"[1, 0, 0]","[7, 0, 7]",1
5983,1,8 + 1 = ?,"[1, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,4 + 7 = ?,"[9, 8, 1]",,1,,True,"[6, 2, 3]",2168,1,,"[0, 1]",,Some of the symbols are stars.,3,0,"[1, 0, 0]","[11, 4, 7]",0
102240,1,There is a club but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,There is a diamond but nothing else.,"[1, 5, 7]",,0,,True,"[0, 2, 8]",2324,0,,"[1, 0]",,There is a diamond.,2,0,"[0, 0, 0]","[0, 2, 6]",0
8295,1,There is a spade.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There is a star.,"[3, 7, 0]",,1,,True,"[1, 4, 8]",3428,1,,"[0, 1]",,There is a club.,0,1,"[0, 0, 0]","[6, 2, 0]",1
27745,1,Some but not all of the symbols are ticks.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,Some but not all of the symbols are notes.,"[2, 4, 1]",,0,,True,"[6, 5, 9]",2737,0,,"[1, 0]",,Some of the symbols are stars.,2,0,"[0, 0, 0]","[8, 6, 5]",1
10471,1,There are four squares.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,There are four diamonds.,"[5, 1, 3]",,0,,True,"[1, 5, 2]",1836,0,,"[1, 0]",,There are four clubs.,0,0,"[0, 0, 0]","[0, 4, 3]",1
10633,1,There is a triangle.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,There is a star.,"[9, 3, 8]",,0,,False,"[8, 7, 3]",2134,1,,"[0, 1]",,There is a note.,1,1,"[0, 0, 0]","[6, 0, 4]",1
6346,1,There is a club but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,There is a heart but nothing else.,"[1, 0, 8]",,1,,True,"[6, 5, 0]",2313,1,,"[0, 1]",,There is a star.,2,0,"[0, 0, 0]","[4, 5, 6]",0
9902,1,There are four but no more than four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,There are four but no more than four squares.,"[9, 4, 2]",,1,,True,"[7, 9, 3]",1879,1,,"[0, 1]",,There are four circles.,2,0,"[0, 0, 0]","[5, 9, 7]",1
10943,1,8 + 8 = ?,"[9, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,9 + 2 = ?,"[16, 8, 8]",,1,,False,"[3, 0, 7]",7636,0,,"[1, 0]",,There is a spade.,3,1,"[5, 0, 0]","[11, 9, 2]",1
8485,1,3 + 2 = ?,"[7, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,18.56325,5 + 2 = ?,"[5, 3, 2]",,0,,False,"[2, 8, 1]",2666,0,,"[1, 0]",,Some of the symbols are ticks.,3,0,"[6, 0, 0]","[7, 5, 2]",1
7626,1,Some but not all of the symbols are triangles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,Some but not all of the symbols are notes.,"[9, 1, 7]",,0,,True,"[9, 3, 0]",2492,0,,"[1, 0]",,Some of the symbols are triangles.,2,1,"[0, 0, 0]","[8, 1, 6]",0
6816,1,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There is a square.,"[8, 2, 4]",,1,,True,"[5, 3, 9]",1775,1,,"[0, 1]",,There is a square.,0,1,"[0, 0, 0]","[5, 1, 9]",0
6191,1,4 + 9 = ?,"[7, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,3 + 2 = ?,"[13, 4, 9]",,0,,True,"[5, 4, 3]",2341,0,,"[1, 0]",,Some of the symbols are squares.,3,1,"[2, 0, 0]","[5, 3, 2]",1
6769,1,There are four spades.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,18.56325,There are four triangles.,"[3, 5, 9]",,0,,False,"[3, 4, 6]",1893,1,,"[0, 1]",,There are four spades.,1,0,"[0, 0, 0]","[9, 1, 5]",1
5487,1,5 + 9 = ?,"[0, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,18.56325,6 + 4 = ?,"[14, 5, 9]",,0,,False,"[8, 0, 4]",1693,1,,"[0, 1]",,There is a note.,3,0,"[6, 0, 0]","[10, 6, 4]",0
18215,1,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,Some of the symbols are circles.,"[0, 8, 2]",,0,,True,"[3, 0, 9]",13561,0,,"[1, 0]",,Some of the symbols are spades.,1,0,"[0, 0, 0]","[7, 1, 9]",1
9087,1,There is a note but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There is a triangle but nothing else.,"[8, 4, 6]",,1,,True,"[2, 8, 3]",2018,1,,"[0, 1]",,There is a tick.,2,1,"[0, 0, 0]","[9, 5, 2]",1
5911,1,3 + 2 = ?,"[7, 0, 0]",2,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,18.56325,7 + 3 = ?,"[5, 3, 2]",,0,,False,"[3, 8, 5]",2596,0,,"[1, 0]",,There is a spade.,3,0,"[2, 0, 0]","[10, 7, 3]",0
10023,1,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,Some of the symbols are diamonds.,"[1, 9, 3]",,0,,True,"[6, 7, 0]",1596,0,,"[1, 0]",,Some of the symbols are stars.,0,0,"[0, 0, 0]","[0, 4, 9]",0
5561,1,Some of the symbols are circles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,Some of the symbols are stars.,"[7, 1, 9]",,1,,True,"[1, 6, 0]",1949,1,,"[0, 1]",,Some of the symbols are clubs.,0,0,"[0, 0, 0]","[6, 7, 8]",0
8609,1,There is a spade.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,There is a club.,"[3, 9, 2]",,0,,False,"[7, 1, 9]",2005,1,,"[0, 1]",,There is a circle.,1,1,"[0, 0, 0]","[1, 6, 2]",1
4751,1,1 + 9 = ?,"[8, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,18.56325,2 + 3 = ?,"[10, 1, 9]",,1,,False,"[6, 3, 8]",1677,0,,"[1, 0]",,There is a star.,3,0,"[2, 0, 0]","[5, 2, 3]",0
7648,1,Some of the symbols are stars.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,Some of the symbols are spades.,"[6, 7, 2]",,1,,True,"[6, 7, 9]",2461,1,,"[0, 1]",,Some of the symbols are stars.,0,1,"[0, 0, 0]","[3, 8, 1]",1
6687,1,There are four ticks.,"[0, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,There are four squares.,"[2, 9, 5]",,1,,False,"[7, 4, 2]",1812,0,,"[1, 0]",,There are four circles.,1,1,"[0, 0, 0]","[5, 9, 1]",1
6848,1,Some of the symbols are notes.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,Some of the symbols are clubs.,"[8, 4, 0]",,1,,True,"[7, 5, 3]",1580,1,,"[0, 1]",,Some of the symbols are circles.,0,1,"[0, 0, 0]","[1, 3, 4]",0
9758,1,Some but not all of the symbols are spades.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,Some but not all of the symbols are clubs.,"[3, 6, 9]",,1,,True,"[6, 3, 2]",3326,1,,"[0, 1]",,Some of the symbols are stars.,2,1,"[0, 0, 0]","[1, 5, 4]",0
8952,1,There are four but no more than four notes.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There are four but no more than four ticks.,"[8, 7, 1]",,1,,True,"[1, 4, 0]",2004,1,,"[0, 1]",,There are four clubs.,2,1,"[0, 0, 0]","[2, 4, 1]",1
6095,1,There are four notes.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There are four stars.,"[8, 1, 5]",,0,,True,"[3, 1, 6]",2604,0,,"[1, 0]",,There are four spades.,0,1,"[0, 0, 0]","[6, 0, 3]",0
26410,1,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,False,exh-subclausal,True,response,18.56325,Some of the symbols are triangles.,"[2, 4, 8]",,1,,False,"[9, 0, 5]",1605,0,,"[1, 0]",,Some of the symbols are triangles.,1,1,"[0, 0, 0]","[9, 1, 6]",0
9543,1,There is a spade but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There is a heart but nothing else.,"[3, 1, 4]",,0,,True,"[9, 1, 2]",1805,0,,"[1, 0]",,There is a triangle.,2,1,"[0, 0, 0]","[4, 8, 5]",1
4800,1,There are four spades.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There are four ticks.,"[3, 2, 7]",,0,,True,"[6, 8, 1]",1364,0,,"[1, 0]",,There are four stars.,0,1,"[0, 0, 0]","[2, 5, 3]",0
6272,1,There is a triangle.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,There is a square.,"[9, 2, 7]",,0,,False,"[9, 5, 3]",2021,1,,"[0, 1]",,There is a triangle.,1,1,"[0, 0, 0]","[5, 2, 7]",1
12007,1,There is a club.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There is a club.,"[1, 8, 5]",,0,,True,"[3, 1, 9]",8020,0,,"[1, 0]",,There is a spade.,0,1,"[0, 0, 0]","[1, 6, 2]",0
7853,1,There are four but no more than four clubs.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There are four but no more than four circles.,"[1, 3, 6]",,0,,True,"[7, 2, 0]",1970,0,,"[1, 0]",,There are four circles.,2,1,"[0, 0, 0]","[7, 9, 4]",1
7250,1,Some of the symbols are clubs.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,False,exh-subclausal,True,response,18.56325,Some of the symbols are ticks.,"[1, 8, 3]",,0,,False,"[6, 4, 8]",1573,1,,"[0, 1]",,Some of the symbols are stars.,1,1,"[0, 0, 0]","[2, 7, 6]",0
8841,1,Some but not all of the symbols are circles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,Some but not all of the symbols are ticks.,"[7, 5, 1]",,1,,True,"[4, 2, 3]",3341,1,,"[0, 1]",,Some of the symbols are hearts.,2,1,"[0, 0, 0]","[2, 0, 5]",0
7992,1,Some but not all of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,Some but not all of the symbols are ticks.,"[0, 6, 4]",,1,,True,"[0, 3, 8]",3349,1,,"[0, 1]",,Some of the symbols are diamonds.,2,1,"[0, 0, 0]","[2, 6, 5]",1
6119,1,There is a club but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,There is a circle but nothing else.,"[1, 8, 6]",,1,,True,"[7, 2, 6]",2552,1,,"[0, 1]",,There is a circle.,2,0,"[0, 0, 0]","[7, 2, 8]",1
5720,1,There is a note but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There is a tick but nothing else.,"[8, 0, 4]",,1,,True,"[5, 6, 9]",1894,1,,"[0, 1]",,There is a square.,2,1,"[0, 0, 0]","[2, 8, 4]",1
4598,1,2 + 1 = ?,"[5, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,18.56325,8 + 8 = ?,"[3, 2, 1]",,0,,False,"[7, 6, 8]",1604,1,,"[0, 1]",,There are four circles.,3,0,"[6, 0, 0]","[16, 8, 8]",0
6339,1,There are four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,18.56325,There are four circles.,"[9, 4, 8]",,1,,False,"[6, 5, 0]",2854,0,,"[1, 0]",,There are four stars.,1,0,"[0, 0, 0]","[7, 2, 1]",0
5350,1,1 + 5 = ?,"[2, 0, 0]",0,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,18.56325,0 + 3 = ?,"[6, 1, 5]",,0,,False,"[5, 8, 9]",1510,1,,"[0, 1]",,Some of the symbols are squares.,3,0,"[8, 0, 0]","[3, 0, 3]",0
5592,1,There is a heart.,"[0, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,18.56325,There is a tick.,"[4, 5, 9]",,1,,False,"[6, 2, 1]",1349,0,,"[1, 0]",,There is a star.,1,0,"[0, 0, 0]","[2, 3, 7]",0
6055,1,There is a note but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There is a note but nothing else.,"[8, 2, 5]",,0,,True,"[3, 5, 1]",2405,0,,"[1, 0]",,There is a spade.,2,1,"[0, 0, 0]","[8, 1, 5]",0
4584,1,There is a spade.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,18.56325,There is a spade.,"[3, 1, 9]",,1,,False,"[3, 2, 1]",1661,0,,"[1, 0]",,There is a spade.,1,1,"[0, 0, 0]","[3, 5, 8]",0
4760,1,There are four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,18.56325,There are four stars.,"[9, 2, 0]",,1,,False,"[1, 9, 8]",1723,0,,"[1, 0]",,There are four clubs.,1,0,"[0, 0, 0]","[6, 0, 4]",1
5778,1,4 + 0 = ?,"[1, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,18.56325,2 + 8 = ?,"[4, 4, 0]",,0,,False,"[3, 9, 2]",2965,1,,"[0, 1]",,There is a spade.,3,0,"[2, 0, 0]","[10, 2, 8]",1
9055,1,Some of the symbols are hearts.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,18.56325,Some of the symbols are triangles.,"[4, 1, 8]",,0,,False,"[8, 4, 2]",1879,1,,"[0, 1]",,Some of the symbols are notes.,1,0,"[0, 0, 0]","[9, 1, 5]",0
7983,1,7 + 5 = ?,"[9, 0, 0]",0,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,18.56325,0 + 5 = ?,"[12, 7, 5]",,0,,False,"[9, 0, 1]",3563,1,,"[0, 1]",,Some of the symbols are triangles.,3,0,"[5, 0, 0]","[5, 0, 5]",1
5680,1,8 + 1 = ?,"[3, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,2 + 6 = ?,"[9, 8, 1]",,1,,False,"[6, 8, 3]",1660,0,,"[1, 0]",,There is a star.,3,1,"[1, 0, 0]","[8, 2, 6]",1
6567,1,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,Some of the symbols are notes.,"[0, 1, 7]",,1,,True,"[1, 8, 4]",1973,1,,"[0, 1]",,Some of the symbols are clubs.,1,1,"[0, 0, 0]","[8, 4, 2]",1
7208,1,There are four but no more than four ticks.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,18.56325,There are four but no more than four notes.,"[2, 9, 3]",,0,,True,"[5, 7, 2]",1988,0,,"[1, 0]",,There are four squares.,2,0,"[0, 0, 0]","[8, 2, 3]",0
6984,1,Some but not all of the symbols are circles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,Some but not all of the symbols are squares.,"[7, 9, 0]",,1,,True,"[6, 3, 8]",3204,1,,"[0, 1]",,Some of the symbols are stars.,2,0,"[0, 0, 0]","[5, 2, 4]",1
5696,1,There is a heart but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There is a circle but nothing else.,"[4, 8, 7]",,1,,True,"[4, 6, 7]",1562,1,,"[0, 1]",,There is a heart.,2,1,"[0, 0, 0]","[7, 8, 6]",0
5497,1,3 + 1 = ?,"[7, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,6 + 5 = ?,"[4, 3, 1]",,0,,True,"[6, 0, 3]",1406,0,,"[1, 0]",,There are four stars.,3,1,"[9, 0, 0]","[11, 6, 5]",0
7455,1,4 + 3 = ?,"[1, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,18.56325,5 + 8 = ?,"[7, 4, 3]",,1,,True,"[2, 1, 0]",2629,1,,"[0, 1]",,There are four ticks.,3,0,"[9, 0, 0]","[13, 5, 8]",1
55560,1,There is a spade.,"[0, 0, 0]",2,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,18.56325,There is a tick.,"[3, 1, 4]",,0,,False,"[4, 2, 9]",2028,0,,"[1, 0]",,There is a heart.,1,0,"[0, 0, 0]","[2, 9, 5]",0
5255,1,7 + 4 = ?,"[1, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,18.56325,1 + 1 = ?,"[11, 7, 4]",,1,,False,"[3, 6, 0]",1525,0,,"[1, 0]",,There are four spades.,3,1,"[7, 0, 0]","[2, 1, 1]",0
4936,1,There are four squares.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,18.56325,There are four triangles.,"[5, 2, 8]",,0,,False,"[1, 3, 7]",1449,1,,"[0, 1]",,There are four clubs.,1,0,"[0, 0, 0]","[9, 2, 1]",0
6238,1,1 + 0 = ?,"[1, 0, 0]",2,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,18.56325,2 + 5 = ?,"[1, 1, 0]",,0,,False,"[6, 3, 4]",2467,0,,"[1, 0]",,There is a star.,3,0,"[4, 0, 0]","[7, 2, 5]",0
5595,1,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,18.56325,There is a square.,"[8, 9, 0]",,1,,True,"[6, 9, 4]",2120,1,,"[0, 1]",,There is a star.,0,1,"[0, 0, 0]","[5, 9, 6]",0
6021,1,There are four diamonds.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There are four notes.,"[0, 6, 3]",,0,,True,"[5, 8, 6]",1883,0,,"[1, 0]",,There are four squares.,0,1,"[0, 0, 0]","[8, 4, 7]",1
5609,1,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,18.56325,There is a tick.,"[8, 6, 7]",,1,,True,"[6, 1, 7]",2629,1,,"[0, 1]",,There is a star.,0,1,"[0, 0, 0]","[2, 0, 1]",1
5216,1,There are four notes.,"[0, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,18.56325,There are four hearts.,"[8, 3, 9]",,0,,False,"[1, 7, 9]",1421,1,,"[0, 1]",,There are four clubs.,1,1,"[0, 0, 0]","[4, 3, 6]",0
5199,1,0 + 8 = ?,"[6, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,18.56325,5 + 7 = ?,"[8, 0, 8]",,1,,False,"[5, 3, 2]",1715,0,,"[1, 0]",,There is a square.,3,1,"[0, 0, 0]","[12, 5, 7]",1
7048,1,There are four clubs.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,18.56325,There are four notes.,"[1, 8, 4]",,1,,False,"[3, 4, 2]",3012,0,,"[1, 0]",,There are four spades.,1,0,"[0, 0, 0]","[8, 4, 0]",1
