primeStrength,primeTShuffle,correctPTChoice,responseSentence,pTSentence,pOSymbols,goodPTChoice,Answer.time_in_minutes,correctPChoices,response_rt,pTwrongAnswer,pOChoice,audio,correctPOChoice,pOSentence,primeOShuffle,response,pTChoice,block_rt,slide_number,workerid,responseChoice,image,Answer.condition,pTSymbols,goodPOChoice,responseSymbols,pOwrongAnswer,primeType,trial_type,btwncondition,slide_type
2,"[0, 1]",True,There are four squares.,There are six hearts.,"[8, 5, 4]",1,12.037066666666666,True,2183,"[0, 0, 0]",1,,True,There are six notes.,"[0, 1]",,1,5352,,0,0,,undefined,"[4, 2, 0]",1,"[5, 1, 6]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",False,There are four circles.,0 + 6 = ?,"[15, 9, 6]",1,12.037066666666666,False,1383,"[8, 0, 0]",1,,False,9 + 6 = ?,"[1, 0]",,0,4984,,0,1,,undefined,"[6, 0, 6]",0,"[7, 1, 2]","[5, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are notes.,"[8, 0, 5]",0,12.037066666666666,True,1271,"[0, 0, 0]",0,,True,Some of the symbols are notes.,"[1, 0]",,0,4744,,0,0,,undefined,"[8, 0, 7]",0,"[1, 7, 6]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",True,There are four ticks.,There are four squares.,"[2, 3, 7]",1,12.037066666666666,True,1407,"[0, 0, 0]",1,,True,There are four ticks.,"[0, 1]",,1,4392,,0,0,,undefined,"[5, 2, 7]",1,"[2, 0, 1]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are squares.,"[4, 9, 8]",1,12.037066666666666,True,2319,"[0, 0, 0]",0,,True,Some of the symbols are hearts.,"[1, 0]",,1,5472,,0,1,,undefined,"[5, 8, 7]",0,"[3, 2, 0]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There are four diamonds.,There are six diamonds.,"[5, 9, 4]",0,12.037066666666666,True,2087,"[0, 0, 0]",1,,True,There are six squares.,"[0, 1]",,0,7168,,0,0,,undefined,"[0, 2, 6]",1,"[0, 9, 8]","[0, 0, 0]",1,response,alternative,
,,,,,,,11.31845,,,,,,,,,"[0, 'Mary']",,,1,1,,Mary,undefined,,,,,,,,bot_check
3,"[1, 0]",False,There is a triangle.,5 + 4 = ?,"[18, 9, 9]",0,11.31845,False,3097,"[7, 0, 0]",0,,True,9 + 9 = ?,"[1, 0]",,1,7231,,1,0,,undefined,"[9, 5, 4]",0,"[9, 5, 8]","[6, 0, 0]",2,response,alternative,
2,"[0, 1]",True,Some of the symbols are clubs.,All of the symbols are triangles.,"[2, 5, 7]",1,11.31845,True,3663,"[0, 0, 0]",1,,True,All of the symbols are ticks.,"[0, 1]",,1,9245,,1,0,,undefined,"[9, 0, 1]",1,"[1, 5, 3]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,There are four diamonds.,There are six spades.,"[3, 5, 6]",1,11.31845,True,2820,"[0, 0, 0]",0,,True,There are six spades.,"[1, 0]",,1,8496,,1,1,,undefined,"[3, 6, 4]",0,"[0, 6, 5]","[0, 0, 0]",1,filler,alternative,
2,"[0, 1]",True,Some of the symbols are triangles.,All of the symbols are diamonds.,"[0, 2, 7]",1,11.31845,True,2445,"[0, 0, 0]",1,,True,All of the symbols are diamonds.,"[0, 1]",,1,6547,,1,0,,undefined,"[0, 9, 3]",1,"[9, 0, 7]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,There are four clubs.,There are four triangles.,"[9, 7, 4]",0,11.31845,True,2410,"[0, 0, 0]",0,,True,There are four triangles.,"[1, 0]",,0,10319,,1,1,,undefined,"[9, 0, 7]",0,"[1, 5, 0]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,There is a star.,There is a note.,"[1, 5, 6]",0,11.31845,True,2420,"[0, 0, 0]",1,,True,There is a club.,"[0, 1]",,0,8888,,1,1,,undefined,"[8, 6, 2]",1,"[6, 3, 5]","[0, 0, 0]",2,filler,alternative,
3,"[1, 0]",False,There is a heart.,7 + 7 = ?,"[14, 8, 6]",0,11.31845,False,1697,"[1, 0, 0]",0,,True,8 + 6 = ?,"[1, 0]",,1,5574,,1,0,,undefined,"[14, 7, 7]",0,"[4, 6, 5]","[8, 0, 0]",2,response,alternative,
1,"[1, 0]",True,There are four spades.,There are four clubs.,"[8, 0, 6]",0,11.31845,True,2846,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,0,7884,,1,0,,undefined,"[1, 2, 3]",1,"[3, 5, 4]","[0, 0, 0]",1,response,alternative,
1,"[1, 0]",True,There are four diamonds.,There are four clubs.,"[1, 4, 0]",0,11.31845,True,2292,"[0, 0, 0]",1,,True,There are four clubs.,"[0, 1]",,0,6817,,1,1,,undefined,"[1, 0, 3]",1,"[0, 8, 4]","[0, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,There are four ticks.,There are four circles.,"[0, 9, 1]",1,11.31845,True,1558,"[0, 0, 0]",0,,True,There are four diamonds.,"[1, 0]",,1,5422,,1,0,,undefined,"[7, 4, 3]",0,"[2, 9, 5]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There are four diamonds.,There are four hearts.,"[3, 5, 4]",0,11.31845,True,2017,"[0, 0, 0]",0,,True,There are four spades.,"[1, 0]",,0,5740,,1,0,,undefined,"[4, 0, 2]",0,"[0, 1, 9]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are hearts.,"[1, 4, 6]",1,11.31845,True,2683,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,1,10475,,1,1,,undefined,"[4, 0, 6]",0,"[3, 5, 6]","[0, 0, 0]",0,filler,alternative,
3,"[0, 1]",False,Some of the symbols are hearts.,9 + 3 = ?,"[4, 0, 4]",1,11.31845,False,2542,"[1, 0, 0]",1,,False,0 + 4 = ?,"[1, 0]",,0,6238,,1,1,,undefined,"[12, 9, 3]",0,"[4, 2, 1]","[5, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,There is a heart.,There is a square.,"[9, 4, 0]",1,11.31845,True,2309,"[0, 0, 0]",1,,True,There is a triangle.,"[0, 1]",,1,9251,,1,0,,undefined,"[5, 7, 6]",1,"[4, 1, 9]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,Some of the symbols are triangles.,6 + 3 = ?,"[12, 9, 3]",1,11.31845,False,2955,"[0, 0, 0]",1,,True,9 + 3 = ?,"[0, 1]",,0,6289,,1,1,,undefined,"[9, 6, 3]",1,"[9, 4, 0]","[2, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,Some of the symbols are diamonds.,Some of the symbols are spades.,"[1, 6, 7]",0,11.31845,True,2496,"[0, 0, 0]",1,,True,Some of the symbols are clubs.,"[0, 1]",,0,7725,,1,0,,undefined,"[3, 5, 2]",1,"[0, 4, 7]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",False,Some of the symbols are circles.,0 + 9 = ?,"[5, 3, 2]",1,11.31845,False,2750,"[9, 0, 0]",0,,True,3 + 2 = ?,"[1, 0]",,0,9154,,1,1,,undefined,"[9, 0, 9]",0,"[7, 9, 5]","[5, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,Some of the symbols are notes.,Some of the symbols are spades.,"[2, 5, 6]",1,11.31845,True,2518,"[0, 0, 0]",1,,True,Some of the symbols are ticks.,"[0, 1]",,1,8928,,1,1,,undefined,"[3, 1, 0]",1,"[8, 4, 1]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,Some of the symbols are stars.,Some of the symbols are hearts.,"[6, 1, 0]",0,11.31845,True,2082,"[0, 0, 0]",1,,True,Some of the symbols are stars.,"[0, 1]",,0,7304,,1,0,,undefined,"[4, 8, 1]",1,"[6, 7, 8]","[0, 0, 0]",0,response,alternative,
2,"[1, 0]",True,There is a heart.,There is a star and a circle.,"[9, 3, 2]",0,11.31845,True,2053,"[0, 0, 0]",0,,True,There is a triangle and a spade.,"[1, 0]",,0,6893,,1,1,,undefined,"[6, 7, 0]",0,"[4, 8, 5]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There is a diamond.,There is a spade.,"[4, 6, 1]",1,11.31845,True,2933,"[0, 0, 0]",0,,True,There is a heart.,"[1, 0]",,1,19762,,1,0,,undefined,"[3, 1, 8]",0,"[0, 6, 3]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There is a square.,There is a tick and a triangle.,"[6, 7, 2]",1,11.31845,True,1965,"[0, 0, 0]",1,,True,There is a star and a circle.,"[0, 1]",,1,5507,,1,0,,undefined,"[2, 9, 4]",1,"[5, 1, 2]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There are four ticks.,There are six spades.,"[5, 7, 8]",1,11.31845,True,1837,"[0, 0, 0]",0,,True,There are six squares.,"[1, 0]",,1,7278,,1,0,,undefined,"[3, 9, 4]",0,"[2, 6, 5]","[0, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There is a tick.,There is a diamond and a note.,"[3, 2, 9]",0,11.31845,True,1516,"[0, 0, 0]",0,,True,There is a spade and a tick.,"[1, 0]",,0,5779,,1,0,,undefined,"[0, 8, 2]",0,"[2, 4, 3]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,Some of the symbols are triangles.,9 + 1 = ?,"[10, 9, 1]",1,11.31845,False,2299,"[7, 0, 0]",1,,True,9 + 1 = ?,"[0, 1]",,0,6463,,1,0,,undefined,"[10, 9, 1]",1,"[9, 7, 6]","[4, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There is a heart.,There is a tick.,"[5, 2, 8]",1,11.31845,True,1736,"[0, 0, 0]",1,,True,There is a square.,"[0, 1]",,1,5732,,1,0,,undefined,"[2, 9, 7]",1,"[4, 2, 5]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",True,There are four diamonds.,3 + 5 = ?,"[4, 1, 3]",0,11.31845,True,4299,"[3, 0, 0]",1,,True,1 + 3 = ?,"[0, 1]",,0,7401,,1,1,,undefined,"[8, 3, 5]",1,"[0, 3, 8]","[8, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There are four stars.,There are four hearts.,"[7, 2, 0]",0,11.31845,True,2133,"[0, 0, 0]",1,,True,There are four circles.,"[0, 1]",,0,6487,,1,1,,undefined,"[4, 8, 6]",1,"[6, 1, 7]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There is a tick.,There is a diamond and a triangle.,"[0, 7, 8]",0,11.31845,True,1818,"[0, 0, 0]",1,,True,There is a diamond and a circle.,"[0, 1]",,0,6485,,1,1,,undefined,"[0, 9, 4]",1,"[2, 3, 9]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There is a circle.,5 + 0 = ?,"[9, 5, 4]",1,11.31845,False,2418,"[4, 0, 0]",0,,False,5 + 4 = ?,"[0, 1]",,1,5824,,1,1,,undefined,"[5, 5, 0]",1,"[7, 6, 1]","[9, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,There is a star.,There is a circle and a star.,"[1, 5, 8]",1,11.31845,True,1715,"[0, 0, 0]",0,,True,There is a club and a square.,"[1, 0]",,1,6283,,1,0,,undefined,"[7, 6, 9]",0,"[6, 0, 8]","[0, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There is a tick.,There is a spade.,"[6, 1, 2]",1,11.31845,True,1693,"[0, 0, 0]",0,,True,There is a star.,"[1, 0]",,1,5370,,1,1,,undefined,"[3, 0, 8]",0,"[2, 4, 0]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,There are four triangles.,There are six notes.,"[8, 1, 4]",0,11.31845,True,1809,"[0, 0, 0]",1,,True,There are six notes.,"[0, 1]",,0,5400,,1,0,,undefined,"[8, 7, 4]",1,"[9, 1, 2]","[0, 0, 0]",1,response,alternative,
2,"[0, 1]",True,There are four triangles.,There are six stars.,"[5, 7, 1]",1,11.31845,True,1847,"[0, 0, 0]",0,,True,There are six squares.,"[1, 0]",,1,5684,,1,1,,undefined,"[6, 8, 3]",0,"[9, 8, 3]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",True,Some of the symbols are squares.,Some of the symbols are spades.,"[3, 6, 0]",1,11.31845,True,2404,"[0, 0, 0]",1,,True,Some of the symbols are spades.,"[0, 1]",,1,9640,,1,0,,undefined,"[3, 7, 9]",1,"[5, 0, 1]","[0, 0, 0]",0,response,alternative,
3,"[0, 1]",False,There are four stars.,4 + 9 = ?,"[0, 0, 0]",1,11.31845,False,2447,"[4, 0, 0]",1,,True,0 + 0 = ?,"[0, 1]",,0,6788,,1,1,,undefined,"[13, 4, 9]",1,"[6, 9, 8]","[9, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There are four diamonds.,There are six stars.,"[9, 7, 6]",0,11.31845,True,2475,"[0, 0, 0]",1,,True,There are six triangles.,"[0, 1]",,0,5820,,1,0,,undefined,"[6, 1, 3]",1,"[0, 9, 4]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,Some of the symbols are stars.,Some of the symbols are spades.,"[5, 0, 6]",0,11.31845,True,2284,"[0, 0, 0]",1,,True,Some of the symbols are squares.,"[0, 1]",,0,7862,,1,1,,undefined,"[3, 8, 7]",1,"[6, 0, 9]","[0, 0, 0]",0,filler,alternative,
0,"[1, 0]",True,There are four triangles.,There are four circles.,"[9, 4, 7]",0,11.31845,True,2103,"[0, 0, 0]",0,,True,There are four triangles.,"[1, 0]",,0,6372,,1,1,,undefined,"[7, 0, 1]",0,"[9, 2, 8]","[0, 0, 0]",1,filler,alternative,
3,"[0, 1]",False,There are four squares.,6 + 3 = ?,"[12, 9, 3]",1,11.31845,False,1495,"[4, 0, 0]",1,,False,9 + 3 = ?,"[1, 0]",,0,5040,,1,1,,undefined,"[9, 6, 3]",0,"[5, 9, 6]","[9, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There are four hearts.,There are four hearts.,"[0, 4, 2]",0,11.31845,True,1441,"[0, 0, 0]",0,,True,There are four diamonds.,"[1, 0]",,0,4722,,1,1,,undefined,"[4, 0, 8]",0,"[4, 5, 9]","[0, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,Some of the symbols are triangles.,Some of the symbols are clubs.,"[0, 1, 3]",1,11.31845,True,2175,"[0, 0, 0]",1,,True,Some of the symbols are diamonds.,"[0, 1]",,1,9270,,1,1,,undefined,"[1, 6, 2]",1,"[9, 0, 2]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There is a square.,There is a spade and a circle.,"[3, 0, 9]",1,11.31845,True,2151,"[0, 0, 0]",0,,True,There is a spade and a diamond.,"[1, 0]",,1,6142,,1,1,,undefined,"[3, 7, 1]",0,"[5, 6, 7]","[0, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,Some of the symbols are spades.,All of the symbols are notes.,"[1, 4, 3]",1,11.31845,False,2765,"[0, 0, 0]",1,,False,All of the symbols are clubs.,"[1, 0]",,1,7516,,1,1,,undefined,"[8, 2, 6]",0,"[3, 7, 1]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There is a club.,There is a diamond.,"[2, 7, 6]",1,11.31845,True,2101,"[0, 0, 0]",1,,True,There is a tick.,"[0, 1]",,1,6152,,1,1,,undefined,"[0, 1, 9]",1,"[1, 6, 8]","[0, 0, 0]",2,filler,alternative,
0,"[1, 0]",True,There is a triangle.,There is a circle.,"[4, 1, 7]",0,11.31845,True,1839,"[0, 0, 0]",0,,True,There is a heart.,"[1, 0]",,0,10137,,1,1,,undefined,"[7, 5, 8]",0,"[9, 5, 2]","[0, 0, 0]",2,filler,alternative,
3,"[1, 0]",False,There are four squares.,1 + 1 = ?,"[8, 2, 6]",0,11.31845,False,1544,"[9, 0, 0]",0,,True,2 + 6 = ?,"[1, 0]",,1,3960,,1,0,,undefined,"[2, 1, 1]",0,"[5, 7, 8]","[1, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There is a circle.,There is a triangle.,"[2, 7, 5]",1,11.31845,True,1536,"[0, 0, 0]",0,,True,There is a tick.,"[1, 0]",,1,4160,,1,1,,undefined,"[9, 2, 7]",0,"[7, 4, 2]","[0, 0, 0]",2,filler,alternative,
3,"[1, 0]",False,There are four hearts.,6 + 8 = ?,"[7, 2, 5]",0,11.31845,False,1536,"[0, 0, 0]",0,,True,2 + 5 = ?,"[1, 0]",,1,4320,,1,0,,undefined,"[14, 6, 8]",0,"[4, 5, 6]","[1, 0, 0]",1,response,alternative,
3,"[0, 1]",True,There are four notes.,6 + 7 = ?,"[14, 9, 5]",1,11.31845,True,1496,"[1, 0, 0]",0,,True,9 + 5 = ?,"[1, 0]",,1,4248,,1,0,,undefined,"[13, 6, 7]",0,"[8, 4, 2]","[4, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There are four notes.,There are four ticks.,"[6, 7, 5]",1,11.31845,True,1767,"[0, 0, 0]",1,,True,There are four stars.,"[0, 1]",,1,6056,,1,0,,undefined,"[2, 7, 6]",1,"[8, 6, 4]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There are four clubs.,There are four hearts.,"[9, 4, 2]",0,11.31845,True,1785,"[0, 0, 0]",0,,True,There are four triangles.,"[1, 0]",,0,4729,,1,1,,undefined,"[4, 3, 5]",0,"[1, 9, 0]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a triangle.,There is a star.,"[0, 5, 2]",0,11.31845,True,1728,"[0, 0, 0]",0,,True,There is a diamond.,"[1, 0]",,0,5183,,1,1,,undefined,"[6, 0, 9]",0,"[9, 1, 5]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",False,There is a diamond.,4 + 4 = ?,"[11, 4, 7]",1,11.31845,False,1695,"[5, 0, 0]",1,,False,4 + 7 = ?,"[1, 0]",,0,4600,,1,0,,undefined,"[8, 4, 4]",0,"[0, 3, 6]","[2, 0, 0]",2,response,alternative,
3,"[1, 0]",True,Some of the symbols are clubs.,2 + 1 = ?,"[6, 0, 6]",0,11.31845,False,2263,"[2, 0, 0]",1,,False,0 + 6 = ?,"[1, 0]",,0,5096,,1,0,,undefined,"[3, 2, 1]",0,"[1, 7, 6]","[4, 0, 0]",0,response,alternative,
3,"[1, 0]",False,There is a tick.,0 + 8 = ?,"[9, 7, 2]",0,11.31845,False,1952,"[9, 0, 0]",0,,True,7 + 2 = ?,"[1, 0]",,1,4832,,1,1,,undefined,"[8, 0, 8]",0,"[2, 9, 3]","[3, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There are four circles.,There are four notes.,"[7, 8, 1]",1,11.31845,True,1159,"[0, 0, 0]",0,,True,There are four circles.,"[1, 0]",,1,4088,,1,0,,undefined,"[8, 1, 7]",0,"[7, 3, 4]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There is a triangle.,There is a diamond.,"[8, 1, 0]",1,11.31845,True,1608,"[0, 0, 0]",1,,True,There is a note.,"[0, 1]",,1,4488,,1,0,,undefined,"[0, 4, 5]",1,"[9, 3, 2]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,There are four diamonds.,There are six hearts.,"[1, 3, 9]",0,11.31845,True,1807,"[0, 0, 0]",0,,True,There are six clubs.,"[1, 0]",,0,5008,,1,1,,undefined,"[4, 1, 0]",0,"[0, 6, 2]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a club.,There is a note.,"[1, 3, 0]",0,11.31845,True,1719,"[0, 0, 0]",0,,True,There is a club.,"[1, 0]",,0,4432,,1,0,,undefined,"[8, 9, 0]",0,"[1, 4, 2]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,There is a note.,There is a diamond.,"[8, 7, 6]",1,11.31845,True,1688,"[0, 0, 0]",1,,True,There is a note.,"[0, 1]",,1,4592,,1,0,,undefined,"[0, 3, 8]",1,"[8, 1, 6]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,Some of the symbols are stars.,All of the symbols are ticks.,"[2, 5, 0]",0,11.31845,True,3751,"[0, 0, 0]",1,,True,All of the symbols are ticks.,"[0, 1]",,0,6416,,1,1,,undefined,"[2, 7, 6]",1,"[6, 0, 7]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",True,There are four circles.,5 + 1 = ?,"[6, 1, 5]",0,11.31845,True,1664,"[7, 0, 0]",1,,True,1 + 5 = ?,"[0, 1]",,0,4456,,1,0,,undefined,"[6, 5, 1]",1,"[7, 1, 0]","[9, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There is a tick.,There is a tick.,"[6, 9, 3]",1,11.31845,True,1192,"[0, 0, 0]",0,,True,There is a star.,"[1, 0]",,1,4368,,1,0,,undefined,"[2, 9, 1]",0,"[2, 3, 1]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,Some of the symbols are squares.,All of the symbols are notes.,"[6, 4, 3]",0,11.31845,True,1351,"[0, 0, 0]",0,,True,All of the symbols are stars.,"[1, 0]",,0,5631,,1,1,,undefined,"[8, 2, 9]",0,"[5, 3, 8]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are circles.,"[8, 9, 3]",0,11.31845,True,2071,"[0, 0, 0]",0,,True,Some of the symbols are notes.,"[1, 0]",,0,6008,,1,1,,undefined,"[7, 6, 4]",0,"[1, 2, 8]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There is a club.,There is a diamond and a square.,"[1, 0, 4]",1,11.31845,True,2639,"[0, 0, 0]",1,,True,There is a club and a diamond.,"[0, 1]",,1,6432,,1,1,,undefined,"[0, 5, 6]",1,"[1, 5, 6]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There is a square.,There is a note.,"[3, 2, 5]",1,11.31845,True,1383,"[0, 0, 0]",0,,True,There is a spade.,"[1, 0]",,1,4328,,1,0,,undefined,"[8, 3, 1]",0,"[5, 4, 7]","[0, 0, 0]",2,response,alternative,
1,"[0, 1]",True,There are four stars.,There are four stars.,"[6, 8, 1]",1,11.31845,True,1511,"[0, 0, 0]",1,,True,There are four stars.,"[0, 1]",,1,4047,,1,0,,undefined,"[6, 7, 9]",1,"[6, 8, 5]","[0, 0, 0]",1,response,alternative,
3,"[0, 1]",False,Some of the symbols are hearts.,1 + 6 = ?,"[2, 0, 2]",1,11.31845,False,2039,"[7, 0, 0]",0,,True,0 + 2 = ?,"[1, 0]",,0,5007,,1,1,,undefined,"[7, 1, 6]",0,"[4, 1, 3]","[2, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There are four squares.,There are six stars.,"[2, 5, 3]",0,11.31845,True,1351,"[0, 0, 0]",0,,True,There are six ticks.,"[1, 0]",,0,4448,,1,0,,undefined,"[6, 4, 3]",0,"[5, 8, 6]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There are four diamonds.,There are four hearts.,"[3, 5, 0]",1,11.31845,True,1759,"[0, 0, 0]",1,,True,There are four spades.,"[0, 1]",,1,4600,,1,1,,undefined,"[4, 7, 9]",1,"[0, 6, 2]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,Some of the symbols are hearts.,Some of the symbols are squares.,"[6, 4, 3]",0,11.31845,True,1519,"[0, 0, 0]",1,,True,Some of the symbols are stars.,"[0, 1]",,0,6207,,1,1,,undefined,"[5, 8, 3]",1,"[4, 1, 8]","[0, 0, 0]",0,filler,alternative,
3,"[0, 1]",True,There are four squares.,0 + 9 = ?,"[9, 2, 7]",1,11.31845,False,1303,"[6, 0, 0]",0,,False,2 + 7 = ?,"[0, 1]",,1,4535,,1,1,,undefined,"[9, 0, 9]",1,"[5, 8, 3]","[7, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,Some of the symbols are squares.,Some of the symbols are triangles.,"[1, 6, 7]",1,11.31845,True,1375,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,1,7504,,1,1,,undefined,"[9, 8, 1]",0,"[5, 7, 4]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,Some of the symbols are circles.,All of the symbols are circles.,"[8, 5, 4]",0,11.31845,True,1928,"[0, 0, 0]",1,,True,All of the symbols are notes.,"[0, 1]",,0,5240,,1,0,,undefined,"[7, 4, 1]",1,"[7, 2, 5]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,Some of the symbols are squares.,All of the symbols are hearts.,"[1, 0, 6]",1,11.31845,False,1743,"[0, 0, 0]",0,,False,All of the symbols are clubs.,"[0, 1]",,1,5800,,1,1,,undefined,"[4, 5, 8]",1,"[5, 2, 8]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,Some of the symbols are clubs.,Some of the symbols are spades.,"[6, 7, 3]",1,11.31845,True,1415,"[0, 0, 0]",0,,True,Some of the symbols are stars.,"[1, 0]",,1,5392,,1,0,,undefined,"[3, 5, 1]",0,"[1, 5, 6]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,Some of the symbols are triangles.,All of the symbols are hearts.,"[3, 1, 7]",1,11.31845,True,2015,"[0, 0, 0]",0,,True,All of the symbols are spades.,"[1, 0]",,1,9512,,1,0,,undefined,"[4, 0, 7]",0,"[9, 2, 7]","[0, 0, 0]",0,response,alternative,
3,"[1, 0]",False,There is a circle.,9 + 7 = ?,"[9, 3, 6]",0,11.31845,False,2639,"[2, 0, 0]",0,,False,3 + 6 = ?,"[0, 1]",,1,5448,,1,1,,undefined,"[16, 9, 7]",1,"[7, 5, 2]","[1, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,There are four notes.,There are four circles.,"[8, 3, 9]",1,11.31845,True,1991,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,5048,,1,1,,undefined,"[7, 9, 1]",1,"[8, 9, 4]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a club.,There is a note.,"[5, 7, 4]",0,11.31845,True,1439,"[0, 0, 0]",1,,True,There is a square.,"[0, 1]",,0,4104,,1,0,,undefined,"[8, 2, 9]",1,"[1, 4, 3]","[0, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,There is a heart.,There is a diamond and a star.,"[0, 6, 2]",1,11.31845,True,1352,"[0, 0, 0]",0,,True,There is a diamond and a star.,"[1, 0]",,1,5280,,1,0,,undefined,"[0, 6, 1]",0,"[4, 0, 5]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,Some of the symbols are hearts.,Some of the symbols are spades.,"[5, 9, 6]",1,11.31845,True,1279,"[0, 0, 0]",1,,True,Some of the symbols are squares.,"[0, 1]",,1,8048,,1,0,,undefined,"[3, 0, 6]",1,"[4, 6, 0]","[0, 0, 0]",0,response,alternative,
3,"[1, 0]",False,Some of the symbols are notes.,6 + 3 = ?,"[10, 9, 1]",0,11.31845,False,1455,"[2, 0, 0]",0,,True,9 + 1 = ?,"[1, 0]",,1,3904,,1,0,,undefined,"[9, 6, 3]",0,"[8, 1, 5]","[6, 0, 0]",0,response,alternative,
3,"[1, 0]",False,Some of the symbols are clubs.,8 + 4 = ?,"[8, 6, 2]",0,11.31845,False,2000,"[0, 0, 0]",0,,False,6 + 2 = ?,"[0, 1]",,1,4536,,1,0,,undefined,"[12, 8, 4]",1,"[1, 7, 9]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,Some of the symbols are clubs.,Some of the symbols are diamonds.,"[4, 0, 5]",1,11.31845,True,2863,"[0, 0, 0]",1,,True,Some of the symbols are hearts.,"[0, 1]",,1,8112,,1,1,,undefined,"[0, 3, 4]",1,"[1, 8, 9]","[0, 0, 0]",0,filler,alternative,
