pTSymbols,primeType,responseSentence,primeOShuffle,trial_type,pTChoice,slide_type,goodPTChoice,primeStrength,pOSymbols,workerid,pTwrongAnswer,correctPTChoice,correctPOChoice,correctPChoices,pOSentence,pOChoice,slide_number,response,responseChoice,image,pTSentence,audio,block_rt,Answer.condition,btwncondition,goodPOChoice,responseSymbols,Answer.time_in_minutes,response_rt,pOwrongAnswer,primeTShuffle
"[8, 6, 7]",1,There are four spades.,"[0, 1]",response,1,,1,2,"[9, 2, 5]",0,"[0, 0, 0]",True,True,True,There are four but no more than four triangles.,1,,,1,,There are four but no more than four notes.,,5064,undefined,exh-subclausal,1,"[3, 1, 5]",10.74395,1544,"[0, 0, 0]","[0, 1]"
"[2, 9, 4]",1,There are four triangles.,"[1, 0]",response,0,,0,0,"[6, 0, 3]",0,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four ticks.,,4367,undefined,exh-subclausal,0,"[9, 4, 6]",10.74395,1631,"[0, 0, 0]","[1, 0]"
"[5, 1, 7]",1,There are four notes.,"[1, 0]",filler,0,,0,2,"[8, 9, 5]",0,"[0, 0, 0]",True,True,True,There are four but no more than four notes.,0,,,1,,There are four but no more than four squares.,,5312,undefined,exh-subclausal,0,"[8, 9, 0]",10.74395,1438,"[0, 0, 0]","[1, 0]"
"[4, 0, 4]",1,There are four triangles.,"[0, 1]",filler,0,,1,3,"[10, 4, 6]",0,"[3, 0, 0]",False,True,False,4 + 6 = ?,1,,,1,,0 + 4 = ?,,5353,undefined,exh-subclausal,1,"[9, 2, 0]",10.74395,1152,"[1, 0, 0]","[0, 1]"
"[8, 9, 3]",2,There is a triangle.,"[0, 1]",filler,1,,1,2,"[8, 2, 4]",0,"[0, 0, 0]",True,True,True,There is a note but nothing else.,1,,,1,,There is a note but nothing else.,,4248,undefined,exh-subclausal,1,"[9, 0, 7]",10.74395,1304,"[0, 0, 0]","[0, 1]"
"[3, 0, 7]",0,Some of the symbols are diamonds.,"[1, 0]",filler,1,,1,2,"[7, 1, 9]",0,"[0, 0, 0]",True,True,True,Some but not all of the symbols are circles.,0,,,1,,Some but not all of the symbols are spades.,,10224,undefined,exh-subclausal,0,"[0, 7, 2]",10.74395,1383,"[0, 0, 0]","[0, 1]"
"[2, 6, 1]",2,There is a tick.,"[1, 0]",filler,1,,1,2,"[3, 7, 9]",0,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,0,,,1,,There is a tick but nothing else.,,4391,undefined,exh-subclausal,0,"[2, 1, 8]",10.74395,1375,"[0, 0, 0]","[0, 1]"
"[9, 2, 5]",0,Some of the symbols are diamonds.,"[0, 1]",filler,1,,1,1,"[1, 8, 9]",0,"[0, 0, 0]",True,True,True,Some of the symbols are clubs.,1,,,1,,Some of the symbols are triangles.,,5297,undefined,exh-subclausal,1,"[0, 2, 4]",10.74395,1415,"[0, 0, 0]","[0, 1]"
,,,,,,bot_check,,,,1,,,,,,,1,"[0, 'Sarah']",,Sarah,,,,undefined,,,,9.175633333333334,,,
"[4, 7, 1]",0,Some of the symbols are ticks.,"[1, 0]",response,1,,1,0,"[2, 7, 0]",1,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,0,,,1,,Some of the symbols are hearts.,,7908,undefined,exh-subclausal,0,"[2, 4, 6]",9.175633333333334,2464,"[0, 0, 0]","[0, 1]"
"[8, 1, 3]",0,Some of the symbols are ticks.,"[0, 1]",filler,0,,0,1,"[5, 3, 9]",1,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,1,,,1,,Some of the symbols are notes.,,5995,undefined,exh-subclausal,1,"[2, 3, 8]",9.175633333333334,2114,"[0, 0, 0]","[1, 0]"
"[2, 4, 8]",1,There are four triangles.,"[1, 0]",response,1,,1,1,"[5, 2, 4]",1,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four ticks.,,4162,undefined,exh-subclausal,0,"[9, 5, 0]",9.175633333333334,1452,"[0, 0, 0]","[0, 1]"
"[16, 7, 9]",0,Some of the symbols are notes.,"[0, 1]",filler,1,,0,3,"[4, 0, 4]",1,"[1, 0, 0]",False,False,False,0 + 4 = ?,0,,,1,,7 + 9 = ?,,6109,undefined,exh-subclausal,1,"[8, 1, 7]",9.175633333333334,1699,"[0, 0, 0]","[1, 0]"
"[8, 7, 1]",1,There are four triangles.,"[0, 1]",filler,0,,0,3,"[5, 4, 1]",1,"[9, 0, 0]",True,True,True,4 + 1 = ?,1,,,1,,7 + 1 = ?,,3521,undefined,exh-subclausal,1,"[9, 5, 0]",9.175633333333334,1192,"[2, 0, 0]","[1, 0]"
"[7, 0, 7]",2,There is a club.,"[1, 0]",response,0,,0,3,"[5, 4, 1]",1,"[0, 0, 0]",True,False,False,4 + 1 = ?,1,,,0,,0 + 7 = ?,,3824,undefined,exh-subclausal,0,"[1, 7, 3]",9.175633333333334,1393,"[4, 0, 0]","[1, 0]"
"[8, 3, 5]",1,There are four squares.,"[1, 0]",response,0,,0,3,"[14, 9, 5]",1,"[1, 0, 0]",True,False,False,9 + 5 = ?,1,,,1,,3 + 5 = ?,,4140,undefined,exh-subclausal,0,"[5, 1, 6]",9.175633333333334,1101,"[2, 0, 0]","[1, 0]"
"[3, 9, 6]",2,There is a circle.,"[0, 1]",filler,1,,1,1,"[7, 3, 9]",1,"[0, 0, 0]",True,True,True,There is a circle.,1,,,1,,There is a spade.,,6614,undefined,exh-subclausal,1,"[7, 8, 3]",9.175633333333334,2159,"[0, 0, 0]","[0, 1]"
"[7, 7, 0]",0,Some of the symbols are squares.,"[1, 0]",filler,1,,1,3,"[10, 2, 8]",1,"[8, 0, 0]",True,True,True,2 + 8 = ?,0,,,1,,7 + 0 = ?,,3656,undefined,exh-subclausal,0,"[5, 7, 3]",9.175633333333334,1485,"[5, 0, 0]","[0, 1]"
"[4, 0, 7]",2,There is a spade.,"[0, 1]",response,1,,1,2,"[9, 5, 6]",1,"[0, 0, 0]",True,True,True,There is a triangle but nothing else.,1,,,1,,There is a heart but nothing else.,,5164,undefined,exh-subclausal,1,"[3, 4, 1]",9.175633333333334,1688,"[0, 0, 0]","[0, 1]"
"[7, 1, 5]",1,There are four hearts.,"[0, 1]",response,1,,1,1,"[8, 2, 0]",1,"[0, 0, 0]",True,True,True,There are four notes.,1,,,1,,There are four circles.,,5443,undefined,exh-subclausal,1,"[4, 6, 2]",9.175633333333334,1439,"[0, 0, 0]","[0, 1]"
"[1, 7, 3]",2,There is a circle.,"[1, 0]",response,0,,1,1,"[2, 6, 0]",1,"[0, 0, 0]",False,False,False,There is a tick.,1,,,0,,There is a club.,,5805,undefined,exh-subclausal,0,"[7, 2, 1]",9.175633333333334,1281,"[0, 0, 0]","[0, 1]"
"[3, 5, 0]",2,There is a heart.,"[1, 0]",filler,0,,0,2,"[5, 1, 7]",1,"[0, 0, 0]",True,True,True,There is a square but nothing else.,0,,,1,,There is a spade but nothing else.,,4005,undefined,exh-subclausal,0,"[4, 2, 8]",9.175633333333334,1372,"[0, 0, 0]","[1, 0]"
"[2, 7, 5]",2,There is a square.,"[0, 1]",filler,1,,0,1,"[1, 6, 2]",1,"[0, 0, 0]",False,False,False,There is a club.,0,,,1,,There is a tick.,,4319,undefined,exh-subclausal,1,"[5, 6, 3]",9.175633333333334,1349,"[0, 0, 0]","[1, 0]"
"[8, 6, 7]",1,There are four squares.,"[0, 1]",response,1,,1,0,"[7, 6, 4]",1,"[0, 0, 0]",True,True,True,There are four circles.,1,,,0,,There are four notes.,,4736,undefined,exh-subclausal,1,"[5, 8, 9]",9.175633333333334,1000,"[0, 0, 0]","[0, 1]"
"[7, 4, 8]",1,There are four circles.,"[1, 0]",filler,1,,1,1,"[2, 3, 5]",1,"[0, 0, 0]",True,True,True,There are four ticks.,0,,,1,,There are four circles.,,5061,undefined,exh-subclausal,0,"[7, 5, 3]",9.175633333333334,2046,"[0, 0, 0]","[0, 1]"
"[9, 1, 4]",2,There is a star.,"[1, 0]",filler,0,,0,0,"[1, 0, 2]",1,"[0, 0, 0]",True,True,True,There is a club.,0,,,1,,There is a triangle.,,4859,undefined,exh-subclausal,0,"[6, 2, 1]",9.175633333333334,1451,"[0, 0, 0]","[1, 0]"
"[7, 6, 4]",1,There are four stars.,"[0, 1]",response,1,,1,2,"[3, 8, 2]",1,"[0, 0, 0]",True,True,True,There are four but no more than four spades.,1,,,1,,There are four but no more than four circles.,,5647,undefined,exh-subclausal,1,"[6, 7, 1]",9.175633333333334,2383,"[0, 0, 0]","[0, 1]"
"[2, 3, 9]",1,There are four ticks.,"[0, 1]",filler,0,,0,1,"[6, 1, 9]",1,"[0, 0, 0]",True,True,True,There are four stars.,1,,,1,,There are four ticks.,,3949,undefined,exh-subclausal,1,"[2, 0, 4]",9.175633333333334,1439,"[0, 0, 0]","[1, 0]"
"[12, 4, 8]",1,There are four squares.,"[0, 1]",response,0,,0,3,"[13, 6, 7]",1,"[1, 0, 0]",True,True,True,6 + 7 = ?,1,,,1,,4 + 8 = ?,,4421,undefined,exh-subclausal,1,"[5, 9, 4]",9.175633333333334,1642,"[2, 0, 0]","[1, 0]"
"[9, 2, 1]",2,There is a diamond.,"[0, 1]",filler,1,,1,2,"[7, 2, 0]",1,"[0, 0, 0]",True,True,True,There is a circle but nothing else.,1,,,1,,There is a triangle but nothing else.,,4275,undefined,exh-subclausal,1,"[0, 1, 6]",9.175633333333334,1710,"[0, 0, 0]","[0, 1]"
"[0, 1, 5]",1,There are four diamonds.,"[1, 0]",response,0,,0,0,"[3, 0, 7]",1,"[0, 0, 0]",True,True,True,There are four spades.,0,,,1,,There are four diamonds.,,3959,undefined,exh-subclausal,0,"[0, 1, 2]",9.175633333333334,1360,"[0, 0, 0]","[1, 0]"
"[5, 3, 8]",0,Some of the symbols are ticks.,"[1, 0]",response,1,,1,2,"[3, 0, 4]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,0,,,1,,Some but not all of the symbols are squares.,,6648,undefined,exh-subclausal,0,"[2, 7, 1]",9.175633333333334,1833,"[0, 0, 0]","[0, 1]"
"[6, 3, 4]",0,Some of the symbols are triangles.,"[0, 1]",response,0,,0,2,"[3, 0, 1]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,1,,,1,,Some but not all of the symbols are stars.,,6209,undefined,exh-subclausal,1,"[9, 2, 0]",9.175633333333334,1742,"[0, 0, 0]","[1, 0]"
"[10, 1, 9]",0,Some of the symbols are spades.,"[1, 0]",filler,1,,0,3,"[9, 0, 9]",1,"[8, 0, 0]",False,True,False,0 + 9 = ?,0,,,1,,1 + 9 = ?,,3611,undefined,exh-subclausal,0,"[3, 2, 8]",9.175633333333334,1483,"[5, 0, 0]","[1, 0]"
"[9, 0, 9]",1,There are four circles.,"[0, 1]",response,0,,0,3,"[5, 1, 4]",1,"[8, 0, 0]",True,True,True,1 + 4 = ?,1,,,0,,0 + 9 = ?,,3746,undefined,exh-subclausal,1,"[7, 3, 8]",9.175633333333334,1598,"[1, 0, 0]","[1, 0]"
"[9, 7, 2]",1,There are four clubs.,"[1, 0]",filler,0,,0,3,"[2, 0, 2]",1,"[0, 0, 0]",True,False,False,0 + 2 = ?,1,,,1,,7 + 2 = ?,,3475,undefined,exh-subclausal,0,"[1, 0, 7]",9.175633333333334,1224,"[5, 0, 0]","[1, 0]"
"[9, 6, 3]",1,There are four circles.,"[0, 1]",filler,1,,1,2,"[2, 1, 3]",1,"[0, 0, 0]",True,True,True,There are four but no more than four ticks.,1,,,1,,There are four but no more than four triangles.,,3893,undefined,exh-subclausal,1,"[7, 2, 9]",9.175633333333334,1270,"[0, 0, 0]","[0, 1]"
"[5, 5, 0]",2,There is a spade.,"[0, 1]",filler,0,,1,3,"[11, 6, 5]",1,"[3, 0, 0]",False,True,False,6 + 5 = ?,1,,,0,,5 + 0 = ?,,3543,undefined,exh-subclausal,1,"[3, 0, 1]",9.175633333333334,1517,"[7, 0, 0]","[0, 1]"
"[6, 9, 2]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,1,2,"[0, 8, 1]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are diamonds.,0,,,1,,Some but not all of the symbols are stars.,,5591,undefined,exh-subclausal,0,"[4, 5, 8]",9.175633333333334,1461,"[0, 0, 0]","[0, 1]"
"[5, 4, 3]",0,Some of the symbols are notes.,"[1, 0]",filler,1,,1,2,"[1, 2, 6]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,0,,,1,,Some but not all of the symbols are squares.,,5198,undefined,exh-subclausal,0,"[8, 3, 2]",9.175633333333334,1868,"[0, 0, 0]","[0, 1]"
"[8, 9, 1]",1,There are four stars.,"[1, 0]",filler,0,,0,0,"[4, 7, 8]",1,"[0, 0, 0]",True,False,False,There are four hearts.,1,,,1,,There are four notes.,,5827,undefined,exh-subclausal,0,"[6, 0, 4]",9.175633333333334,2058,"[0, 0, 0]","[1, 0]"
"[2, 5, 0]",1,There are four stars.,"[1, 0]",response,0,,0,1,"[8, 1, 4]",1,"[0, 0, 0]",True,True,True,There are four notes.,0,,,0,,There are four ticks.,,5005,undefined,exh-subclausal,0,"[6, 1, 7]",9.175633333333334,1911,"[0, 0, 0]","[1, 0]"
"[6, 0, 5]",1,There are four stars.,"[0, 1]",response,0,,0,2,"[0, 1, 9]",1,"[0, 0, 0]",True,True,True,There are four but no more than four diamonds.,1,,,1,,There are four but no more than four stars.,,5952,undefined,exh-subclausal,1,"[6, 5, 4]",9.175633333333334,1654,"[0, 0, 0]","[1, 0]"
"[4, 0, 5]",2,There is a club.,"[0, 1]",response,0,,0,0,"[4, 1, 7]",1,"[0, 0, 0]",True,True,True,There is a heart.,1,,,0,,There is a heart.,,4095,undefined,exh-subclausal,1,"[1, 0, 4]",9.175633333333334,1238,"[0, 0, 0]","[1, 0]"
"[9, 4, 3]",1,There are four squares.,"[1, 0]",filler,0,,0,2,"[7, 8, 5]",1,"[0, 0, 0]",True,True,True,There are four but no more than four circles.,0,,,1,,There are four but no more than four triangles.,,4960,undefined,exh-subclausal,0,"[5, 7, 4]",9.175633333333334,1416,"[0, 0, 0]","[1, 0]"
"[9, 6, 3]",1,There are four diamonds.,"[1, 0]",filler,1,,1,3,"[4, 2, 2]",1,"[5, 0, 0]",True,True,True,2 + 2 = ?,0,,,1,,6 + 3 = ?,,3960,undefined,exh-subclausal,0,"[0, 5, 3]",9.175633333333334,1665,"[5, 0, 0]","[0, 1]"
"[6, 8, 4]",1,There are four notes.,"[1, 0]",filler,0,,0,1,"[6, 7, 8]",1,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four stars.,,5320,undefined,exh-subclausal,0,"[8, 5, 3]",9.175633333333334,1697,"[0, 0, 0]","[1, 0]"
"[3, 7, 8]",1,There are four stars.,"[0, 1]",response,1,,1,2,"[1, 0, 5]",1,"[0, 0, 0]",True,True,True,There are four but no more than four clubs.,1,,,1,,There are four but no more than four spades.,,4870,undefined,exh-subclausal,1,"[6, 5, 4]",9.175633333333334,2080,"[0, 0, 0]","[0, 1]"
"[3, 6, 4]",0,Some of the symbols are stars.,"[1, 0]",filler,1,,1,1,"[2, 5, 4]",1,"[0, 0, 0]",True,True,True,Some of the symbols are ticks.,0,,,1,,Some of the symbols are spades.,,5006,undefined,exh-subclausal,0,"[6, 5, 8]",9.175633333333334,1518,"[0, 0, 0]","[0, 1]"
"[8, 5, 3]",2,There is a club.,"[1, 0]",filler,0,,1,3,"[17, 9, 8]",1,"[8, 0, 0]",False,False,False,9 + 8 = ?,1,,,1,,5 + 3 = ?,,6874,undefined,exh-subclausal,0,"[1, 4, 0]",9.175633333333334,1799,"[7, 0, 0]","[0, 1]"
"[0, 6, 8]",2,There is a star.,"[1, 0]",filler,1,,0,1,"[1, 9, 7]",1,"[0, 0, 0]",False,False,False,There is a club.,1,,,1,,There is a diamond.,,9157,undefined,exh-subclausal,0,"[6, 8, 2]",9.175633333333334,1643,"[0, 0, 0]","[1, 0]"
"[3, 8, 5]",2,There is a heart.,"[1, 0]",response,0,,0,2,"[2, 3, 6]",1,"[0, 0, 0]",True,True,True,There is a tick but nothing else.,0,,,0,,There is a spade but nothing else.,,4184,undefined,exh-subclausal,0,"[4, 6, 2]",9.175633333333334,1382,"[0, 0, 0]","[1, 0]"
"[8, 7, 0]",1,There are four diamonds.,"[1, 0]",filler,1,,1,0,"[4, 0, 8]",1,"[0, 0, 0]",True,True,True,There are four hearts.,0,,,1,,There are four notes.,,4533,undefined,exh-subclausal,0,"[0, 8, 3]",9.175633333333334,1427,"[0, 0, 0]","[0, 1]"
"[7, 3, 4]",2,There is a triangle.,"[1, 0]",response,1,,1,3,"[7, 7, 0]",1,"[8, 0, 0]",True,True,True,7 + 0 = ?,0,,,0,,3 + 4 = ?,,3837,undefined,exh-subclausal,0,"[9, 2, 1]",9.175633333333334,1574,"[6, 0, 0]","[0, 1]"
"[2, 8, 7]",2,There is a tick.,"[1, 0]",filler,0,,0,0,"[4, 8, 2]",1,"[0, 0, 0]",True,True,True,There is a heart.,0,,,1,,There is a tick.,,4376,undefined,exh-subclausal,0,"[2, 1, 7]",9.175633333333334,1687,"[0, 0, 0]","[1, 0]"
"[5, 3, 7]",0,Some of the symbols are squares.,"[1, 0]",filler,0,,0,1,"[5, 8, 3]",1,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,0,,,1,,Some of the symbols are squares.,,4871,undefined,exh-subclausal,0,"[5, 9, 3]",9.175633333333334,1777,"[0, 0, 0]","[1, 0]"
"[4, 8, 1]",1,There are four diamonds.,"[0, 1]",filler,1,,1,2,"[1, 4, 0]",1,"[0, 0, 0]",True,True,True,There are four but no more than four clubs.,1,,,1,,There are four but no more than four hearts.,,4410,undefined,exh-subclausal,1,"[0, 8, 7]",9.175633333333334,1270,"[0, 0, 0]","[0, 1]"
"[2, 9, 6]",0,Some of the symbols are notes.,"[0, 1]",filler,0,,0,0,"[0, 5, 7]",1,"[0, 0, 0]",True,True,True,Some of the symbols are diamonds.,1,,,1,,Some of the symbols are ticks.,,5050,undefined,exh-subclausal,1,"[8, 2, 0]",9.175633333333334,1832,"[0, 0, 0]","[1, 0]"
"[2, 5, 9]",2,There is a circle.,"[1, 0]",filler,1,,1,0,"[4, 0, 5]",1,"[0, 0, 0]",True,True,True,There is a heart.,0,,,1,,There is a tick.,,3927,undefined,exh-subclausal,0,"[7, 6, 3]",9.175633333333334,1373,"[0, 0, 0]","[0, 1]"
"[6, 9, 3]",1,There are four squares.,"[0, 1]",response,0,,0,0,"[4, 2, 8]",1,"[0, 0, 0]",True,True,True,There are four hearts.,1,,,0,,There are four stars.,,3734,undefined,exh-subclausal,1,"[5, 1, 7]",9.175633333333334,1101,"[0, 0, 0]","[1, 0]"
"[1, 6, 7]",1,There are four diamonds.,"[0, 1]",response,0,,0,2,"[4, 2, 0]",1,"[0, 0, 0]",True,True,True,There are four but no more than four hearts.,1,,,1,,There are four but no more than four clubs.,,5468,undefined,exh-subclausal,1,"[0, 6, 1]",9.175633333333334,1755,"[0, 0, 0]","[1, 0]"
"[5, 7, 8]",1,There are four clubs.,"[0, 1]",filler,1,,1,0,"[8, 3, 6]",1,"[0, 0, 0]",True,True,True,There are four notes.,1,,,1,,There are four squares.,,3700,undefined,exh-subclausal,1,"[1, 5, 7]",9.175633333333334,1348,"[0, 0, 0]","[0, 1]"
"[6, 2, 4]",0,Some of the symbols are notes.,"[1, 0]",filler,0,,0,0,"[3, 4, 8]",1,"[0, 0, 0]",True,True,True,Some of the symbols are spades.,0,,,1,,Some of the symbols are stars.,,5591,undefined,exh-subclausal,0,"[8, 6, 5]",9.175633333333334,1405,"[0, 0, 0]","[1, 0]"
"[6, 4, 2]",0,Some of the symbols are circles.,"[0, 1]",response,1,,1,3,"[8, 1, 7]",1,"[2, 0, 0]",True,True,True,1 + 7 = ?,1,,,1,,4 + 2 = ?,,5591,undefined,exh-subclausal,1,"[7, 5, 0]",9.175633333333334,2373,"[7, 0, 0]","[0, 1]"
"[7, 5, 3]",2,There is a spade.,"[1, 0]",response,0,,1,1,"[6, 5, 3]",1,"[0, 0, 0]",False,False,False,There is a star.,1,,,0,,There is a circle.,,4003,undefined,exh-subclausal,0,"[3, 5, 6]",9.175633333333334,1190,"[0, 0, 0]","[0, 1]"
"[7, 9, 4]",1,There are four diamonds.,"[0, 1]",filler,1,,1,1,"[5, 1, 2]",1,"[0, 0, 0]",True,True,True,There are four squares.,1,,,1,,There are four circles.,,4152,undefined,exh-subclausal,1,"[0, 9, 3]",9.175633333333334,1653,"[0, 0, 0]","[0, 1]"
"[5, 1, 4]",2,There is a note.,"[1, 0]",response,1,,1,3,"[10, 9, 1]",1,"[8, 0, 0]",True,True,True,9 + 1 = ?,0,,,0,,1 + 4 = ?,,3656,undefined,exh-subclausal,0,"[8, 5, 2]",9.175633333333334,1383,"[9, 0, 0]","[0, 1]"
"[6, 1, 3]",1,There are four spades.,"[0, 1]",response,1,,1,1,"[0, 1, 5]",1,"[0, 0, 0]",True,True,True,There are four diamonds.,1,,,0,,There are four stars.,,3813,undefined,exh-subclausal,1,"[3, 0, 1]",9.175633333333334,1540,"[0, 0, 0]","[0, 1]"
"[3, 0, 7]",0,Some of the symbols are hearts.,"[0, 1]",response,1,,1,1,"[4, 0, 2]",1,"[0, 0, 0]",True,True,True,Some of the symbols are hearts.,1,,,1,,Some of the symbols are spades.,,6097,undefined,exh-subclausal,1,"[4, 9, 0]",9.175633333333334,1888,"[0, 0, 0]","[0, 1]"
"[8, 1, 7]",0,Some of the symbols are stars.,"[0, 1]",filler,0,,0,0,"[5, 9, 3]",1,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,1,,,1,,Some of the symbols are notes.,,5625,undefined,exh-subclausal,1,"[6, 7, 3]",9.175633333333334,1709,"[0, 0, 0]","[1, 0]"
"[1, 4, 5]",2,There is a spade.,"[1, 0]",response,0,,1,1,"[3, 7, 5]",1,"[0, 0, 0]",False,False,False,There is a spade.,1,,,0,,There is a club.,,4915,undefined,exh-subclausal,0,"[3, 6, 7]",9.175633333333334,1449,"[0, 0, 0]","[0, 1]"
"[1, 3, 7]",1,There are four ticks.,"[0, 1]",filler,0,,0,0,"[1, 4, 9]",1,"[0, 0, 0]",True,True,True,There are four clubs.,1,,,1,,There are four clubs.,,4445,undefined,exh-subclausal,1,"[2, 4, 3]",9.175633333333334,1327,"[0, 0, 0]","[1, 0]"
"[7, 6, 5]",1,There are four hearts.,"[1, 0]",response,0,,0,0,"[7, 0, 9]",1,"[0, 0, 0]",True,True,True,There are four circles.,0,,,1,,There are four circles.,,5940,undefined,exh-subclausal,0,"[4, 7, 6]",9.175633333333334,3026,"[0, 0, 0]","[1, 0]"
"[9, 3, 6]",0,Some of the symbols are ticks.,"[0, 1]",response,1,,0,3,"[7, 4, 3]",1,"[6, 0, 0]",False,False,False,4 + 3 = ?,0,,,1,,3 + 6 = ?,,3858,undefined,exh-subclausal,1,"[2, 5, 9]",9.175633333333334,1417,"[8, 0, 0]","[1, 0]"
"[0, 7, 1]",0,Some of the symbols are hearts.,"[1, 0]",response,0,,0,2,"[3, 1, 8]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are spades.,0,,,1,,Some but not all of the symbols are diamonds.,,6422,undefined,exh-subclausal,0,"[4, 7, 5]",9.175633333333334,1788,"[0, 0, 0]","[1, 0]"
"[4, 5, 0]",0,Some of the symbols are triangles.,"[0, 1]",filler,0,,0,2,"[8, 9, 3]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are notes.,1,,,1,,Some but not all of the symbols are hearts.,,5355,undefined,exh-subclausal,1,"[9, 7, 8]",9.175633333333334,1652,"[0, 0, 0]","[1, 0]"
"[2, 6, 1]",0,Some of the symbols are triangles.,"[0, 1]",filler,1,,1,2,"[7, 6, 8]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are circles.,1,,,1,,Some but not all of the symbols are ticks.,,4442,undefined,exh-subclausal,1,"[9, 6, 0]",9.175633333333334,1448,"[0, 0, 0]","[0, 1]"
"[1, 6, 4]",2,There is a note.,"[1, 0]",response,1,,1,0,"[3, 8, 9]",1,"[0, 0, 0]",True,True,True,There is a spade.,0,,,0,,There is a club.,,4253,undefined,exh-subclausal,0,"[8, 2, 3]",9.175633333333334,1305,"[0, 0, 0]","[0, 1]"
"[6, 4, 8]",2,There is a heart.,"[1, 0]",response,0,,0,0,"[6, 9, 7]",1,"[0, 0, 0]",True,True,True,There is a star.,0,,,0,,There is a star.,,3892,undefined,exh-subclausal,0,"[4, 2, 1]",9.175633333333334,1439,"[0, 0, 0]","[1, 0]"
"[8, 5, 1]",1,There are four squares.,"[0, 1]",filler,1,,1,2,"[5, 3, 8]",1,"[0, 0, 0]",True,True,True,There are four but no more than four squares.,1,,,1,,There are four but no more than four notes.,,4341,undefined,exh-subclausal,1,"[5, 7, 9]",9.175633333333334,1743,"[0, 0, 0]","[0, 1]"
"[5, 0, 5]",2,There is a square.,"[1, 0]",filler,1,,1,3,"[15, 9, 6]",1,"[1, 0, 0]",True,True,True,9 + 6 = ?,0,,,1,,0 + 5 = ?,,4005,undefined,exh-subclausal,0,"[5, 6, 1]",9.175633333333334,1461,"[9, 0, 0]","[0, 1]"
"[5, 4, 0]",0,Some of the symbols are diamonds.,"[1, 0]",response,1,,1,2,"[9, 8, 7]",1,"[0, 0, 0]",True,True,True,Some but not all of the symbols are triangles.,0,,,1,,Some but not all of the symbols are squares.,,4850,undefined,exh-subclausal,0,"[0, 7, 2]",9.175633333333334,1452,"[0, 0, 0]","[0, 1]"
"[9, 8, 7]",2,There is a square.,"[0, 1]",response,1,,0,1,"[2, 3, 6]",1,"[0, 0, 0]",False,False,False,There is a tick.,0,,,0,,There is a triangle.,,4531,undefined,exh-subclausal,1,"[5, 4, 2]",9.175633333333334,1124,"[0, 0, 0]","[1, 0]"
"[10, 7, 3]",1,There are four triangles.,"[1, 0]",response,0,,0,3,"[15, 9, 6]",1,"[9, 0, 0]",True,False,False,9 + 6 = ?,1,,,1,,7 + 3 = ?,,3566,undefined,exh-subclausal,0,"[9, 2, 1]",9.175633333333334,1204,"[8, 0, 0]","[1, 0]"
"[4, 0, 6]",2,There is a triangle.,"[0, 1]",filler,1,,1,2,"[8, 3, 2]",1,"[0, 0, 0]",True,True,True,There is a note but nothing else.,1,,,1,,There is a heart but nothing else.,,4365,undefined,exh-subclausal,1,"[9, 6, 8]",9.175633333333334,1674,"[0, 0, 0]","[0, 1]"
"[1, 4, 2]",2,There is a spade.,"[0, 1]",filler,1,,0,1,"[0, 4, 2]",1,"[0, 0, 0]",False,False,False,There is a diamond.,0,,,1,,There is a club.,,4263,undefined,exh-subclausal,1,"[3, 9, 6]",9.175633333333334,1586,"[0, 0, 0]","[1, 0]"
"[6, 8, 1]",2,There is a square.,"[0, 1]",filler,1,,1,0,"[2, 8, 6]",1,"[0, 0, 0]",True,True,True,There is a tick.,1,,,1,,There is a star.,,4522,undefined,exh-subclausal,1,"[5, 8, 6]",9.175633333333334,1350,"[0, 0, 0]","[0, 1]"
"[3, 5, 6]",2,There is a spade.,"[0, 1]",filler,0,,1,2,"[1, 2, 5]",1,"[0, 0, 0]",False,False,False,There is a club but nothing else.,0,,,1,,There is a spade but nothing else.,,7468,undefined,exh-subclausal,1,"[3, 6, 8]",9.175633333333334,1236,"[0, 0, 0]","[0, 1]"
"[9, 0, 9]",1,There are four ticks.,"[1, 0]",filler,1,,0,3,"[18, 9, 9]",1,"[5, 0, 0]",False,True,False,9 + 9 = ?,0,,,1,,0 + 9 = ?,,3971,undefined,exh-subclausal,0,"[2, 7, 5]",9.175633333333334,1180,"[2, 0, 0]","[1, 0]"
