responseSymbols,slide_type,response,image,Answer.condition,block_rt,pOSymbols,correctPTChoice,primeStrength,goodPTChoice,responseChoice,primeTShuffle,pOwrongAnswer,pTSentence,trial_type,goodPOChoice,pTSymbols,workerid,pOSentence,primeOShuffle,responseSentence,pOChoice,pTChoice,btwncondition,primeType,Answer.time_in_minutes,correctPChoices,audio,slide_number,pTwrongAnswer,response_rt,correctPOChoice
"[6, 7, 5]",,,,undefined,2486,"[9, 3, 6]",False,3,1,1,"[0, 1]","[6, 0, 0]",8 + 5 = ?,response,1,"[13, 8, 5]",0,3 + 6 = ?,"[0, 1]",Some of the symbols are stars.,1,0,exh-subclausal,0,6.842116666666667,False,,,"[7, 0, 0]",1031,True
"[2, 3, 8]",,,,undefined,2801,"[9, 4, 7]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are squares.,response,0,"[5, 0, 3]",0,Some but not all of the symbols are triangles.,"[1, 0]",Some of the symbols are ticks.,0,1,exh-subclausal,0,6.842116666666667,True,,,"[0, 0, 0]",904,True
"[9, 1, 4]",,,,undefined,2735,"[6, 5, 7]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are triangles.,response,1,"[9, 7, 6]",0,Some but not all of the symbols are stars.,"[0, 1]",Some of the symbols are triangles.,1,1,exh-subclausal,0,6.842116666666667,True,,,"[0, 0, 0]",902,True
"[2, 7, 9]",,,,undefined,2363,"[9, 1, 8]",True,3,1,0,"[0, 1]","[4, 0, 0]",4 + 2 = ?,response,1,"[6, 4, 2]",0,1 + 8 = ?,"[0, 1]",There are four ticks.,0,1,exh-subclausal,1,6.842116666666667,False,,,"[0, 0, 0]",900,False
"[4, 6, 2]",,,,undefined,3036,"[5, 3, 4]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four ticks.,response,1,"[2, 1, 3]",0,There are four squares.,"[0, 1]",There are four hearts.,1,0,exh-subclausal,1,6.842116666666667,True,,,"[0, 0, 0]",873,True
"[4, 3, 9]",,,,undefined,2560,"[3, 9, 0]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a heart but nothing else.,filler,1,"[4, 5, 7]",0,There is a spade but nothing else.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,6.842116666666667,True,,,"[0, 0, 0]",859,True
"[4, 6, 8]",,,,undefined,2660,"[9, 0, 8]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four diamonds.,filler,0,"[0, 2, 5]",0,There are four but no more than four triangles.,"[1, 0]",There are four hearts.,0,0,exh-subclausal,1,6.842116666666667,True,,,"[0, 0, 0]",790,True
"[3, 6, 8]",,,,undefined,2579,"[1, 6, 0]",True,2,1,0,"[0, 1]","[0, 0, 0]",There is a heart but nothing else.,response,0,"[4, 2, 5]",0,There is a club but nothing else.,"[1, 0]",There is a spade.,0,1,exh-subclausal,2,6.842116666666667,True,,,"[0, 0, 0]",971,True
"[4, 6, 3]",,,,undefined,2462,"[6, 8, 1]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four hearts.,response,1,"[4, 5, 7]",0,There are four stars.,"[0, 1]",There are four hearts.,1,1,exh-subclausal,1,6.842116666666667,True,,,"[0, 0, 0]",1077,True
,bot_check,"[0, 'Mary']",Mary,undefined,,,,,,,,,,,,,1,,,,,,,,10.766983333333334,,,1,,,
"[5, 9, 7]",,,,undefined,10071,"[8, 7, 6]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are triangles.,filler,0,"[9, 1, 4]",1,Some but not all of the symbols are notes.,"[1, 0]",Some of the symbols are squares.,0,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",2048,True
"[2, 8, 9]",,,,undefined,7256,"[2, 5, 7]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a tick but nothing else.,response,1,"[2, 4, 5]",1,There is a tick but nothing else.,"[0, 1]",There is a tick.,1,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",2320,True
"[6, 5, 7]",,,,undefined,5951,"[11, 3, 8]",False,3,0,1,"[1, 0]","[4, 0, 0]",1 + 4 = ?,response,0,"[5, 1, 4]",1,3 + 8 = ?,"[1, 0]",There are four stars.,0,1,exh-subclausal,1,10.766983333333334,False,,,"[8, 0, 0]",1911,True
"[6, 2, 9]",,,,undefined,6976,"[0, 5, 7]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,response,1,"[2, 3, 4]",1,Some of the symbols are diamonds.,"[0, 1]",Some of the symbols are stars.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",2440,True
"[8, 3, 2]",,,,undefined,6111,"[7, 3, 5]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a circle but nothing else.,filler,0,"[7, 6, 4]",1,There is a circle but nothing else.,"[1, 0]",There is a note.,0,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",2726,True
"[0, 4, 7]",,,,undefined,7297,"[9, 5, 3]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four hearts.,response,0,"[4, 6, 9]",1,There are four but no more than four triangles.,"[1, 0]",There are four diamonds.,0,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1984,True
"[9, 2, 7]",,,,undefined,9343,"[8, 2, 7]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are hearts.,response,0,"[4, 9, 0]",1,Some but not all of the symbols are notes.,"[1, 0]",Some of the symbols are triangles.,0,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",2007,True
"[8, 6, 0]",,,,undefined,6296,"[2, 6, 3]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a star but nothing else.,filler,0,"[6, 2, 8]",1,There is a tick but nothing else.,"[1, 0]",There is a note.,0,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1679,True
"[5, 1, 0]",,,,undefined,5200,"[1, 5, 4]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a club.,filler,0,"[1, 4, 6]",1,There is a club.,"[1, 0]",There is a square.,0,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1655,True
"[8, 6, 7]",,,,undefined,10320,"[0, 6, 2]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are diamonds.,filler,0,"[0, 3, 2]",1,Some of the symbols are diamonds.,"[1, 0]",Some of the symbols are notes.,0,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1647,True
"[9, 6, 4]",,,,undefined,5952,"[7, 5, 2]",False,3,0,1,"[1, 0]","[8, 0, 0]",8 + 9 = ?,response,1,"[17, 8, 9]",1,5 + 2 = ?,"[0, 1]",There is a triangle.,0,1,exh-subclausal,2,10.766983333333334,False,,,"[1, 0, 0]",2799,False
"[1, 5, 8]",,,,undefined,5184,"[9, 2, 7]",False,3,1,1,"[0, 1]","[10, 0, 0]",7 + 1 = ?,response,0,"[8, 7, 1]",1,2 + 7 = ?,"[1, 0]",There is a club.,1,0,exh-subclausal,2,10.766983333333334,False,,,"[9, 0, 0]",2486,False
"[3, 2, 9]",,,,undefined,6520,"[9, 4, 3]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a star.,response,1,"[6, 8, 7]",1,There is a triangle.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",2359,True
"[8, 4, 6]",,,,undefined,22209,"[0, 8, 6]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are notes.,filler,0,"[8, 1, 4]",1,Some but not all of the symbols are diamonds.,"[1, 0]",Some of the symbols are notes.,0,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1879,True
"[0, 5, 8]",,,,undefined,5280,"[8, 3, 0]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a heart but nothing else.,response,1,"[4, 1, 8]",1,There is a note but nothing else.,"[0, 1]",There is a diamond.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1639,True
"[6, 7, 0]",,,,undefined,4328,"[4, 3, 1]",False,3,0,1,"[1, 0]","[3, 0, 0]",0 + 1 = ?,filler,0,"[1, 0, 1]",1,3 + 1 = ?,"[1, 0]",There is a star.,0,1,exh-subclausal,2,10.766983333333334,False,,,"[9, 0, 0]",1768,True
"[8, 3, 1]",,,,undefined,4304,"[11, 4, 7]",False,3,1,1,"[0, 1]","[1, 0, 0]",4 + 6 = ?,response,1,"[10, 4, 6]",1,4 + 7 = ?,"[0, 1]",There is a note.,1,0,exh-subclausal,2,10.766983333333334,False,,,"[4, 0, 0]",1568,True
"[4, 7, 3]",,,,undefined,5528,"[2, 3, 9]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four squares.,filler,0,"[5, 9, 7]",1,There are four ticks.,"[1, 0]",There are four hearts.,0,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1583,True
"[2, 6, 8]",,,,undefined,6904,"[1, 4, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a tick.,response,1,"[2, 6, 3]",1,There is a club.,"[0, 1]",There is a tick.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",2871,True
"[8, 6, 9]",,,,undefined,4920,"[2, 1, 5]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a diamond.,response,0,"[0, 9, 5]",1,There is a tick.,"[1, 0]",There is a note.,0,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1800,True
"[4, 3, 7]",,,,undefined,3936,"[6, 4, 2]",True,3,1,1,"[0, 1]","[2, 0, 0]",8 + 4 = ?,response,1,"[12, 8, 4]",1,4 + 2 = ?,"[0, 1]",There are four hearts.,0,1,exh-subclausal,1,10.766983333333334,False,,,"[9, 0, 0]",1376,False
"[6, 7, 0]",,,,undefined,6256,"[2, 4, 0]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four spades.,response,0,"[3, 8, 7]",1,There are four but no more than four ticks.,"[1, 0]",There are four stars.,0,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1912,True
"[8, 6, 7]",,,,undefined,4528,"[3, 1, 9]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four stars.,filler,1,"[6, 7, 1]",1,There are four spades.,"[0, 1]",There are four notes.,1,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1424,True
"[4, 3, 5]",,,,undefined,4728,"[13, 4, 9]",True,3,0,1,"[1, 0]","[6, 0, 0]",5 + 0 = ?,response,1,"[5, 5, 0]",1,4 + 9 = ?,"[0, 1]",Some of the symbols are hearts.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[9, 0, 0]",1784,True
"[1, 3, 4]",,,,undefined,4328,"[7, 5, 8]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four squares.,response,1,"[5, 7, 1]",1,There are four circles.,"[0, 1]",There are four clubs.,1,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1544,True
"[1, 9, 3]",,,,undefined,4272,"[3, 1, 2]",False,3,1,1,"[0, 1]","[0, 0, 0]",4 + 9 = ?,response,0,"[13, 4, 9]",1,1 + 2 = ?,"[1, 0]",Some of the symbols are clubs.,1,0,exh-subclausal,0,10.766983333333334,False,,,"[5, 0, 0]",1800,False
"[3, 7, 2]",,,,undefined,6167,"[8, 1, 4]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are notes.,response,0,"[8, 5, 9]",1,Some of the symbols are notes.,"[1, 0]",Some of the symbols are spades.,0,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1511,True
"[7, 0, 4]",,,,undefined,4160,"[9, 7, 2]",False,3,0,1,"[1, 0]","[8, 0, 0]",2 + 2 = ?,filler,1,"[4, 2, 2]",1,7 + 2 = ?,"[0, 1]",Some of the symbols are circles.,0,1,exh-subclausal,0,10.766983333333334,False,,,"[6, 0, 0]",1456,False
"[8, 3, 4]",,,,undefined,4447,"[5, 3, 4]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are circles.,response,0,"[7, 0, 3]",1,Some of the symbols are squares.,"[1, 0]",Some of the symbols are notes.,0,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1472,True
"[4, 1, 0]",,,,undefined,4911,"[2, 5, 6]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are circles.,filler,1,"[7, 5, 0]",1,Some of the symbols are ticks.,"[0, 1]",Some of the symbols are hearts.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1567,True
"[3, 7, 0]",,,,undefined,4391,"[2, 4, 1]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four stars.,filler,0,"[6, 0, 5]",1,There are four ticks.,"[1, 0]",There are four spades.,0,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1407,True
"[8, 1, 3]",,,,undefined,4320,"[8, 1, 2]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are squares.,filler,0,"[5, 3, 8]",1,Some of the symbols are notes.,"[1, 0]",Some of the symbols are notes.,0,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1448,True
"[2, 4, 9]",,,,undefined,8575,"[3, 7, 0]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are spades.,response,1,"[3, 1, 5]",1,Some of the symbols are spades.,"[0, 1]",Some of the symbols are ticks.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1511,True
"[6, 2, 7]",,,,undefined,5632,"[2, 0, 5]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four ticks.,filler,1,"[2, 9, 5]",1,There are four ticks.,"[0, 1]",There are four stars.,1,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1351,True
"[4, 5, 1]",,,,undefined,5705,"[9, 7, 1]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a heart.,filler,0,"[4, 2, 5]",1,There is a triangle.,"[1, 0]",There is a heart.,0,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1599,True
"[1, 6, 5]",,,,undefined,5383,"[9, 5, 8]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four diamonds.,response,0,"[0, 3, 7]",1,There are four triangles.,"[1, 0]",There are four clubs.,0,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1391,True
"[3, 1, 4]",,,,undefined,4703,"[12, 6, 6]",False,3,1,1,"[0, 1]","[1, 0, 0]",1 + 7 = ?,filler,0,"[8, 1, 7]",1,6 + 6 = ?,"[1, 0]",There are four spades.,1,0,exh-subclausal,1,10.766983333333334,False,,,"[7, 0, 0]",1215,False
"[7, 4, 8]",,,,undefined,3656,"[16, 8, 8]",False,3,0,1,"[1, 0]","[9, 0, 0]",0 + 8 = ?,filler,0,"[8, 0, 8]",1,8 + 8 = ?,"[1, 0]",There is a circle.,0,1,exh-subclausal,2,10.766983333333334,False,,,"[4, 0, 0]",1239,True
"[2, 0, 5]",,,,undefined,4520,"[0, 1, 7]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a tick.,response,1,"[2, 1, 8]",1,There is a diamond.,"[0, 1]",There is a tick.,1,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1463,True
"[0, 8, 3]",,,,undefined,14224,"[3, 5, 0]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,filler,0,"[2, 1, 3]",1,Some of the symbols are spades.,"[1, 0]",Some of the symbols are diamonds.,1,1,exh-subclausal,0,10.766983333333334,False,,,"[0, 0, 0]",10207,False
"[3, 2, 5]",,,,undefined,4320,"[9, 8, 7]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four clubs.,response,0,"[1, 9, 0]",1,There are four triangles.,"[1, 0]",There are four spades.,0,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1127,True
"[4, 7, 3]",,,,undefined,6744,"[0, 1, 5]",True,2,0,1,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are clubs.,response,1,"[1, 4, 9]",1,Some but not all of the symbols are diamonds.,"[0, 1]",Some of the symbols are hearts.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1479,True
"[5, 6, 1]",,,,undefined,4840,"[0, 7, 8]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a star.,response,1,"[6, 0, 2]",1,There is a diamond.,"[0, 1]",There is a square.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1431,True
"[5, 0, 4]",,,,undefined,6080,"[7, 5, 6]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four stars.,filler,1,"[6, 5, 4]",1,There are four but no more than four circles.,"[0, 1]",There are four squares.,1,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1359,True
"[0, 5, 8]",,,,undefined,3936,"[0, 9, 2]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four triangles.,response,0,"[9, 7, 4]",1,There are four diamonds.,"[1, 0]",There are four diamonds.,0,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1255,True
"[0, 3, 9]",,,,undefined,5007,"[6, 8, 5]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are spades.,response,1,"[3, 2, 0]",1,Some of the symbols are stars.,"[0, 1]",Some of the symbols are diamonds.,1,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",2031,True
"[2, 6, 5]",,,,undefined,4328,"[7, 4, 8]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are notes.,filler,1,"[8, 1, 2]",1,Some of the symbols are circles.,"[0, 1]",Some of the symbols are ticks.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1367,True
"[8, 2, 6]",,,,undefined,3833,"[9, 3, 6]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a triangle.,filler,1,"[9, 5, 8]",1,There is a triangle.,"[0, 1]",There is a note.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1232,True
"[2, 9, 1]",,,,undefined,4119,"[3, 9, 2]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a club.,filler,1,"[1, 6, 5]",1,There is a spade.,"[0, 1]",There is a tick.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1207,True
"[8, 2, 6]",,,,undefined,4072,"[2, 1, 8]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are circles.,filler,1,"[7, 2, 1]",1,Some of the symbols are ticks.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1375,True
"[8, 9, 0]",,,,undefined,3968,"[6, 5, 1]",False,3,0,1,"[1, 0]","[3, 0, 0]",6 + 2 = ?,filler,0,"[8, 6, 2]",1,5 + 1 = ?,"[1, 0]",Some of the symbols are notes.,0,1,exh-subclausal,0,10.766983333333334,False,,,"[0, 0, 0]",1343,True
"[0, 3, 7]",,,,undefined,4304,"[3, 5, 8]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four spades.,filler,1,"[3, 2, 8]",1,There are four spades.,"[0, 1]",There are four diamonds.,1,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1191,True
"[0, 7, 9]",,,,undefined,4919,"[7, 8, 3]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four hearts.,filler,1,"[4, 9, 8]",1,There are four but no more than four circles.,"[0, 1]",There are four diamonds.,1,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1279,True
"[5, 8, 2]",,,,undefined,3184,"[17, 8, 9]",True,3,0,1,"[1, 0]","[6, 0, 0]",3 + 4 = ?,response,0,"[7, 3, 4]",1,8 + 9 = ?,"[1, 0]",There are four squares.,1,0,exh-subclausal,1,10.766983333333334,False,,,"[3, 0, 0]",1039,False
"[6, 9, 4]",,,,undefined,3424,"[7, 6, 5]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a star.,response,0,"[6, 7, 1]",1,There is a circle.,"[1, 0]",There is a star.,0,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1175,True
"[4, 2, 7]",,,,undefined,5416,"[8, 6, 2]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four clubs.,response,0,"[1, 9, 3]",1,There are four notes.,"[1, 0]",There are four hearts.,0,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1719,True
"[1, 9, 5]",,,,undefined,3288,"[6, 5, 0]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a circle.,filler,1,"[7, 3, 2]",1,There is a star.,"[0, 1]",There is a club.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1150,True
"[3, 2, 5]",,,,undefined,5088,"[2, 9, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a square.,response,1,"[5, 8, 3]",1,There is a tick.,"[0, 1]",There is a spade.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1575,True
"[6, 1, 9]",,,,undefined,4560,"[2, 3, 0]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four clubs.,response,0,"[1, 8, 6]",1,There are four but no more than four ticks.,"[1, 0]",There are four stars.,0,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1126,True
"[2, 3, 1]",,,,undefined,5688,"[6, 5, 8]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are clubs.,filler,1,"[1, 9, 3]",1,Some but not all of the symbols are stars.,"[0, 1]",Some of the symbols are ticks.,1,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1127,True
"[5, 8, 0]",,,,undefined,3584,"[7, 3, 1]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four clubs.,response,0,"[1, 7, 2]",1,There are four circles.,"[1, 0]",There are four squares.,0,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1143,True
"[4, 9, 5]",,,,undefined,4977,"[5, 8, 1]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are stars.,response,1,"[6, 5, 3]",1,Some but not all of the symbols are squares.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1144,True
"[0, 6, 5]",,,,undefined,4184,"[4, 8, 3]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four circles.,filler,0,"[7, 6, 4]",1,There are four hearts.,"[1, 0]",There are four diamonds.,0,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1016,True
"[4, 9, 8]",,,,undefined,4200,"[5, 3, 7]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a tick but nothing else.,response,1,"[2, 6, 7]",1,There is a square but nothing else.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1160,True
"[8, 1, 6]",,,,undefined,3408,"[11, 3, 8]",True,3,1,1,"[0, 1]","[4, 0, 0]",9 + 3 = ?,filler,1,"[12, 9, 3]",1,3 + 8 = ?,"[0, 1]",There are four notes.,0,1,exh-subclausal,1,10.766983333333334,False,,,"[2, 0, 0]",1152,False
"[5, 4, 7]",,,,undefined,3376,"[3, 2, 1]",False,3,0,1,"[1, 0]","[0, 0, 0]",6 + 9 = ?,response,1,"[15, 6, 9]",1,2 + 1 = ?,"[0, 1]",There is a square.,0,1,exh-subclausal,2,10.766983333333334,False,,,"[5, 0, 0]",1168,False
"[9, 4, 8]",,,,undefined,3576,"[5, 0, 5]",False,3,0,1,"[1, 0]","[3, 0, 0]",2 + 7 = ?,filler,1,"[9, 2, 7]",1,0 + 5 = ?,"[0, 1]",There is a triangle.,0,1,exh-subclausal,2,10.766983333333334,False,,,"[9, 0, 0]",1440,False
"[0, 4, 3]",,,,undefined,3184,"[5, 5, 0]",False,3,0,1,"[1, 0]","[0, 0, 0]",1 + 1 = ?,filler,0,"[2, 1, 1]",1,5 + 0 = ?,"[1, 0]",There is a diamond.,0,1,exh-subclausal,2,10.766983333333334,False,,,"[8, 0, 0]",1128,True
"[8, 7, 5]",,,,undefined,3432,"[1, 1, 0]",True,3,0,1,"[1, 0]","[3, 0, 0]",8 + 5 = ?,filler,1,"[13, 8, 5]",1,1 + 0 = ?,"[0, 1]",There are four notes.,1,0,exh-subclausal,1,10.766983333333334,True,,,"[4, 0, 0]",1000,True
"[0, 9, 7]",,,,undefined,3784,"[9, 7, 6]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a spade.,filler,0,"[3, 5, 0]",1,There is a triangle.,"[1, 0]",There is a diamond.,0,0,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1256,True
"[8, 7, 3]",,,,undefined,4256,"[11, 2, 9]",True,3,0,1,"[1, 0]","[3, 0, 0]",6 + 0 = ?,filler,1,"[6, 6, 0]",1,2 + 9 = ?,"[0, 1]",Some of the symbols are notes.,1,0,exh-subclausal,0,10.766983333333334,True,,,"[5, 0, 0]",1408,True
"[3, 1, 2]",,,,undefined,3720,"[8, 8, 0]",False,3,1,1,"[0, 1]","[1, 0, 0]",8 + 1 = ?,filler,1,"[9, 8, 1]",1,8 + 0 = ?,"[0, 1]",There are four spades.,1,0,exh-subclausal,1,10.766983333333334,False,,,"[6, 0, 0]",1119,True
"[5, 6, 1]",,,,undefined,4552,"[4, 2, 2]",False,3,0,1,"[1, 0]","[7, 0, 0]",4 + 5 = ?,response,1,"[9, 4, 5]",1,2 + 2 = ?,"[0, 1]",Some of the symbols are squares.,0,1,exh-subclausal,0,10.766983333333334,False,,,"[2, 0, 0]",1424,False
"[2, 5, 7]",,,,undefined,3752,"[7, 3, 8]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four stars.,filler,0,"[6, 0, 9]",1,There are four but no more than four circles.,"[1, 0]",There are four ticks.,0,1,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1032,True
"[3, 8, 7]",,,,undefined,4344,"[8, 5, 1]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four squares.,response,1,"[5, 9, 0]",1,There are four notes.,"[0, 1]",There are four spades.,1,0,exh-subclausal,1,10.766983333333334,True,,,"[0, 0, 0]",1208,True
"[4, 2, 1]",,,,undefined,4280,"[3, 6, 8]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a club but nothing else.,response,0,"[1, 7, 0]",1,There is a spade but nothing else.,"[1, 0]",There is a heart.,0,1,exh-subclausal,2,10.766983333333334,True,,,"[0, 0, 0]",1304,True
"[8, 5, 7]",,,,undefined,5608,"[3, 6, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are stars.,filler,0,"[6, 2, 4]",1,Some of the symbols are spades.,"[1, 0]",Some of the symbols are notes.,1,1,exh-subclausal,0,10.766983333333334,False,,,"[0, 0, 0]",1536,False
"[9, 5, 7]",,,,undefined,4528,"[14, 7, 7]",False,3,0,1,"[1, 0]","[2, 0, 0]",1 + 4 = ?,response,0,"[5, 1, 4]",1,7 + 7 = ?,"[1, 0]",Some of the symbols are triangles.,0,1,exh-subclausal,0,10.766983333333334,False,,,"[9, 0, 0]",2208,True
"[8, 9, 5]",,,,undefined,4776,"[2, 3, 9]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are diamonds.,response,1,"[0, 5, 1]",1,Some but not all of the symbols are ticks.,"[0, 1]",Some of the symbols are notes.,1,1,exh-subclausal,0,10.766983333333334,True,,,"[0, 0, 0]",1431,True
