goodPTChoice,response,goodPOChoice,pTChoice,response_rt,Answer.condition,primeStrength,trial_type,pOSymbols,slide_type,responseChoice,image,primeType,workerid,pTSymbols,audio,responseSymbols,responseSentence,pOChoice,slide_number,primeOShuffle,correctPChoices,correctPOChoice,btwncondition,Answer.time_in_minutes,correctPTChoice,pTSentence,pTwrongAnswer,pOwrongAnswer,block_rt,pOSentence,primeTShuffle
1,,1,1,829,undefined,1,filler,"[1, 0, 8]",,1,,0,0,"[6, 9, 5]",,"[2, 4, 0]",Some of the symbols are ticks.,1,,"[0, 1]",True,True,alternative,6.291416666666667,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",3219,Some of the symbols are clubs.,"[0, 1]"
1,,1,1,1331,undefined,1,response,"[2, 1, 5]",,0,,2,0,"[4, 2, 7]",,"[1, 8, 3]",There is a club.,1,,"[0, 1]",True,True,alternative,6.291416666666667,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",3090,There is a tick.,"[0, 1]"
1,,1,0,957,undefined,3,filler,"[10, 7, 3]",,1,,0,0,"[6, 1, 5]",,"[6, 8, 0]",Some of the symbols are stars.,1,,"[0, 1]",False,True,alternative,6.291416666666667,False,1 + 5 = ?,"[8, 0, 0]","[1, 0, 0]",4029,7 + 3 = ?,"[0, 1]"
1,,0,1,931,undefined,2,filler,"[5, 1, 4]",,1,,1,0,"[3, 7, 0]",,"[3, 6, 5]",There are four spades.,0,,"[1, 0]",True,True,alternative,6.291416666666667,True,There are six spades.,"[0, 0, 0]","[0, 0, 0]",2684,There are six squares.,"[0, 1]"
1,,1,1,2536,undefined,1,response,"[8, 3, 1]",,1,,0,0,"[3, 0, 1]",,"[3, 0, 2]",Some of the symbols are spades.,1,,"[0, 1]",True,True,alternative,6.291416666666667,True,Some of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",5373,Some of the symbols are notes.,"[0, 1]"
1,,0,1,959,undefined,0,filler,"[4, 6, 1]",,1,,2,0,"[4, 3, 9]",,"[6, 3, 1]",There is a star.,0,,"[1, 0]",True,True,alternative,6.291416666666667,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",3480,There is a heart.,"[0, 1]"
,"[0, 'Linda']",,,,undefined,,,,bot_check,,Linda,,1,,,,,,1,,,,,2.2882333333333333,,,,,,,
1,,0,1,148,undefined,1,response,"[7, 1, 2]",,1,,0,1,"[1, 3, 6]",,"[9, 0, 6]",Some of the symbols are triangles.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",458,Some of the symbols are circles.,"[0, 1]"
0,,1,0,0,undefined,1,response,"[0, 4, 8]",,0,,2,1,"[5, 3, 7]",,"[8, 4, 1]",There is a note.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,There is a square.,"[0, 0, 0]","[0, 0, 0]",459,There is a diamond.,"[1, 0]"
1,,1,0,173,undefined,2,filler,"[2, 8, 5]",,1,,2,1,"[7, 8, 2]",,"[8, 4, 9]",There is a note.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,There is a circle and a note.,"[0, 0, 0]","[0, 0, 0]",443,There is a tick and a note.,"[0, 1]"
1,,0,1,141,undefined,2,response,"[0, 1, 3]",,1,,1,1,"[1, 8, 3]",,"[5, 3, 4]",There are four squares.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",485,There are six diamonds.,"[0, 1]"
0,,1,1,159,undefined,0,filler,"[9, 2, 3]",,1,,1,1,"[5, 2, 4]",,"[4, 5, 6]",There are four hearts.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There are four squares.,"[0, 0, 0]","[0, 0, 0]",491,There are four triangles.,"[1, 0]"
1,,1,1,121,undefined,3,response,"[8, 7, 1]",,1,,1,1,"[10, 5, 5]",,"[0, 7, 3]",There are four diamonds.,1,,"[0, 1]",True,True,alternative,2.2882333333333333,True,5 + 5 = ?,"[4, 0, 0]","[5, 0, 0]",501,7 + 1 = ?,"[0, 1]"
1,,0,0,169,undefined,3,filler,"[8, 8, 0]",,0,,1,1,"[0, 0, 0]",,"[5, 3, 2]",There are four squares.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,0 + 0 = ?,"[3, 0, 0]","[0, 0, 0]",546,8 + 0 = ?,"[0, 1]"
1,,1,0,179,undefined,0,filler,"[0, 8, 3]",,0,,1,1,"[7, 0, 3]",,"[9, 4, 1]",There are four triangles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,There are four circles.,"[0, 0, 0]","[0, 0, 0]",540,There are four diamonds.,"[0, 1]"
1,,0,0,105,undefined,1,filler,"[5, 2, 7]",,0,,1,1,"[6, 3, 4]",,"[9, 6, 8]",There are four triangles.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,There are four stars.,"[0, 0, 0]","[0, 0, 0]",474,There are four squares.,"[0, 1]"
1,,1,0,150,undefined,0,filler,"[8, 4, 5]",,0,,0,1,"[1, 9, 2]",,"[7, 5, 4]",Some of the symbols are circles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",539,Some of the symbols are notes.,"[0, 1]"
0,,1,1,198,undefined,1,filler,"[5, 0, 1]",,1,,1,1,"[4, 9, 3]",,"[4, 2, 1]",There are four hearts.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",669,There are four squares.,"[1, 0]"
1,,1,1,172,undefined,3,filler,"[8, 4, 4]",,1,,2,1,"[14, 7, 7]",,"[9, 1, 4]",There is a triangle.,1,,"[0, 1]",True,True,alternative,2.2882333333333333,True,7 + 7 = ?,"[0, 0, 0]","[6, 0, 0]",515,4 + 4 = ?,"[0, 1]"
0,,1,1,287,undefined,2,filler,"[3, 1, 7]",,0,,2,1,"[2, 7, 5]",,"[5, 6, 0]",There is a square.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There is a tick and a circle.,"[0, 0, 0]","[0, 0, 0]",542,There is a spade and a club.,"[1, 0]"
0,,0,1,174,undefined,3,response,"[7, 0, 7]",,1,,2,1,"[7, 1, 6]",,"[5, 4, 6]",There is a square.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,1 + 6 = ?,"[6, 0, 0]","[1, 0, 0]",571,0 + 7 = ?,"[1, 0]"
1,,0,0,192,undefined,2,filler,"[1, 9, 7]",,0,,2,1,"[9, 6, 4]",,"[6, 0, 8]",There is a star.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,There is a triangle and a star.,"[0, 0, 0]","[0, 0, 0]",563,There is a club and a triangle.,"[0, 1]"
1,,1,0,173,undefined,0,response,"[3, 0, 8]",,0,,1,1,"[6, 3, 9]",,"[9, 6, 7]",There are four triangles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,There are four stars.,"[0, 0, 0]","[0, 0, 0]",501,There are four spades.,"[0, 1]"
0,,0,0,207,undefined,3,filler,"[12, 7, 5]",,0,,1,1,"[5, 5, 0]",,"[4, 0, 3]",There are four hearts.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,5 + 0 = ?,"[6, 0, 0]","[2, 0, 0]",557,7 + 5 = ?,"[1, 0]"
0,,1,0,164,undefined,0,response,"[0, 8, 3]",,0,,1,1,"[3, 9, 4]",,"[8, 6, 5]",There are four notes.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",535,There are four diamonds.,"[1, 0]"
0,,1,0,194,undefined,3,response,"[2, 2, 0]",,0,,2,1,"[11, 2, 9]",,"[7, 3, 8]",There is a circle.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,2 + 9 = ?,"[1, 0, 0]","[9, 0, 0]",3588,2 + 0 = ?,"[1, 0]"
0,,0,0,160,undefined,3,response,"[10, 8, 2]",,0,,0,1,"[12, 8, 4]",,"[7, 0, 6]",Some of the symbols are circles.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,8 + 4 = ?,"[4, 0, 0]","[0, 0, 0]",675,8 + 2 = ?,"[1, 0]"
0,,0,0,166,undefined,3,response,"[7, 7, 0]",,0,,2,1,"[10, 6, 4]",,"[0, 2, 6]",There is a diamond.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,6 + 4 = ?,"[7, 0, 0]","[4, 0, 0]",504,7 + 0 = ?,"[1, 0]"
0,,0,0,156,undefined,2,response,"[3, 5, 9]",,0,,2,1,"[3, 2, 9]",,"[7, 8, 2]",There is a circle.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,There is a spade and a tick.,"[0, 0, 0]","[0, 0, 0]",505,There is a spade and a square.,"[1, 0]"
1,,1,1,147,undefined,2,response,"[8, 6, 7]",,1,,2,1,"[0, 2, 5]",,"[4, 6, 5]",There is a heart.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,There is a diamond and a tick.,"[0, 0, 0]","[0, 0, 0]",443,There is a note and a star.,"[0, 1]"
0,,0,1,177,undefined,2,filler,"[6, 5, 7]",,1,,0,1,"[2, 9, 1]",,"[2, 3, 7]",Some of the symbols are ticks.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,All of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",500,All of the symbols are stars.,"[1, 0]"
1,,0,1,182,undefined,0,filler,"[4, 3, 0]",,1,,2,1,"[6, 0, 2]",,"[6, 4, 7]",There is a star.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",508,There is a heart.,"[0, 1]"
1,,0,1,174,undefined,2,response,"[7, 4, 3]",,1,,0,1,"[2, 0, 8]",,"[9, 4, 0]",Some of the symbols are triangles.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,All of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",544,All of the symbols are circles.,"[0, 1]"
0,,1,1,193,undefined,1,filler,"[6, 4, 1]",,1,,2,1,"[6, 0, 3]",,"[3, 6, 7]",There is a spade.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There is a star.,"[0, 0, 0]","[0, 0, 0]",607,There is a star.,"[1, 0]"
1,,0,0,173,undefined,2,filler,"[8, 6, 0]",,0,,0,1,"[7, 1, 6]",,"[0, 2, 1]",Some of the symbols are diamonds.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,All of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",554,All of the symbols are notes.,"[0, 1]"
0,,0,0,198,undefined,3,response,"[16, 7, 9]",,0,,0,1,"[12, 9, 3]",,"[9, 4, 7]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,9 + 3 = ?,"[6, 0, 0]","[3, 0, 0]",596,7 + 9 = ?,"[1, 0]"
0,,1,0,184,undefined,3,filler,"[17, 8, 9]",,0,,0,1,"[11, 3, 8]",,"[9, 3, 4]",Some of the symbols are triangles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,3 + 8 = ?,"[4, 0, 0]","[0, 0, 0]",609,8 + 9 = ?,"[1, 0]"
1,,1,0,220,undefined,2,response,"[8, 7, 4]",,0,,0,1,"[3, 0, 1]",,"[9, 2, 4]",Some of the symbols are triangles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",910,All of the symbols are notes.,"[0, 1]"
0,,1,1,173,undefined,0,response,"[5, 2, 0]",,0,,2,1,"[2, 9, 1]",,"[6, 2, 5]",There is a star.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There is a tick.,"[0, 0, 0]","[0, 0, 0]",979,There is a square.,"[1, 0]"
1,,0,0,201,undefined,3,response,"[17, 9, 8]",,0,,2,1,"[6, 0, 6]",,"[7, 2, 4]",There is a circle.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,0 + 6 = ?,"[2, 0, 0]","[5, 0, 0]",605,9 + 8 = ?,"[0, 1]"
0,,0,1,227,undefined,3,response,"[6, 5, 1]",,1,,1,1,"[7, 0, 7]",,"[0, 7, 9]",There are four diamonds.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,0 + 7 = ?,"[1, 0, 0]","[1, 0, 0]",790,5 + 1 = ?,"[1, 0]"
1,,0,1,211,undefined,1,response,"[3, 0, 7]",,1,,1,1,"[0, 6, 4]",,"[2, 5, 6]",There are four ticks.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",643,There are four spades.,"[0, 1]"
1,,1,0,200,undefined,2,response,"[1, 2, 5]",,0,,1,1,"[4, 3, 6]",,"[7, 0, 8]",There are four circles.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There are six hearts.,"[0, 0, 0]","[0, 0, 0]",615,There are six clubs.,"[0, 1]"
1,,1,0,218,undefined,1,response,"[3, 8, 2]",,1,,1,1,"[1, 4, 3]",,"[3, 7, 2]",There are four spades.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,There are four clubs.,"[0, 0, 0]","[0, 0, 0]",628,There are four spades.,"[0, 1]"
0,,1,1,217,undefined,0,response,"[5, 4, 6]",,1,,2,1,"[2, 9, 0]",,"[4, 7, 9]",There is a heart.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There is a tick.,"[0, 0, 0]","[0, 0, 0]",704,There is a square.,"[1, 0]"
1,,0,0,189,undefined,2,response,"[5, 4, 7]",,0,,1,1,"[1, 5, 6]",,"[0, 8, 6]",There are four diamonds.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",602,There are six squares.,"[0, 1]"
1,,1,0,205,undefined,2,filler,"[3, 1, 5]",,0,,1,1,"[0, 6, 4]",,"[9, 1, 6]",There are four triangles.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There are six diamonds.,"[0, 0, 0]","[0, 0, 0]",640,There are six spades.,"[0, 1]"
1,,0,0,242,undefined,3,response,"[13, 6, 7]",,0,,0,1,"[14, 9, 5]",,"[9, 4, 6]",Some of the symbols are triangles.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,9 + 5 = ?,"[6, 0, 0]","[8, 0, 0]",701,6 + 7 = ?,"[0, 1]"
1,,0,0,240,undefined,0,filler,"[0, 5, 2]",,0,,2,1,"[5, 2, 4]",,"[6, 3, 1]",There is a star.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,There is a square.,"[0, 0, 0]","[0, 0, 0]",715,There is a diamond.,"[0, 1]"
0,,0,1,211,undefined,2,filler,"[5, 3, 2]",,1,,0,1,"[0, 8, 1]",,"[0, 6, 9]",Some of the symbols are diamonds.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,All of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",949,All of the symbols are squares.,"[1, 0]"
1,,1,1,234,undefined,2,filler,"[3, 5, 2]",,1,,0,1,"[1, 6, 9]",,"[0, 3, 4]",Some of the symbols are diamonds.,1,,"[0, 1]",True,True,alternative,2.2882333333333333,True,All of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",675,All of the symbols are spades.,"[0, 1]"
1,,0,1,133,undefined,3,filler,"[15, 7, 8]",,0,,2,1,"[4, 1, 3]",,"[4, 6, 1]",There is a heart.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,1 + 3 = ?,"[3, 0, 0]","[7, 0, 0]",846,7 + 8 = ?,"[0, 1]"
1,,0,0,208,undefined,2,filler,"[5, 0, 1]",,0,,1,1,"[1, 4, 0]",,"[8, 6, 9]",There are four notes.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",628,There are six squares.,"[0, 1]"
1,,0,0,279,undefined,0,response,"[7, 1, 3]",,0,,2,1,"[1, 6, 2]",,"[0, 2, 3]",There is a diamond.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,There is a club.,"[0, 0, 0]","[0, 0, 0]",640,There is a circle.,"[0, 1]"
1,,0,1,194,undefined,1,response,"[0, 4, 5]",,1,,2,1,"[2, 1, 0]",,"[6, 5, 9]",There is a star.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,There is a tick.,"[0, 0, 0]","[0, 0, 0]",625,There is a diamond.,"[0, 1]"
0,,1,1,295,undefined,1,filler,"[4, 1, 2]",,1,,1,1,"[8, 2, 7]",,"[5, 2, 1]",There are four squares.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There are four notes.,"[0, 0, 0]","[0, 0, 0]",761,There are four hearts.,"[1, 0]"
0,,0,1,193,undefined,0,filler,"[0, 1, 6]",,1,,1,1,"[9, 5, 7]",,"[0, 7, 3]",There are four diamonds.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",444,There are four diamonds.,"[1, 0]"
1,,0,0,203,undefined,2,response,"[3, 9, 5]",,0,,0,1,"[3, 4, 7]",,"[0, 9, 5]",Some of the symbols are diamonds.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",629,All of the symbols are spades.,"[0, 1]"
1,,1,0,241,undefined,2,response,"[3, 1, 5]",,0,,1,1,"[3, 2, 0]",,"[0, 3, 6]",There are four diamonds.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There are six spades.,"[0, 0, 0]","[0, 0, 0]",686,There are six spades.,"[0, 1]"
1,,1,0,206,undefined,0,filler,"[9, 0, 1]",,1,,1,1,"[6, 9, 8]",,"[0, 1, 3]",There are four diamonds.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There are four stars.,"[0, 0, 0]","[0, 0, 0]",628,There are four triangles.,"[0, 1]"
0,,1,0,214,undefined,1,response,"[6, 4, 3]",,0,,1,1,"[6, 3, 8]",,"[6, 7, 4]",There are four stars.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",663,There are four stars.,"[1, 0]"
0,,0,1,256,undefined,1,filler,"[4, 7, 6]",,0,,2,1,"[9, 6, 8]",,"[2, 8, 6]",There is a tick.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",701,There is a heart.,"[1, 0]"
0,,1,1,201,undefined,1,filler,"[6, 2, 3]",,1,,2,1,"[8, 2, 1]",,"[7, 1, 9]",There is a circle.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There is a note.,"[0, 0, 0]","[0, 0, 0]",706,There is a star.,"[1, 0]"
1,,0,1,283,undefined,2,response,"[2, 6, 3]",,1,,2,1,"[2, 4, 7]",,"[2, 0, 8]",There is a tick.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,There is a tick and a heart.,"[0, 0, 0]","[0, 0, 0]",730,There is a tick and a star.,"[0, 1]"
1,,0,1,201,undefined,0,filler,"[2, 0, 9]",,1,,0,1,"[4, 0, 7]",,"[7, 6, 1]",Some of the symbols are circles.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",620,Some of the symbols are ticks.,"[0, 1]"
0,,0,1,235,undefined,0,filler,"[6, 1, 8]",,1,,0,1,"[9, 8, 6]",,"[1, 2, 6]",Some of the symbols are clubs.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",663,Some of the symbols are stars.,"[1, 0]"
1,,1,1,220,undefined,1,filler,"[0, 4, 3]",,1,,0,1,"[2, 5, 0]",,"[0, 5, 4]",Some of the symbols are diamonds.,1,,"[0, 1]",True,True,alternative,2.2882333333333333,True,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",653,Some of the symbols are diamonds.,"[0, 1]"
1,,1,1,208,undefined,3,filler,"[14, 7, 7]",,1,,2,1,"[11, 4, 7]",,"[6, 8, 1]",There is a star.,1,,"[0, 1]",True,True,alternative,2.2882333333333333,True,4 + 7 = ?,"[2, 0, 0]","[7, 0, 0]",649,7 + 7 = ?,"[0, 1]"
0,,0,1,209,undefined,0,response,"[9, 0, 3]",,1,,0,1,"[2, 9, 6]",,"[2, 9, 0]",Some of the symbols are ticks.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",647,Some of the symbols are triangles.,"[1, 0]"
1,,1,0,272,undefined,1,response,"[1, 7, 6]",,1,,0,1,"[3, 6, 1]",,"[4, 0, 7]",Some of the symbols are hearts.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,Some of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",730,Some of the symbols are clubs.,"[0, 1]"
0,,0,0,208,undefined,3,response,"[6, 3, 3]",,0,,1,1,"[8, 2, 6]",,"[5, 7, 3]",There are four squares.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,2 + 6 = ?,"[0, 0, 0]","[9, 0, 0]",632,3 + 3 = ?,"[1, 0]"
0,,1,1,223,undefined,3,filler,"[3, 3, 0]",,1,,1,1,"[3, 2, 1]",,"[7, 1, 5]",There are four circles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,2 + 1 = ?,"[6, 0, 0]","[7, 0, 0]",1005,3 + 0 = ?,"[1, 0]"
0,,1,0,210,undefined,3,filler,"[10, 8, 2]",,0,,1,1,"[10, 1, 9]",,"[7, 0, 2]",There are four circles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,1 + 9 = ?,"[2, 0, 0]","[1, 0, 0]",660,8 + 2 = ?,"[1, 0]"
0,,0,1,264,undefined,0,filler,"[8, 0, 7]",,0,,2,1,"[9, 3, 1]",,"[5, 1, 3]",There is a square.,0,,"[1, 0]",False,True,alternative,2.2882333333333333,False,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",688,There is a note.,"[1, 0]"
0,,1,0,193,undefined,0,response,"[7, 8, 0]",,1,,2,1,"[2, 7, 8]",,"[0, 9, 6]",There is a diamond.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,There is a tick.,"[0, 0, 0]","[0, 0, 0]",645,There is a circle.,"[1, 0]"
0,,0,0,213,undefined,1,filler,"[4, 0, 9]",,0,,0,1,"[2, 5, 8]",,"[6, 4, 5]",Some of the symbols are stars.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",674,Some of the symbols are hearts.,"[1, 0]"
1,,0,1,230,undefined,1,filler,"[8, 9, 6]",,1,,0,1,"[5, 6, 2]",,"[0, 3, 7]",Some of the symbols are diamonds.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",639,Some of the symbols are notes.,"[0, 1]"
1,,0,1,223,undefined,0,response,"[4, 9, 2]",,1,,1,1,"[0, 9, 1]",,"[5, 8, 2]",There are four squares.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",675,There are four hearts.,"[0, 1]"
0,,0,1,223,undefined,0,filler,"[2, 0, 5]",,1,,2,1,"[2, 7, 5]",,"[4, 6, 0]",There is a heart.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,There is a tick.,"[0, 0, 0]","[0, 0, 0]",614,There is a tick.,"[1, 0]"
1,,0,1,199,undefined,1,filler,"[4, 2, 6]",,0,,2,1,"[1, 3, 6]",,"[6, 2, 7]",There is a star.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,There is a club.,"[0, 0, 0]","[0, 0, 0]",608,There is a heart.,"[0, 1]"
1,,1,0,203,undefined,1,filler,"[4, 1, 8]",,0,,1,1,"[9, 2, 0]",,"[8, 7, 3]",There are four notes.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",609,There are four hearts.,"[0, 1]"
0,,0,0,217,undefined,3,filler,"[9, 8, 1]",,0,,0,1,"[5, 5, 0]",,"[6, 1, 3]",Some of the symbols are stars.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,True,5 + 0 = ?,"[2, 0, 0]","[1, 0, 0]",1368,8 + 1 = ?,"[1, 0]"
0,,1,0,189,undefined,2,response,"[2, 9, 5]",,0,,2,1,"[5, 7, 1]",,"[4, 9, 6]",There is a heart.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,There is a square and a circle.,"[0, 0, 0]","[0, 0, 0]",607,There is a tick and a triangle.,"[1, 0]"
1,,1,0,422,undefined,1,response,"[5, 7, 2]",,0,,0,1,"[9, 5, 7]",,"[4, 9, 2]",Some of the symbols are hearts.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",805,Some of the symbols are squares.,"[0, 1]"
0,,1,0,173,undefined,0,response,"[2, 0, 3]",,0,,0,1,"[4, 3, 7]",,"[7, 2, 9]",Some of the symbols are circles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,True,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",551,Some of the symbols are ticks.,"[1, 0]"
0,,0,0,205,undefined,0,response,"[0, 7, 2]",,0,,1,1,"[6, 3, 7]",,"[4, 3, 7]",There are four hearts.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",626,There are four diamonds.,"[1, 0]"
1,,1,0,229,undefined,3,response,"[10, 5, 5]",,0,,1,1,"[7, 3, 4]",,"[7, 5, 1]",There are four circles.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,3 + 4 = ?,"[9, 0, 0]","[3, 0, 0]",643,5 + 5 = ?,"[0, 1]"
0,,0,0,252,undefined,1,filler,"[7, 2, 0]",,0,,0,1,"[1, 4, 5]",,"[2, 5, 3]",Some of the symbols are ticks.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",670,Some of the symbols are circles.,"[1, 0]"
0,,0,0,220,undefined,3,filler,"[11, 3, 8]",,0,,0,1,"[10, 1, 9]",,"[7, 6, 4]",Some of the symbols are circles.,0,,"[1, 0]",True,True,alternative,2.2882333333333333,True,1 + 9 = ?,"[2, 0, 0]","[7, 0, 0]",667,3 + 8 = ?,"[1, 0]"
1,,1,0,188,undefined,0,response,"[5, 2, 9]",,0,,0,1,"[1, 8, 4]",,"[8, 3, 2]",Some of the symbols are notes.,0,,"[0, 1]",False,False,alternative,2.2882333333333333,False,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",728,Some of the symbols are squares.,"[0, 1]"
0,,1,1,280,undefined,1,response,"[0, 7, 2]",,1,,2,1,"[1, 5, 6]",,"[9, 3, 8]",There is a triangle.,1,,"[0, 1]",False,True,alternative,2.2882333333333333,False,There is a club.,"[0, 0, 0]","[0, 0, 0]",1281,There is a diamond.,"[1, 0]"
0,,0,1,254,undefined,1,response,"[2, 8, 3]",,1,,1,1,"[8, 2, 0]",,"[6, 1, 3]",There are four stars.,1,,"[1, 0]",False,False,alternative,2.2882333333333333,False,There are four notes.,"[0, 0, 0]","[0, 0, 0]",855,There are four ticks.,"[1, 0]"
